sentence id,sentence,PLL score,nr. of tokens
tensor(54),The tap was fixed by the repairman.,-27.81178092956543,11
tensor(55),The repairman was fixed by the tap.,-40.527777671813965,11
tensor(56),The handyman repaired the faucet.,-37.370699405670166,12
tensor(57),The faucet repaired the handyman.,-48.64006233215332,12
tensor(58),The faucet was repaired by the handyman.,-37.02818536758423,14
tensor(59),The handyman was repaired by the faucet.,-47.25964832305908,14
tensor(60),The secretary organized the desk.,-25.010560035705566,8
tensor(61),The desk organized the secretary.,-32.431077003479004,8
tensor(62),The desk was organized by the secretary.,-24.19127368927002,10
tensor(63),The secretary was organized by the desk.,-39.53537654876709,10
tensor(64),The receptionist tidied the table.,-33.48167324066162,11
tensor(65),The table tidied the receptionist.,-42.44880676269531,11
tensor(66),The table was tidied by the receptionist.,-30.642614364624023,13
tensor(67),The receptionist was tidied by the table.,-41.2749547958374,13
tensor(68),The pilot steered the airplane.,-11.999511241912842,8
tensor(69),The airplane steered the pilot.,-27.852972984313965,8
tensor(70),The airplane was steered by the pilot.,-11.674612045288086,10
tensor(71),The pilot was steered by the airplane.,-27.34223461151123,10
tensor(72),The aviator maneuvered the jet.,-22.34876823425293,10
tensor(73),The jet maneuvered the aviator.,-28.37902069091797,10
tensor(74),The jet was maneuvered by the aviator.,-27.33207082748413,12
tensor(75),The aviator was maneuvered by the jet.,-34.362770557403564,12
tensor(76),The chef sauteed the squid.,-40.02149200439453,11
tensor(77),The squid sauteed the chef.,-46.92797899246216,11
tensor(78),The squid was sauteed by the chef.,-36.236032485961914,13
tensor(79),The chef was sauteed by the squid.,-44.789865016937256,13
tensor(80),The cook grilled the octopus.,-41.527629375457764,12
tensor(81),The octopus grilled the cook.,-43.91420555114746,12
tensor(82),The octopus was grilled by the cook.,-39.4087438583374,14
tensor(83),The cook was grilled by the octopus.,-47.6049165725708,14
tensor(84),The ship captain promised the triumph.,-35.78494358062744,9
tensor(85),The triumph promised the ship captain.,-37.27836084365845,9
tensor(86),The triumph was promised by the ship captain.,-27.715858936309814,11
tensor(87),The ship captain was promised by the triumph.,-38.609211921691895,11
tensor(88),The skipper guaranteed the victory.,-23.195359706878662,9
tensor(89),The victory guaranteed the skipper.,-29.95894956588745,9
tensor(90),The victory was guaranteed by the skipper.,-25.637893199920654,11
tensor(91),The skipper was guaranteed by the victory.,-37.92974328994751,11
tensor(92),The milliner adorned the fedora.,-42.204646587371826,10
tensor(93),The fedora adorned the milliner.,-42.9743390083313,10
tensor(94),The fedora was adorned by the milliner.,-39.58076190948486,12
tensor(95),The milliner was adorned by the fedora.,-47.94251728057861,12
tensor(96),The hatter decorated the bowler.,-39.467814922332764,9
tensor(97),The bowler decorated the hatter.,-38.57678985595703,9
tensor(98),The bowler was decorated by the hatter.,-41.264530181884766,11
tensor(99),The hatter was decorated by the bowler.,-38.12280750274658,11
tensor(100),The serviceman hoisted the flag.,-25.59377956390381,10
tensor(101),The flag hoisted the serviceman.,-35.3875846862793,10
tensor(102),The flag was hoisted by the serviceman.,-28.471994876861572,12
tensor(103),The serviceman was hoisted by the flag.,-36.51931285858154,12
tensor(104),The soldier raised the banner.,-18.64943790435791,8
tensor(105),The banner raised the soldier.,-32.03280258178711,8
tensor(106),The banner was raised by the soldier.,-19.311659336090088,10
tensor(107),The soldier was raised by the banner.,-27.678677082061768,10
tensor(108),The agent failed the mission.,-15.097879886627197,8
tensor(109),The mission failed the agent.,-23.326287746429443,8
tensor(110),The mission was failed by the agent.,-19.945192337036133,10
tensor(111),The agent was failed by the mission.,-30.35784673690796,10
tensor(112),The operative blew the assignment.,-27.978598594665527,8
tensor(113),The assignment blew the operative.,-35.853946685791016,8
tensor(114),The assignment was blown by the operative.,-35.057963371276855,10
tensor(115),The operative was blown by the assignment.,-37.74854755401611,10
tensor(116),The anchorman garbled the expression.,-45.91825342178345,11
tensor(117),The expression garbled the anchorman.,-45.45858192443848,11
tensor(118),The expression was garbled by the anchorman.,-34.04225969314575,13
tensor(119),The anchorman was garbled by the expression.,-42.27981090545654,13
tensor(120),The announcer mispronounced the word.,-46.997902393341064,11
tensor(121),The word mispronounced the announcer.,-50.96625375747681,11
tensor(122),The word was mispronounced by the announcer.,-41.402957916259766,13
tensor(123),The announcer was mispronounced by the word.,-55.51115608215332,13
tensor(124),The author finished the novel.,-10.851460456848145,8
tensor(125),The novel finished the author.,-23.492842197418213,8
tensor(126),The novel was finished by the author.,-14.746387004852295,10
tensor(127),The author was finished by the novel.,-35.33911991119385,10
tensor(128),The writer completed the book.,-13.254042148590088,8
tensor(129),The book completed the writer.,-23.7552433013916,8
tensor(130),The book was completed by the writer.,-15.129740238189697,10
tensor(131),The writer was completed by the book.,-34.07674312591553,10
tensor(132),The financier sponsored the project.,-23.47969102859497,10
tensor(133),The project sponsored the financier.,-37.361417293548584,10
tensor(134),The project was sponsored by the financier.,-27.624096870422363,12
tensor(135),The financier was sponsored by the project.,-33.552518367767334,12
tensor(136),The banker funded the program.,-25.13520622253418,8
tensor(137),The program funded the banker.,-32.20130729675293,8
tensor(138),The program was funded by the banker.,-26.08197546005249,10
tensor(139),The banker was funded by the program.,-29.6419038772583,10
tensor(140),The tourist exited the bus.,-17.723703384399414,8
tensor(141),The bus exited the tourist.,-31.602201461791992,8
tensor(142),The bus was exited by the tourist.,-25.590049743652344,10
tensor(143),The tourist was exited by the bus.,-29.61569833755493,10
tensor(144),The vacationer left the shuttle.,-26.746469497680664,9
tensor(145),The shuttle left the vacationer.,-32.642629623413086,9
tensor(146),The shuttle was left by the vacationer.,-31.223222732543945,11
tensor(147),The vacationer was left by the shuttle.,-32.07376194000244,11
tensor(148),The dietitian loathed the jam.,-49.820457458496094,11
tensor(149),The jam loathed the dietitian.,-57.92376708984375,11
tensor(150),The jam was loathed by the dietitian.,-57.85403823852539,13
tensor(151),The dietitian was loathed by the jam.,-58.791860580444336,13
tensor(152),The nutritionist detested the marmalade.,-45.38538360595703,13
tensor(153),The marmalade detested the nutritionist.,-52.01519298553467,13
tensor(154),The marmalade was detested by the nutritionist.,-51.23979091644287,15
tensor(155),The nutritionist was detested by the marmalade.,-56.620205879211426,15
tensor(156),The scientist discovered the cure.,-15.348857402801514,8
tensor(157),The cure discovered the scientist.,-31.530076026916504,8
tensor(158),The cure was discovered by the scientist.,-16.7979416847229,10
tensor(159),The scientist was discovered by the cure.,-32.08256912231445,10
tensor(160),The researcher found the remedy.,-25.43424701690674,8
tensor(161),The remedy found the researcher.,-33.24987602233887,8
tensor(162),The remedy was found by the researcher.,-25.866397857666016,10
tensor(163),The researcher was found by the remedy.,-39.913705825805664,10
tensor(164),The doctor closed the school.,-26.486031532287598,8
tensor(165),The school closed the doctor.,-34.837406158447266,8
tensor(166),The school was closed by the doctor.,-23.662363052368164,10
tensor(167),The doctor was closed by the school.,-28.157331466674805,10
tensor(168),The maid lifted the cushion.,-17.779537200927734,8
tensor(169),The cushion lifted the maid.,-28.01305055618286,8
tensor(170),The cushion was lifted by the maid.,-19.9966402053833,10
tensor(171),The maid was lifted by the cushion.,-30.51830244064331,10
tensor(172),The servant wiped the sink.,-17.82483673095703,8
tensor(173),The sink wiped the servant.,-32.43840503692627,8
tensor(174),The sink was wiped by the servant.,-24.865262031555176,10
tensor(175),The servant was wiped by the sink.,-33.700039863586426,10
tensor(176),The domestic cleaned the wash basin.,-22.505946159362793,9
tensor(177),The wash basin cleaned the domestic.,-36.19974994659424,9
tensor(178),The wash basin was cleaned by the domestic.,-24.744616508483887,11
tensor(179),The domestic was cleaned by the wash basin.,-35.21512317657471,11
tensor(180),The friend donned the pullover.,-35.485962867736816,10
tensor(181),The pullover donned the friend.,-41.77754497528076,10
tensor(182),The pullover was donned by the friend.,-36.38034915924072,12
tensor(183),The friend was donned by the pullover.,-45.35715675354004,12
tensor(184),The convalescent took the pill.,-28.404464721679688,10
tensor(185),The pill took the convalescent.,-39.53968524932861,10
tensor(186),The pill was taken by the convalescent.,-32.56372308731079,12
tensor(187),The convalescent was taken by the pill.,-47.94659233093262,12
tensor(188),The patient swallowed the medicine.,-16.772454261779785,8
tensor(189),The medicine swallowed the patient.,-26.125422954559326,8
tensor(190),The medicine was swallowed by the patient.,-18.893330574035645,10
tensor(191),The patient was swallowed by the medicine.,-22.820672035217285,10
tensor(192),The hoarder hid the stash.,-38.16772985458374,12
tensor(193),The stash hid the hoarder.,-42.322457790374756,12
tensor(194),The stash was hidden by the hoarder.,-37.00978136062622,14
tensor(195),The hoarder was hidden by the stash.,-45.92233324050903,14
tensor(196),The packrat concealed the stockpile.,-40.292105197906494,10
tensor(197),The stockpile concealed the packrat.,-42.04500102996826,10
tensor(198),The stockpile was concealed by the packrat.,-41.33368110656738,12
tensor(199),The packrat was concealed by the stockpile.,-45.06600379943848,12
tensor(200),The reporter abandoned the story.,-18.252190113067627,8
tensor(201),The story abandoned the reporter.,-24.731072902679443,8
tensor(202),The story was abandoned by the reporter.,-17.470884323120117,10
tensor(203),The reporter was abandoned by the story.,-33.7636194229126,10
tensor(204),The journalist ditched the article.,-25.080890655517578,9
tensor(205),The article ditched the journalist.,-31.770100116729736,9
tensor(206),The article was ditched by the journalist.,-28.42466926574707,11
tensor(207),The journalist was ditched by the article.,-40.59167003631592,11
tensor(208),The carnivore ate the steak.,-28.782020568847656,11
tensor(209),The steak ate the carnivore.,-34.7905707359314,11
tensor(210),The steak was eaten by the carnivore.,-31.103536128997803,13
tensor(211),The carnivore was eaten by the steak.,-37.4892463684082,13
tensor(212),The meat-eater devoured the filet.,-32.14274024963379,14
tensor(213),The filet devoured the meat-eater.,-32.50621318817139,14
tensor(214),The filet was devoured by the meat-eater.,-35.76176166534424,16
tensor(215),The meat-eater was devoured by the filet.,-36.42971849441528,16
tensor(216),The man drank the soda.,-13.523525714874268,8
tensor(217),The soda drank the man.,-30.41732120513916,8
tensor(218),The soda was drunk by the man.,-23.28117847442627,10
tensor(219),The man was drunk by the soda.,-29.735093593597412,10
tensor(220),The teacher bought the laptop.,-22.765830039978027,8
tensor(221),The laptop bought the teacher.,-33.60815143585205,8
tensor(222),The laptop was bought by the teacher.,-22.067047119140625,10
tensor(223),The teacher was bought by the laptop.,-39.6145133972168,10
tensor(224),The instructor purchased the computer.,-26.758012771606445,8
tensor(225),The computer purchased the instructor.,-34.91547107696533,8
tensor(226),The computer was purchased by the instructor.,-26.284789085388184,10
tensor(227),The instructor was purchased by the computer.,-37.13412284851074,10
tensor(228),The lady cooked the supper.,-18.234439849853516,8
tensor(229),The supper cooked the lady.,-33.88284873962402,8
tensor(230),The supper was cooked by the lady.,-19.982271194458008,10
tensor(231),The lady was cooked by the supper.,-38.92657947540283,10
tensor(232),The woman prepared the dinner.,-14.001852989196777,8
tensor(233),The dinner prepared the woman.,-29.890549182891846,8
tensor(234),The dinner was prepared by the woman.,-15.604403972625732,10
tensor(235),The woman was prepared by the dinner.,-38.81362438201904,10
tensor(236),The traveler lost the souvenir.,-37.921507835388184,11
tensor(237),The souvenir lost the traveler.,-43.406147956848145,11
tensor(238),The souvenir was lost by the traveler.,-36.913400650024414,13
tensor(239),The traveler was lost by the souvenir.,-47.8130087852478,13
tensor(240),The sightseer misplaced the memento.,-55.47932052612305,12
tensor(241),The memento misplaced the sightseer.,-67.1298360824585,12
tensor(242),The memento was misplaced by the sightseer.,-56.657382011413574,14
tensor(243),The sightseer was misplaced by the memento.,-59.734397888183594,14
tensor(244),The comedian confirmed the itinerary.,-30.952040672302246,10
tensor(245),The itinerary confirmed the comedian.,-39.23490810394287,10
tensor(246),The itinerary was confirmed by the comedian.,-33.02665662765503,12
tensor(247),The comedian was confirmed by the itinerary.,-35.44762659072876,12
tensor(248),The humorist verified the schedule.,-34.760053634643555,9
tensor(249),The schedule verified the humorist.,-40.33480739593506,9
tensor(250),The schedule was verified by the humorist.,-34.88788032531738,11
tensor(251),The humorist was verified by the schedule.,-40.581706047058105,11
tensor(252),The woodworker skimmed the brochure.,-46.83946418762207,14
tensor(253),The brochure skimmed the woodworker.,-53.50140190124512,14
tensor(254),The brochure was skimmed by the woodworker.,-51.92729091644287,16
tensor(255),The woodworker was skimmed by the brochure.,-56.3408203125,16
tensor(256),The guide reached the target.,-22.961220741271973,8
tensor(257),The target reached the guide.,-30.23713207244873,8
tensor(258),The target was reached by the guide.,-25.175804615020752,10
tensor(259),The guide was reached by the target.,-30.482345581054688,10
tensor(260),The townsperson farmed the grain.,-37.59464454650879,10
tensor(261),The grain farmed the townsperson.,-40.76777791976929,10
tensor(262),The grain was farmed by the townsperson.,-39.98978137969971,12
tensor(263),The townsperson was farmed by the grain.,-53.04026508331299,12
tensor(264),The villager cultivated the crop.,-22.394198894500732,9
tensor(265),The crop cultivated the villager.,-35.56486463546753,9
tensor(266),The crop was cultivated by the villager.,-21.300068855285645,11
tensor(267),The villager was cultivated by the crop.,-39.38396453857422,11
tensor(268),The mentor revised the manuscript.,-27.701003074645996,8
tensor(269),The manuscript revised the mentor.,-36.95225286483765,8
tensor(270),The manuscript was revised by the mentor.,-28.97216796875,10
tensor(271),The mentor was revised by the manuscript.,-42.621684551239014,10
tensor(272),The advisor edited the paper.,-21.66729736328125,8
tensor(273),The paper edited the advisor.,-35.32919454574585,8
tensor(274),The paper was edited by the advisor.,-22.675031661987305,10
tensor(275),The advisor was edited by the paper.,-34.44289970397949,10
tensor(276),The accountant made the chart.,-30.491880893707275,8
tensor(277),The chart made the accountant.,-38.41483116149902,8
tensor(278),The chart was made by the accountant.,-24.026302337646484,10
tensor(279),The accountant was made by the chart.,-43.70408630371094,10
tensor(280),The bookkeeper created the graph.,-27.313653469085693,9
tensor(281),The graph created the bookkeeper.,-38.49290704727173,9
tensor(282),The graph was created by the bookkeeper.,-26.087088108062744,11
tensor(283),The bookkeeper was created by the graph.,-42.7636194229126,11
tensor(284),The logger felled the pine tree.,-27.628760814666748,11
tensor(285),The pine tree felled the logger.,-30.312893390655518,11
tensor(286),The pine tree was felled by the logger.,-25.080392837524414,13
tensor(287),The logger was felled by the pine tree.,-33.26662731170654,13
tensor(288),The tycoon ran the company.,-23.432854652404785,10
tensor(289),The company ran the tycoon.,-31.46604347229004,10
tensor(290),The company was run by the tycoon.,-24.287522315979004,12
tensor(291),The tycoon was run by the company.,-31.291629314422607,12
tensor(292),The mogul governed the corporation.,-32.78496026992798,10
tensor(293),The corporation governed the mogul.,-36.039493560791016,10
tensor(294),The corporation was governed by the mogul.,-34.34049940109253,12
tensor(295),The mogul was governed by the corporation.,-35.82032012939453,12
tensor(296),The campaigner biased the ballot.,-31.17434597015381,10
tensor(297),The ballot biased the campaigner.,-35.62185525894165,10
tensor(298),The ballot was biased by the campaigner.,-37.37160539627075,12
tensor(299),The campaigner was biased by the ballot.,-39.04800271987915,12
tensor(300),The activist prejudiced the vote.,-34.91482925415039,9
tensor(301),The vote prejudiced the activist.,-32.37545680999756,9
tensor(302),The vote was prejudiced by the activist.,-37.04845380783081,11
tensor(303),The activist was prejudiced by the vote.,-33.83283996582031,11
tensor(304),The stewardess pulled the suitcase.,-28.914812088012695,10
tensor(305),The suitcase pulled the stewardess.,-46.36854076385498,10
tensor(306),The suitcase was pulled by the stewardess.,-27.73714828491211,12
tensor(307),The stewardess was pulled by the suitcase.,-31.488475799560547,12
tensor(308),The flight-attendant dragged the luggage.,-14.158641815185547,10
tensor(309),The luggage dragged the flight-attendant.,-21.03447723388672,10
tensor(310),The luggage was dragged by the flight-attendant.,-16.252903938293457,12
tensor(311),The flight-attendant was dragged by the luggage.,-21.639354705810547,12
tensor(312),The congressman delivered the speech.,-16.073079109191895,9
tensor(313),The speech delivered the congressman.,-33.34574604034424,9
tensor(314),The speech was delivered by the congressman.,-17.68602180480957,11
tensor(315),The congressman was delivered by the speech.,-40.62863302230835,11
tensor(316),The representative gave the address.,-13.98760986328125,8
tensor(317),The address gave the representative.,-30.477101802825928,8
tensor(318),The address was given by the representative.,-16.4292049407959,10
tensor(319),The representative was given by the address.,-36.23633527755737,10
tensor(320),The sheriff inspected the estate.,-15.931396007537842,8
tensor(321),The estate inspected the sheriff.,-37.10512733459473,8
tensor(322),The estate was inspected by the sheriff.,-17.881271362304688,10
tensor(323),The sheriff was inspected by the estate.,-36.00667667388916,10
tensor(324),The constable examined the property.,-23.161433219909668,9
tensor(325),The property examined the constable.,-42.24271297454834,9
tensor(326),The property was examined by the constable.,-24.6290340423584,11
tensor(327),The constable was examined by the property.,-39.12630558013916,11
tensor(328),The celebrity signed the photograph.,-21.397074699401855,8
tensor(329),The photograph signed the celebrity.,-30.22188949584961,8
tensor(330),The photograph was signed by the celebrity.,-20.008429527282715,10
tensor(331),The celebrity was signed by the photograph.,-37.46975612640381,10
tensor(332),The star autographed the picture.,-28.21444272994995,10
tensor(333),The picture autographed the star.,-33.1033616065979,10
tensor(334),The picture was autographed by the star.,-25.896864891052246,12
tensor(335),The star was autographed by the picture.,-39.66337871551514,12
tensor(336),The nanny tutored the boy.,-27.0895938873291,10
tensor(337),The boy tutored the nanny.,-27.28517723083496,10
tensor(338),The boy was tutored by the nanny.,-26.18171501159668,12
tensor(339),The nanny was tutored by the boy.,-29.20315456390381,12
tensor(340),The governess instructed the lad.,-24.18462085723877,9
tensor(341),The lad instructed the governess.,-26.897329807281494,9
tensor(342),The lad was instructed by the governess.,-24.65145492553711,11
tensor(343),The governess was instructed by the lad.,-27.780972957611084,11
tensor(344),The blackmailer threatened the senator.,-24.122549533843994,10
tensor(345),The senator threatened the blackmailer.,-25.068559169769287,10
tensor(346),The senator was threatened by the blackmailer.,-24.09974956512451,12
tensor(347),The blackmailer was threatened by the senator.,-25.186294078826904,12
tensor(348),The extortionist menaced the legislator.,-45.34693241119385,15
tensor(349),The legislator menaced the extortionist.,-44.53142738342285,15
tensor(350),The legislator was menaced by the extortionist.,-50.75217342376709,17
tensor(351),The extortionist was menaced by the legislator.,-50.553393840789795,17
tensor(352),The artist portrayed the philosopher.,-18.655059337615967,8
tensor(353),The philosopher portrayed the artist.,-23.4695405960083,8
tensor(354),The philosopher was portrayed by the artist.,-18.210904121398926,10
tensor(355),The artist was portrayed by the philosopher.,-28.38286066055298,10
tensor(356),The painter depicted the thinker.,-32.98035383224487,9
tensor(357),The thinker depicted the painter.,-34.152456283569336,9
tensor(358),The thinker was depicted by the painter.,-28.169923782348633,11
tensor(359),The painter was depicted by the thinker.,-39.04543590545654,11
tensor(360),The mechanic berated the intern.,-38.76725769042969,10
tensor(361),The intern berated the mechanic.,-35.71324825286865,10
tensor(362),The intern was berated by the mechanic.,-43.35702037811279,12
tensor(363),The mechanic was berated by the intern.,-39.931273460388184,12
tensor(364),The technician rebuked the aide.,-35.03309345245361,10
tensor(365),The aide rebuked the technician.,-33.34315204620361,10
tensor(366),The aide was rebuked by the technician.,-41.02903985977173,12
tensor(367),The technician was rebuked by the aide.,-40.56994104385376,12
tensor(368),The fairy enchanted the troll.,-27.11039686203003,9
tensor(369),The troll enchanted the fairy.,-28.627135276794434,9
tensor(370),The troll was enchanted by the fairy.,-27.65170431137085,11
tensor(371),The fairy was enchanted by the troll.,-28.339168548583984,11
tensor(372),The pixie mesmerized the ogre.,-47.750895977020264,14
tensor(373),The ogre mesmerized the pixie.,-47.14576244354248,14
tensor(374),The ogre was mesmerized by the pixie.,-47.238062381744385,16
tensor(375),The pixie was mesmerized by the ogre.,-47.95982789993286,16
tensor(376),The orderly assisted the dentist.,-29.139638900756836,9
tensor(377),The dentist assisted the orderly.,-27.782233715057373,9
tensor(378),The dentist was assisted by the orderly.,-27.62044048309326,11
tensor(379),The orderly was assisted by the dentist.,-27.010677337646484,11
tensor(380),The nurse helped the orthodontist.,-43.467740058898926,12
tensor(381),The orthodontist helped the nurse.,-36.86670970916748,12
tensor(382),The orthodontist was helped by the nurse.,-34.527153968811035,14
tensor(383),The nurse was helped by the orthodontist.,-38.8659553527832,14
tensor(384),The owner evicted the tenant.,-18.150875091552734,9
tensor(385),The tenant evicted the owner.,-19.641555309295654,9
tensor(386),The tenant was evicted by the owner.,-23.336569786071777,11
tensor(387),The owner was evicted by the tenant.,-21.560925006866455,11
tensor(388),The critic attacked the conservative.,-22.19938087463379,8
tensor(389),The conservative attacked the critic.,-22.920493602752686,8
tensor(390),The conservative was attacked by the critic.,-24.905278205871582,10
tensor(391),The critic was attacked by the conservative.,-20.760489463806152,10
tensor(392),The reviewer criticized the right-winger.,-16.437686443328857,10
tensor(393),The right-winger criticized the reviewer.,-22.152470111846924,10
tensor(394),The right-winger was criticized by the reviewer.,-18.184619903564453,12
tensor(395),The reviewer was criticized by the right-winger.,-25.736637115478516,12
tensor(396),The admirer badgered the director.,-35.12175941467285,10
tensor(397),The director badgered the admirer.,-32.71628189086914,10
tensor(398),The director was badgered by the admirer.,-40.54975938796997,12
tensor(399),The admirer was badgered by the director.,-35.85090923309326,12
tensor(400),The fan pestered the filmmaker.,-34.64823627471924,10
tensor(401),The filmmaker pestered the fan.,-36.33084678649902,10
tensor(402),The filmmaker was pestered by the fan.,-38.301554679870605,12
tensor(403),The fan was pestered by the filmmaker.,-34.59871768951416,12
tensor(404),The paramedic revived the youth.,-37.879483699798584,10
tensor(405),The youth revived the paramedic.,-35.158952713012695,10
tensor(406),The youth was revived by the paramedic.,-34.98329210281372,12
tensor(407),The paramedic was revived by the youth.,-35.847036361694336,12
tensor(408),The EMT resuscitated the youngster.,-48.9594521522522,13
tensor(409),The youngster resuscitated the EMT.,-56.13018083572388,13
tensor(410),The youngster was resuscitated by the EMT.,-53.0722599029541,15
tensor(411),The EMT was resuscitated by the youngster.,-52.22615194320679,15
tensor(412),The prankster duped the marketer.,-36.045926570892334,12
tensor(413),The marketer duped the prankster.,-37.204360485076904,12
tensor(414),The marketer was duped by the prankster.,-35.82575988769531,14
tensor(415),The prankster was duped by the marketer.,-34.96293830871582,14
tensor(416),The joker tricked the distributor.,-30.43794870376587,10
tensor(417),The distributor tricked the joker.,-32.106658935546875,10
tensor(418),The distributor was tricked by the joker.,-33.17130947113037,12
tensor(419),The joker was tricked by the distributor.,-34.57398223876953,12
tensor(420),The playboy courted the damsel.,-35.798550605773926,11
tensor(421),The damsel courted the playboy.,-33.76298427581787,11
tensor(422),The damsel was courted by the playboy.,-38.68249034881592,13
tensor(423),The playboy was courted by the damsel.,-38.83393669128418,13
tensor(424),The womanizer wooed the maiden.,-38.63177442550659,11
tensor(425),The maiden wooed the womanizer.,-42.21805667877197,11
tensor(426),The maiden was wooed by the womanizer.,-36.14125680923462,13
tensor(427),The womanizer was wooed by the maiden.,-37.37805509567261,13
tensor(428),The nomad cherished the clergyman.,-44.350772857666016,11
tensor(429),The clergyman cherished the nomad.,-48.34619140625,11
tensor(430),The clergyman was cherished by the nomad.,-42.98941707611084,13
tensor(431),The nomad was cherished by the clergyman.,-45.11292743682861,13
tensor(432),The vagabond revered the priest.,-41.303908348083496,11
tensor(433),The priest revered the vagabond.,-35.15879535675049,11
tensor(434),The priest was revered by the vagabond.,-40.15527534484863,13
tensor(435),The vagabond was revered by the priest.,-37.69930362701416,13
tensor(436),The assassin shot the statesman.,-22.810862064361572,8
tensor(437),The statesman shot the assassin.,-23.350311756134033,8
tensor(438),The statesman was shot by the assassin.,-20.076579093933105,10
tensor(439),The assassin was shot by the statesman.,-21.916016578674316,10
tensor(440),The hit man killed the politician.,-23.470919132232666,9
tensor(441),The politician killed the hit man.,-22.648478507995605,9
tensor(442),The politician was killed by the hit man.,-21.440645694732666,11
tensor(443),The hit man was killed by the politician.,-22.060086250305176,11
tensor(444),The clerk charged the elderly person.,-29.227858066558838,9
tensor(445),The elderly person charged the clerk.,-27.609046936035156,9
tensor(446),The elderly person was charged by the clerk.,-32.3234167098999,11
tensor(447),The clerk was charged by the elderly person.,-32.04503583908081,11
tensor(448),The cashier billed the senior citizen.,-27.63011074066162,10
tensor(449),The senior citizen billed the cashier.,-24.547077178955078,10
tensor(450),The senior citizen was billed by the cashier.,-26.772425174713135,12
tensor(451),The cashier was billed by the senior citizen.,-27.30571174621582,12
tensor(452),The mediator rescued the hostage.,-24.06850242614746,9
tensor(453),The hostage rescued the mediator.,-29.170181274414062,9
tensor(454),The hostage was rescued by the mediator.,-23.670169830322266,11
tensor(455),The mediator was rescued by the hostage.,-28.02011203765869,11
tensor(456),The negotiator saved the captive.,-33.81461000442505,10
tensor(457),The captive saved the negotiator.,-35.274046897888184,10
tensor(458),The captive was saved by the negotiator.,-31.300488471984863,12
