Index,Word,log freq,nr. of tokens,tokens,word score
62,artist,10.441529431095358,1,artist,-12.624333381652832
63,assailant,7.843064016692054,3,ass_##ail_##ant,-39.04934597015381
64,assassin,9.699778913860523,1,assassin,-14.306787490844728
65,assignment,9.362889770436468,1,assignment,-13.96634292602539
66,assistant,9.145588494746486,1,assistant,-12.40400505065918
67,assisted,7.258412150595307,1,assisted,-13.674844741821287
68,assuaged,6.432940092739179,3,ass_##ua_##ged,-40.03953552246094
69,asylum,8.566935283311052,1,asylum,-13.642563819885254
70,ate,11.490066170824146,1,ate,-13.51450252532959
71,athlete,7.987864096085687,1,athlete,-13.411450386047363
72,attacked,8.479698986988657,1,attacked,-11.88075351715088
73,attacker,7.29776828253138,1,attacker,-14.59305191040039
74,attendant,8.104703468371108,1,attendant,-13.697535514831545
75,attended,8.3030093814735,1,attended,-12.609760284423828
76,attired,6.666956792429207,2,attire_##d,-27.235069274902344
77,attorney,9.704548689918736,1,attorney,-13.48863124847412
78,au,14.4713996980682,1,au,-12.37832736968994
79,audience,9.923094082175046,1,audience,-13.95783233642578
80,auditor,9.733707027236484,2,audit_##or,-28.800023078918457
81,aunt,9.307467082706903,1,aunt,-13.077292442321776
82,author,12.03998264144649,1,author,-12.725605964660645
83,autographed,6.063785208687608,3,auto_##graph_##ed,-36.06669425964356
84,aviator,7.364547014255642,2,a_##viator,-24.11789321899414
85,awed,7.129297548929373,2,awe_##d,-26.982421875
86,baby,10.260427461368565,1,baby,-11.084800720214844
87,bachelor,8.73761303680885,1,bachelor,-13.321673393249512
88,badgered,6.311734809152915,2,badge_##red,-30.09234619140625
89,baffled,7.080867896690782,3,b_##af_##fled,-35.634419441223145
90,bag,11.166328142227036,1,bag,-12.53501796722412
91,baguette,7.117205503164344,3,bag_##ue_##tte,-37.21593475341797
92,bailiff,7.92588031673756,2,bail_##iff,-31.45863628387451
93,baker,8.772145439245099,2,b_##aker,-25.69106674194336
94,ballerina,6.839476438228843,2,ball_##erina,-28.22312068939209
95,ballot,9.646657943567112,1,ballot,-14.266376495361328
96,banished,7.397561535524052,1,banished,-14.430127143859863
97,banker,8.522578663692576,1,banker,-14.550335884094238
98,banner,9.132054453577638,1,banner,-13.7040433883667
99,barber,9.364433907313582,2,bar_##ber,-26.33501243591309
100,baron,9.883488906029438,1,baron,-13.931601524353027
101,baroness,7.288927694521257,2,baron_##ess,-27.51544952392578
102,barrister,7.577633832602728,1,barrister,-14.544700622558594
103,basin,9.30801139914963,1,basin,-13.77705192565918
104,basted,6.431331081933479,3,b_##ast_##ed,-32.1463041305542
105,battery,8.714239143608575,1,battery,-14.427273750305176
106,bear,11.301586959105782,1,bear,-12.991711616516112
107,beat,11.004181007408064,1,beat,-12.37077522277832
108,beaten,8.134467570277563,1,beaten,-13.71286392211914
109,befriended,6.582025138892826,1,befriended,-15.322893142700195
110,befuddled,6.214608098422191,3,be_##fu_##ddled,-36.87161874771118
111,begged,6.444131256700441,1,begged,-13.870816230773926
112,beginner,7.685243607975833,2,begin_##ner,-26.89545440673828
113,begrudged,6.22455842927536,3,beg_##rudge_##d,-36.191447257995605
114,believed,8.93102321585603,1,believed,-11.965639114379885
115,belittled,6.175867270105761,3,be_##lit_##tled,-35.86823892593384
116,bellboy,6.666956792429207,2,bell_##boy,-27.95499897003174
117,bemused,6.680854678790215,3,be_##mus_##ed,-32.37116765975952
118,benefactor,8.474703139795285,3,ben_##ef_##actor,-42.93631839752197
119,beneficiary,9.056722883310584,4,ben_##ef_##ici_##ary,-52.37569236755371
120,bent,9.883794919190391,1,bent,-12.467421531677246
121,berated,6.302618975744905,2,be_##rated,-25.88960266113281
122,betrayed,7.023758954738443,1,betrayed,-13.982813835144045
123,beverage,8.118802996980035,1,beverage,-15.81596565246582
124,biased,7.204892510204673,2,bias_##ed,-27.258316040039062
125,biker,6.88653164253051,2,bike_##r,-24.80563449859619
126,billed,6.773080375655535,1,billed,-14.430087089538574
127,biologist,7.627544390488503,1,biologist,-14.906210899353027
128,blackmailer,6.776506992372183,3,black_##mail_##er,-30.55403423309326
129,blamed,7.111512116496157,1,blamed,-14.029455184936523
130,blew,8.106212902619962,1,blew,-12.913379669189451
131,blonde,8.209580483475577,1,blonde,-13.127002716064451
132,blown,8.023552392404348,1,blown,-13.592456817626951
133,book,11.848132615993713,1,book,-11.330890655517578
134,bookkeeper,7.345364840416867,2,book_##keeper,-25.67428970336914
135,bookseller,7.696667081526462,2,books_##eller,-26.883280754089355
136,bookworm,7.162397497355718,2,book_##worm,-27.6618766784668
137,borrowed,7.367708572374371,1,borrowed,-14.00381851196289
138,boss,9.850350454123,1,boss,-13.07680606842041
139,botanist,7.821643126239982,1,botanist,-14.495590209960938
140,bothered,6.052089168924417,1,bothered,-13.819640159606934
141,bottle,9.750161532583428,1,bottle,-12.172159194946287
142,bought,8.554874258383926,1,bought,-12.687277793884276
143,bowler,7.368970402194793,1,bowler,-13.361028671264648
144,boy,11.221114881934668,1,boy,-12.41029930114746
145,boyfriend,7.066466970136958,1,boyfriend,-13.14406967163086
146,bribed,6.385194398997726,3,br_##ibe_##d,-34.38240051269531
147,bricklayer,7.116394144093465,2,brick_##layer,-29.89636611938477
148,brochure,7.515889085215125,3,br_##och_##ure,-36.97275257110596
149,broker,8.790269111478656,1,broker,-14.635662078857422
150,brunette,7.315218389752975,3,br_##une_##tte,-36.34349250793457
151,bulb,10.28800137389136,1,bulb,-12.90815258026123
152,bully,8.877939834725023,2,bull_##y,-22.254036903381348
153,bum,10.950455608051898,2,b_##um,-22.539628982543945
154,bureaucrat,8.852664927703866,2,bureau_##crat,-32.00044536590576
155,burgled,5.91350300563827,3,b_##urg_##led,-35.34319877624512
156,burial,9.06843112579349,1,burial,-15.02084732055664
157,burned,8.872346978983032,1,burned,-12.610444068908691
158,burnt,8.985320060649112,1,burnt,-13.13596248626709
159,bus,12.36680022151187,1,bus,-13.211612701416016
160,busboy,6.192362489474872,2,bus_##boy,-27.394959449768063
161,businessman,7.1180162044653335,1,businessman,-13.93267822265625
162,butcher,9.393328373313295,1,butcher,-14.365276336669922
163,button,9.815202637668555,1,button,-12.876526832580566
164,buyer,9.282288871288769,1,buyer,-14.635085105895996
165,by,12.782197126305144,1,by,-8.04049301147461
166,bystander,7.643482907077201,3,by_##stand_##er,-30.501686573028564
167,cabbie,6.4692503167957724,2,cab_##bie,-29.932921409606934
168,cadet,8.296297112642508,1,cadet,-15.816617965698242
169,calculated,8.669399124305569,1,calculated,-13.530502319335938
170,call,11.937565552464434,1,call,-11.42345905303955
171,called,9.64930472862475,1,called,-10.325697898864746
172,calmed,6.2166061010848646,1,calmed,-14.66585636138916
173,campaigner,6.851184927493743,2,campaign_##er,-23.732967376708984
174,camper,7.793174347189205,2,camp_##er,-23.860848426818848
175,canceled,7.438971592395862,1,canceled,-13.852659225463867
176,candidate,9.95041884722056,1,candidate,-12.814014434814451
177,capitalist,8.912473274466036,1,capitalist,-15.591331481933594
178,captain,9.393411647660685,1,captain,-13.557062149047852
179,captive,8.914760527397261,1,captive,-14.705880165100098
180,car,14.12184680437444,1,car,-10.911175727844238
181,cardiologist,6.327936783729195,3,card_##iol_##ogist,-42.25940132141113
182,caretaker,7.226209010100671,1,caretaker,-15.249435424804688
183,carnivore,7.1785454837637,4,car_##ni_##vor_##e,-42.478848457336426
184,carrier,9.947360886980098,1,carrier,-14.97707462310791
185,cartographer,6.740519359606223,2,cart_##ographer,-33.43640422821045
186,cartoonist,6.854354502255021,1,cartoonist,-14.39931297302246
187,caseworker,6.246106765481563,3,case_##work_##er,-31.23684501647949
188,cash,10.367410230215862,1,cash,-13.517170906066896
189,cashier,8.444837529224097,2,cash_##ier,-28.47016906738281
190,cast,11.95130296903415,1,cast,-12.132888793945312
191,caught,8.193953023563742,1,caught,-12.061628341674805
192,cautioned,6.248042874508429,2,caution_##ed,-27.203353881835938
193,celebrity,7.283448228756631,1,celebrity,-14.400663375854492
194,cellist,6.945051063725834,2,cell_##ist,-26.503725051879883
195,chairman,8.851377097519439,1,chairman,-12.61324977874756
196,challenged,8.294299608857235,1,challenged,-13.71265697479248
197,champion,8.62371303479391,1,champion,-12.554462432861328
198,chancellor,8.22389538017882,1,chancellor,-15.262343406677246
199,changed,9.485165142425409,1,changed,-12.277896881103516
200,channeler,6.075346031088684,2,channel_##er,-24.004158973693848
201,chaplain,8.605936401250625,1,chaplain,-14.217377662658691
202,character,11.604975791768045,1,character,-11.99884033203125
203,charged,9.106534203250591,1,charged,-13.481322288513184
204,charlatan,8.576970395452099,4,ch_##ar_##lat_##an,-47.513665199279785
205,chart,10.84261551831304,1,chart,-12.16529655456543
206,chased,6.814542897259958,1,chased,-14.166874885559082
207,chauffeur,7.562161631225652,4,ch_##au_##ffe_##ur,-49.02858829498291
208,cheapskate,6.289715570908998,3,cheap_##ska_##te,-37.83610725402832
209,cheerleader,6.525029657843462,2,cheer_##leader,-29.32109260559082
210,chef,9.310366686043308,1,chef,-13.490704536437988
211,chemist,8.952217101765946,1,chemist,-14.61320686340332
212,cherished,6.859614903654202,3,ch_##eri_##shed,-36.91489601135254
213,chief,10.683041760836812,1,chief,-12.759011268615724
214,child,12.02586884470722,1,child,-10.791933059692385
215,chiropractor,6.541029999189903,4,ch_##iro_##pra_##ctor,-50.67818546295166
216,choked,7.315883504509785,1,choked,-13.99044418334961
217,chose,9.65419251248905,1,chose,-12.85689926147461
218,chosen,9.020994200245264,1,chosen,-12.732706069946287
219,churchgoer,6.588926477533519,3,church_##go_##er,-32.09804153442383
220,cinematographer,6.400257445308821,1,cinematographer,-14.77761173248291
221,cited,8.885579291282982,1,cited,-13.156540870666504
222,citizen,10.841344062324843,1,citizen,-14.104145050048828
223,claims,9.953847911875078,1,claims,-13.27175521850586
224,clay,10.206292200258018,1,clay,-13.96255111694336
225,cleaned,6.78332520060396,1,cleaned,-14.09079933166504
226,clergyman,7.2875606403097235,1,clergyman,-14.68099880218506
227,clerk,9.675331459398372,1,clerk,-13.667339324951172
228,closed,9.810878720803466,1,closed,-10.842334747314451
229,clown,9.165656764349542,1,clown,-14.670943260192873
230,coach,9.954180666851649,1,coach,-12.479928970336914
231,cobbler,7.557994958530806,3,co_##bble_##r,-33.18381595611572
232,coddled,6.437751649736401,2,co_##ddled,-30.2279052734375
233,collaborator,8.721765357145012,1,collaborator,-15.343392372131348
234,colonel,8.53817159780143,1,colonel,-14.146770477294922
235,comedian,7.450660796211539,1,comedian,-13.793941497802734
236,comforted,7.173191742486599,2,comfort_##ed,-26.380565643310547
237,commander,9.650528916142733,1,commander,-13.733713150024414
238,commended,7.2254814727822945,1,commended,-14.25981330871582
239,commentator,8.836373930927389,1,commentator,-14.542415618896484
240,communist,8.725832056527565,1,communist,-14.29274845123291
241,company,10.618176044083802,1,company,-11.711363792419434
242,compensated,7.101675971619444,2,compensate_##d,-26.845009803771973
243,competitor,9.360483030405902,1,competitor,-14.62468147277832
244,complaint,9.85513729159508,1,complaint,-14.799556732177734
245,completed,9.574983485564092,1,completed,-11.12573528289795
246,complimented,6.4692503167957724,2,compliment_##ed,-26.841720581054688
247,composer,8.511376306094673,1,composer,-13.675753593444824
248,computer,10.01681623784313,1,computer,-12.578577041625977
249,concealed,7.963807953231451,1,concealed,-13.61459255218506
250,concert,10.232575449046529,1,concert,-12.53444004058838
251,conductor,8.549466751966532,1,conductor,-13.017138481140137
252,confectioner,7.763446388727362,4,con_##fect_##ione_##r,-49.1124792098999
253,confirmed,8.975124239427704,1,confirmed,-12.606172561645508
254,confronted,6.656726524178391,1,confronted,-14.082542419433594
255,confused,8.303752415563412,1,confused,-13.394025802612305
256,congratulated,6.439350371100098,4,con_##gra_##tu_##lated,-50.09262371063232
257,congressman,6.472346294500901,2,congress_##man,-27.700258255004883
258,conned,6.762729506931879,2,con_##ned,-26.38536071777344
259,connoisseur,7.993619994827744,4,con_##no_##isse_##ur,-47.75843334197998
260,conqueror,8.59840444684106,2,conquer_##or,-28.772750854492188
261,conservative,8.889997357284841,1,conservative,-13.792184829711914
262,constable,8.122074375362217,2,con_##stable,-27.990741729736328
263,consulted,8.211754397375197,1,consulted,-14.054609298706056
264,contacted,6.42648845745769,1,contacted,-13.695472717285156
265,contender,8.540714386457584,1,contender,-15.356988906860352
266,contestant,7.180831199044556,1,contestant,-13.759765625
267,contract,11.490127556294224,1,contract,-12.249463081359863
268,contracted,7.8383433155571165,1,contracted,-13.683844566345217
269,contradicted,7.0317412587631285,4,con_##tra_##dict_##ed,-42.515750885009766
270,convalescent,7.579167967396076,3,con_##vale_##scent,-40.56711387634277
271,convict,10.382636733441569,1,convict,-14.111167907714844
272,convinced,7.636269603379373,1,convinced,-12.548962593078612
273,cook,10.46070045585524,1,cook,-12.930183410644531
274,cooked,7.0317412587631285,1,cooked,-14.392576217651367
275,cop,12.48407173888712,1,cop,-13.604534149169922
276,copycat,6.761572768804055,2,copy_##cat,-30.36946964263916
277,corporation,10.641129972982624,1,corporation,-13.228710174560549
278,costumed,6.356107660695892,2,costume_##d,-26.2324275970459
279,couch-potato,0.0,3,couch_-_potato,-26.8709020614624
280,count,13.15798531503375,1,count,-12.814729690551758
281,countess,7.709756864454165,2,count_##ess,-26.35944175720215
282,courier,7.8826922062890254,2,co_##urier,-27.706647872924805
283,courted,6.8001700683022,2,court_##ed,-25.459731101989743
284,cousin,9.282568005973063,1,cousin,-13.107014656066896
285,crackhead,5.484796933490655,2,crack_##head,-26.02061462402344
286,craftsman,7.913521017283895,2,crafts_##man,-28.20894718170166
287,crane,8.883085524404578,1,crane,-13.20323371887207
288,crashed,6.052089168924417,1,crashed,-12.430838584899902
289,created,9.659120364770292,1,created,-12.059259414672852
290,creditor,10.128349626344304,2,credit_##or,-27.997382164001465
291,criminal,10.07483241861645,1,criminal,-13.479059219360352
292,critic,11.1048068393965,1,critic,-13.15721321105957
293,criticized,8.027476530860483,1,criticized,-13.246625900268556
294,crop,10.458090798648009,1,crop,-14.601768493652344
295,crowd,9.76663636978693,1,crowd,-13.05298900604248
296,cryptographer,6.084499413075172,3,cry_##pt_##ographer,-40.71892833709717
297,culprit,7.773173680482536,4,cu_##l_##p_##rit,-42.05478858947754
298,cultivated,7.982074875081202,1,cultivated,-13.832479476928713
299,curator,8.546363568716018,1,curator,-14.523777961730955
300,cure,10.333189885008338,1,cure,-12.6292724609375
301,cushion,8.53346016388011,1,cushion,-13.925803184509276
302,custodian,7.952615111651,3,cu_##sto_##dian,-38.97843265533447
303,customer,9.891465577308802,1,customer,-13.609750747680664
304,cyclist,6.728628613084702,1,cyclist,-13.964695930480955
305,cynic,8.51959031601596,3,c_##yn_##ic,-34.15689182281494
306,dad,10.409069451979065,1,dad,-13.3878812789917
307,damsel,8.29853954537488,2,dams_##el,-29.50059223175049
308,dancer,8.058960017769417,1,dancer,-13.469919204711914
309,dazzled,6.7226297948554485,3,da_##zzle_##d,-33.932806968688965
310,dealer,8.812992231969966,1,dealer,-13.847021102905272
311,dean,9.34984141075374,1,dean,-14.081546783447266
312,deceived,7.665284718471351,2,de_##ceived,-27.71198844909668
313,deceiver,7.59337419312129,3,de_##ceive_##r,-33.50568962097168
314,deckhand,6.642486801367256,2,deck_##hand,-29.98850440979004
315,decorated,6.78897174299217,1,decorated,-13.242130279541016
316,deer,10.369012417071955,1,deer,-13.925474166870115
317,defeated,9.108086137937429,1,defeated,-11.969237327575684
318,defendant,10.225534819164793,1,defendant,-14.48327922821045
319,defended,7.715123603632105,1,defended,-13.343184471130373
320,defender,9.105868350379472,1,defender,-13.476415634155272
321,defied,6.655440350367647,2,def_##ied,-27.01923370361328
322,delivered,8.877939834725023,1,delivered,-12.440950393676758
323,dentist,8.31581113188354,2,den_##tist,-29.42079734802246
324,depicted,6.988413181999592,1,depicted,-13.38713836669922
325,deprecated,6.60934924316738,4,de_##p_##re_##cated,-44.06474924087525
326,dermatologist,6.838405200847344,3,der_##mat_##ologist,-40.99559020996094
327,desk,9.42124938562205,1,desk,-12.38208293914795
328,detective,7.497761700622568,1,detective,-13.4735107421875
329,detested,6.988413181999592,3,de_##test_##ed,-33.21023082733154
330,devastated,6.643789733147672,1,devastated,-14.789873123168944
331,devoured,7.0967213784947605,3,de_##vour_##ed,-33.508381843566895
332,dietitian,6.826545223556594,3,diet_##iti_##an,-40.03690242767334
333,digger,7.897668150726906,2,dig_##ger,-28.34357070922852
334,dinner,9.74665828850311,1,dinner,-12.943187713623049
335,diplomat,9.834887461043872,1,diplomat,-14.670724868774414
336,director,10.267887581025692,1,director,-12.255281448364258
337,disappointed,7.939515260662406,1,disappointed,-13.407912254333496
338,disciplined,6.7912214627261855,2,discipline_##d,-26.05318546295166
339,discouraged,7.832807516524864,1,discouraged,-14.786073684692385
340,discovered,9.288226910633254,1,discovered,-12.25717544555664
341,discredited,7.170888478512505,3,disc_##red_##ited,-40.60062599182129
342,disdained,6.709304340258298,4,di_##s_##dain_##ed,-40.45643091201782
343,disease,11.07652681009214,1,disease,-12.015472412109377
344,disgusted,7.0317412587631285,1,disgusted,-14.77464771270752
345,disillusioned,6.559615237493242,4,di_##si_##llus_##ioned,-54.29766178131104
346,disobeyed,6.663132695990803,4,di_##so_##bey_##ed,-44.38578987121582
347,disparaged,6.461468176353717,4,di_##sp_##ara_##ged,-46.58906555175781
348,displeased,7.190676034332207,4,di_##sp_##lea_##sed,-45.137742042541504
349,dissuaded,6.413458957167357,4,di_##ss_##uad_##ed,-46.67632007598877
350,distributor,8.037543185118697,1,distributor,-14.179522514343262
351,distrusted,6.625392368007956,4,di_##st_##rust_##ed,-41.08278942108154
352,ditch,9.165970424240244,1,ditch,-13.744948387145996
353,ditched,6.432940092739179,2,ditch_##ed,-26.932823181152344
354,diva,10.102502332271744,2,di_##va,-23.48226261138916
355,diver,11.536798229381784,1,diver,-13.132762908935549
356,doctor,10.231603544216687,1,doctor,-12.010748863220217
357,dodged,6.218600119691729,2,do_##dged,-26.76187229156494
358,domestic,10.13915238440401,1,domestic,-13.84609603881836
359,donna,9.073374516903025,2,don_##na,-23.618371963500977
360,donned,6.255750041753367,2,don_##ned,-25.56864356994629
361,donor,9.20029003612268,1,donor,-15.485157012939451
362,door,11.011571509662051,1,door,-10.093548774719238
363,draftsman,7.173958319756794,2,draft_##sman,-28.579998016357425
364,dragged,6.577861357721047,1,dragged,-12.347246170043944
365,dramatist,7.893572073504902,2,drama_##tist,-29.491342544555664
366,drank,7.7458682297922685,1,drank,-14.375865936279297
367,dreaded,7.217443431696533,2,dread_##ed,-27.28346443176269
368,dressmaker,7.171656822768514,2,dress_##maker,-30.11737823486328
369,driven,7.688913336864796,1,driven,-12.48021125793457
370,driver,8.87640491500694,1,driver,-12.047647476196287
371,drove,8.338305731356565,1,drove,-11.666800498962402
372,drummer,7.803026643632217,1,drummer,-13.120331764221191
373,drunk,9.980494888896912,1,drunk,-12.819520950317385
374,duped,6.726233402358747,2,du_##ped,-26.69591808319092
375,dwarf,9.153558357877198,1,dwarf,-14.111942291259766
376,eaten,8.211754397375197,1,eaten,-14.403371810913086
377,economist,8.681350777582521,1,economist,-15.273265838623049
378,edited,7.605392364814935,1,edited,-13.387460708618164
379,editor,10.016191042449211,1,editor,-12.864273071289062
380,elderly,8.420241665339788,1,elderly,-13.766379356384276
381,emailed,5.198497031265826,2,email_##ed,-27.39657592773437
382,embarrassed,7.155396301896734,1,embarrassed,-14.457127571105955
383,embezzler,6.794586580876499,4,em_##be_##zzle_##r,-44.68893337249756
384,embraced,6.921658184151129,1,embraced,-13.66815185546875
385,emissary,6.93537044601511,3,em_##issa_##ry,-36.39127540588379
386,employed,9.863186255762605,1,employed,-13.30730152130127
387,employee,10.477654105612782,1,employee,-13.957464218139648
388,emptied,6.983789965258135,1,emptied,-14.88913345336914
389,emt,8.780326390946605,2,em_##t,-23.97000026702881
390,emulated,6.329720905522696,2,em_##ulated,-30.147293090820312
391,enchanted,7.254884810077338,2,en_##chanted,-29.700160026550293
392,encouraged,8.293049139768444,1,encouraged,-13.081645965576172
393,engrossed,6.899723107284872,3,en_##gro_##ssed,-42.53776454925537
394,entertained,7.737616282857904,1,entertained,-15.234760284423828
395,entertainer,7.581209826196346,2,entertain_##er,-26.53263759613037
396,enthusiast,8.899730794880696,4,en_##thus_##ias_##t,-46.42246341705322
397,entomologist,7.234177179749849,3,en_##tom_##ologist,-39.7411699295044
398,entrepreneur,8.663023639627777,1,entrepreneur,-14.819374084472656
399,envelope,8.310414994188292,1,envelope,-12.94151496887207
400,envied,6.965080345601407,2,en_##vied,-29.01284694671631
401,environmentalist,6.943122422819428,2,environmental_##ist,-27.633140563964844
402,envoy,9.774005094757891,2,en_##voy,-27.41158771514893
403,erased,6.682108597449809,1,erased,-13.863137245178224
404,established,10.27512007210784,1,established,-11.566572189331056
405,estate,10.61956970437857,1,estate,-13.245794296264648
406,esteemed,7.515344571180436,2,esteem_##ed,-27.47642707824707
407,evangelist,8.713910628493924,3,e_##van_##gelist,-38.018656730651855
408,evicted,6.628041376179533,2,e_##victed,-27.17117118835449
409,ex-wife,0.0,3,ex_-_wife,-9.856799125671388
410,examined,9.07015834137632,1,examined,-12.61948585510254
411,excavator,7.273092595999522,4,ex_##ca_##vat_##or,-44.847612380981445
412,executive,9.390409393716844,1,executive,-13.616844177246094
413,exiled,7.253470382684528,1,exiled,-14.078744888305664
414,exited,6.386879319362645,1,exited,-13.539140701293944
415,exorcist,7.688913336864796,3,ex_##or_##cist,-37.128600120544434
416,expelled,7.659171367666058,1,expelled,-13.22219467163086
417,experimenter,7.761319180947987,2,experiment_##er,-26.233210563659668
418,expert,10.18930538837816,1,expert,-13.358258247375488
419,expression,10.319067994385383,1,expression,-12.282258987426758
420,exterminator,7.303843225277705,4,ex_##ter_##mina_##tor,-46.07833385467529
421,extolled,6.738152494595957,3,ex_##to_##lled,-36.641106605529785
422,extortionist,6.70808408385307,4,ex_##tor_##tion_##ist,-44.20672607421875
423,failed,9.677402178300998,1,failed,-11.371122360229492
424,fairy,9.09963224999176,1,fairy,-14.234296798706056
425,fan,12.314029787035269,1,fan,-12.985736846923828
426,farmed,6.80903930604298,2,farm_##ed,-26.627026557922363
427,farmer,10.001067880874992,1,farmer,-14.700040817260742
428,father,10.9642768174945,1,father,-12.287884712219238
429,faucet,7.515889085215125,4,f_##au_##ce_##t,-40.11493873596192
430,favored,8.16223106548118,1,favored,-15.297310829162598
431,feared,7.96311205897929,1,feared,-13.346792221069336
432,fed,11.040903800861177,1,fed,-13.79685878753662
433,fedora,6.86171134048073,2,fed_##ora,-29.092872619628903
434,felled,6.616065185132817,2,fell_##ed,-25.136615753173828
435,felon,9.514215624322716,3,f_##elo_##n,-34.039984703063965
436,fieldworker,6.35088571671474,3,field_##work_##er,-31.836485862731934
437,fighter,8.239065331769268,1,fighter,-13.291019439697266
438,filed,9.21602418844448,1,filed,-12.865821838378906
439,filet,8.51959031601596,2,file_##t,-24.72268581390381
440,filmmaker,6.418364935936212,1,filmmaker,-14.717891693115234
441,financier,8.440312147080279,3,fin_##an_##cier,-40.73552227020264
442,finished,8.68929604801586,1,finished,-11.522775650024414
443,fired,8.939843124278502,1,fired,-12.889068603515623
444,firefighter,6.598509028614515,2,fire_##fighter,-27.943751335144043
445,first,11.337357054268905,1,first,-9.89681625366211
446,fisherman,7.530479995245536,2,fish_##erman,-27.03630256652832
447,fixed,9.763190466997406,1,fixed,-12.373241424560549
448,flag,11.299608474473754,1,flag,-13.610847473144531
449,flattered,6.954638864880987,2,flat_##tered,-28.86769962310791
450,flight-attendant,0.0,3,flight_-_attendant,-20.805878162384037
451,flora,9.15324077993561,1,flora,-14.631829261779783
452,florist,8.00469951054955,3,fl_##oris_##t,-36.35093307495117
453,flustered,6.742880635791903,2,flu_##stered,-32.99413108825684
454,fool,10.481111641840537,1,fool,-12.626596450805664
455,fooled,6.472346294500901,2,fool_##ed,-25.914953231811523
