sentence id,sentence,PLL score,nr. of tokens
brown.000028,"She was amazingly light, and so relaxed in his arms that he wasn't even sure she was conscious.",-66.53347778320312,21
brown.000029,Any lingering suspicion that this was a trick Al Budd had thought up was dispelled.,-79.30062866210938,17
brown.000030,No girl would go this far to fool a man so she could kill him.,-59.028350830078125,16
brown.000031,"Besides, she had a sweet face that attracted him.",-46.248626708984375,11
brown.000032,"They looked a good deal alike, Morgan thought.",-47.38188171386719,10
brown.000033,"Both had blonde hair and blue eyes, and there was even a faint similarity of features.",-59.83214569091797,18
brown.000034,"She drank greedily, and murmured,"" Thank you"", as he lowered her head.",-80.29204559326172,18
brown.000035,"He stood looking down at her for a moment, wondering what could have reduced her to this condition.",-62.440547943115234,20
brown.000036,The girl dropped off to sleep.,-32.004600524902344,7
brown.000037,"He brought his Winchester in from the front of the house, then faced the boy.",-65.99604797363281,17
brown.000038,Jones sighed as if relieved.,-36.92740249633789,6
brown.000039,"They might kill him in his sleep, thinking there was money in the house.",-58.9587516784668,16
brown.000040,He dismissed the possibility at once.,-34.67576599121094,7
brown.000041,The girl's thin face haunted him.,-39.56100845336914,8
brown.000042,It wasn't the face of a killer.,-28.297840118408203,9
brown.000043,He wasn't so sure about the boy.,-30.447046279907227,9
brown.000044,"He hadn't shaved for several weeks, his sparse beard giving his face a pathetic, woebegone expression.",-77.3547592163086,23
brown.000045,There was more to this than Jones had told him.,-44.67214584350586,11
brown.000046,They were running from something.,-23.485488891601562,6
brown.000047,"He'd be an idiot to let them stay he thought, but he couldn't send them on, either.",-73.24720764160156,22
brown.000048,"Sharon, she's cooked in a restaurant.",-48.3953857421875,10
brown.000049,"Morgan filled the fire box with wood again, then started supper and set the table.",-79.76213836669922,17
brown.000050,"When the meal was ready, he told Jones to wash up, and going into the front room, woke the girl.",-84.46379852294922,24
brown.000051,"He said,"" I've got some supper ready"".",-52.4394645690918,10
brown.000052,"She rubbed her eyes and stretched, then sat up, her hands going to her hair.",-51.2052116394043,18
brown.000053,This is the Rafter Aj.,-44.05089569091797,7
brown.000054,"You fell down in front of the house, and I carried you in.",-51.72965621948242,15
brown.000055,"She stared at him, her eyes wide as she thought about what he had said.",-37.70042037963867,17
brown.000056,"She got to her feet, staggered, and almost fell.",-38.656005859375,12
brown.000057,He caught her by an arm and helped her into the kitchen.,-42.4749755859375,13
brown.000058,"She sat down at the table, shaking her head.",-30.06781578063965,11
brown.000059,He told himself he had never seen two people eat so much.,-50.27800750732422,13
brown.000060,"When they were finally satisfied, Jones said,"" I think he's going to give us work"".",-82.9128189086914,19
brown.000061,The grateful way she looked at Morgan made him ashamed of himself.,-62.80758285522461,13
brown.000062,"When he saw the expression in her eyes, he knew he couldn't send them on.",-55.638668060302734,18
brown.000063,"She said,"" I guess the Lord looks out for fools, drunkards, and innocents"".",-86.54159545898438,19
brown.000064,"She helped him with the dishes, then he brought more water in from the spring before it got dark.",-85.52677154541016,21
brown.000065,He carried the tub from the back of the house where it hung from a nail in the wall.,-61.11989212036133,20
brown.000066,"Your feet are in bad shape, Mrs. Jones.",-40.31260681152344,11
brown.000067,"He nodded and, going into the bedroom, brought a needle, thread, and scissors.",-64.92964172363281,18
brown.000068,"He said:"" I'm going to bed"".",-40.920223236083984,9
brown.000069,He nodded at the door in front of him.,-32.69618606567383,10
brown.000070,"Jones followed him into the front room, closing the door behind him.",-43.259708404541016,14
brown.000071,We haven't slept together since we started.,-35.036293029785156,9
brown.000072,"They were a pair of lost, whipped kids, Morgan thought as he went to bed.",-80.13525390625,18
brown.000073,Gavin sank down again into his chair and began to rock.,-54.15941619873047,13
brown.000074,It was the only thing in his life for which he felt guilt.,-40.85931396484375,14
brown.000075,Clayton tried to call back the face of the man he had known.,-63.655670166015625,16
brown.000076,Against that other man he could rally his anger.,-55.57423400878906,10
brown.000077,Against this bent man in the chair he was powerless.,-62.29990005493164,11
brown.000078,Gavin's lips moved so that Clayton had to stoop to catch the words.,-70.73399353027344,17
brown.000079,"Just a half-breed'pache, never said much, never meant anythin to me, but he stuck with me.",-113.95047760009766,27
brown.000080,"He got into a fight with Tom English, your brother's son.",-62.76502990722656,14
brown.000081,"It was a fair fight, the boy provoked it -- Big Charlie told me so.",-84.13861083984375,17
brown.000082,"They killed Big Charlie, dumped his body in my rose garden two nights ago.",-72.94181823730469,16
brown.000083,"My men, they all left me.",-36.71394348144531,8
brown.000084,"I didn't understand why, Clay.",-38.10453796386719,8
brown.000085,They just all cleared out.,-31.360742568969727,6
brown.000086,"He wiped his lips with a sleeve, then stared at Clayton in a childish kind of wonder.",-77.98605346679688,19
brown.000087,"Clayton choked, shook his head, murmuring,"" No"".",-68.06077575683594,14
brown.000088,The old man beckoned with one finger and Clayton went forward to him.,-65.00804901123047,15
brown.000089,Gavin slipped his arms around his chest and hugged him fiercely.,-52.18219757080078,13
brown.000090,I saw you driftin away -- but I tried.,-60.76386260986328,11
brown.000091,And you wanted no part of me when I had so much to give.,-50.71175003051758,15
brown.000092,Now there's nothin left of me.,-39.00077438354492,9
brown.000093,"Laurel is gone, my men are gone, Ed is dead -- and you come to me, to help me.",-88.5654525756836,25
brown.000094,"God in Heaven, I can't refuse you now.",-44.000267028808594,11
brown.000095,That would mock me too much!!,-40.023109436035156,7
brown.000096,Clayton freed himself from the embrace and stepped back.,-46.17219161987305,12
brown.000097,The eyes followed him fearfully.,-35.1453971862793,7
brown.000098,I'll saddle the horses and bring them round.,-47.210697174072266,10
brown.000099,He burst from the hot confinement of the room into the cold night air.,-62.96369552612305,15
brown.000100,When he had finished he led him and the mare to the porch.,-54.402828216552734,15
brown.000101,"The stallion had smelled the mare coming into heat and began to paw the turf, shaking his head.",-83.79574584960938,22
brown.000102,Clayton looped the reins in a knot over the veranda post and patted the warm flesh of his neck.,-109.92980194091797,25
brown.000103,The mare had backed away.,-34.24217224121094,7
brown.000104,"Gavin stood on the porch, a thin figure.",-51.86239242553711,11
brown.000105,Clayton called to him and he came slowly down the steps.,-55.5718879699707,14
brown.000106,There's someone there I have to see.,-34.23963928222656,9
brown.000107,We may take her with us -- to California.,-49.24171447753906,10
brown.000108,"I don't know yet, it's crazy.",-31.755233764648438,10
brown.000109,I have to think about it.,-21.44991683959961,7
brown.000110,A man could make a mark there.,-41.42164993286133,8
brown.000111,He approached the horse and laid a hand on the stallion's quivering neck.,-55.39276885986328,17
brown.000112,"Clayton lifted him gently into the saddle, like a child.",-60.069374084472656,14
brown.000113,Lived alone by the river.,-36.084625244140625,7
brown.000114,"It was nice then, so peaceful and quiet.",-42.60909652709961,10
brown.000115,There was no one but me.,-24.90052032470703,7
brown.000116,Clayton swung into the saddle and whacked the stallion's rump.,-65.84194946289062,17
brown.000117,They rode at a measured pace through the valley.,-41.19403076171875,10
brown.000118,Dawn would come soon and the night was at its coldest.,-54.26487731933594,14
brown.000119,In that inert landscape the caravan of his desires passed before his mind.,-80.35479736328125,14
brown.000120,"He saw them ambushed, strewn in the postures of the broken and the dying.",-76.946044921875,19
brown.000121,They passed ranches that were framed dark gray against the black hills.,-75.82273864746094,14
brown.000122,Then at last the darkness began to dissolve.,-36.86316680908203,9
brown.000123,"The two men whipped their horses into town and flung themselves up the steps of the saloon, crying their intelligence.",-96.88742065429688,23
brown.000124,"The men in Pettigrew's were tired from a night's drinking, their faces red and baggy.",-81.152587890625,22
brown.000125,But the liquor had flushed their courage.,-50.168418884277344,8
brown.000126,"They greeted the news angrily, as though they had been cheated of purpose.",-62.35769271850586,15
brown.000127,"Lester heard their muttering, saw their eyes reveal their desire.",-67.46173095703125,14
brown.000128,"That's what you wanted, isn't it??",-29.87866973876953,10
brown.000129,"Clayton is with him, takin him out of the valley.",-65.97478485107422,15
brown.000130,Joe Purvis was thinking back many years.,-51.14057159423828,9
brown.000131,"He remembered Gavin's smirk, his own cringing feeling, his impotence.",-80.48442077636719,18
brown.000132,Then he thought of a time when Clayton's horse had fallen lame in the Gap.,-81.59168243408203,17
brown.000133,He wouldn't even dance with her at Gavin's party.,-50.149497985839844,12
brown.000134,He treats her like she was dirt.,-34.99654769897461,8
brown.000135,It was the night Clayton had tricked them in the poker game.,-62.82442855834961,13
brown.000136,He meant to help Gavin all the time.,-43.35484313964844,9
brown.000137,There are plenty of fresh horses halfway at my place.,-60.42659378051758,11
brown.000138,"If we let them go, they won't stay away, they'll find men to ride with them and they'll be back.",-77.40898132324219,26
brown.000139,Lester's hand fluttered to Cabot's shoulder.,-53.44678497314453,12
brown.000140,Purvis and Silas Pettigrew were the last to leave.,-57.285011291503906,14
brown.000141,They mounted up and rode slowly behind the others at a safe distance.,-59.81126403808594,14
brown.000142,The mare began to tire and Clayton felt the spray of snow from the hoofs of Gavin's stallion.,-97.51249694824219,24
brown.000143,He looked over his shoulder at the thin dotting of pursuers.,-59.7280387878418,14
brown.000144,They neither gained nor fell back.,-41.085662841796875,7
brown.000145,He rode low on the mare's neck.,-40.10225296020508,10
brown.000146,"Ahead of him Gavin turned slightly off the trail and pointed for the Gap, no more than a mile away.",-103.56219482421875,23
brown.000147,Gavin's face was bloodless with excitement.,-46.37213134765625,10
brown.000148,He did not look back.,-22.60478973388672,6
brown.000149,He could feel more than hear the staccato beat of hoofs that fanned out across the prairie to the north.,-84.40017700195312,27
brown.000150,Now they were riding to kill him.,-41.7967643737793,8
brown.000151,"And he was fleeing, running -- fleeing his death and his life at the same time.",-70.19827270507812,18
brown.000152,The land over which he sped was the land he had created and lived in: his valley.,-86.17900848388672,19
brown.000153,"California is too far, he thought.",-35.51142501831055,8
brown.000154,He would never reach California.,-32.368343353271484,6
brown.000155,The sentry was not dead.,-32.17983627319336,7
brown.000156,"He was, in fact, showing signs of reviving.",-43.55175018310547,12
brown.000157,He had been carrying an Enfield rifle and a holstered navy cap-and-ball pistol.,-78.40106964111328,21
brown.000158,A bayonet hung in a belt scabbard.,-48.42848587036133,11
brown.000159,He was partially uniformed in a cavalry tunic and hat.,-56.311378479003906,13
brown.000160,Mike stripped these from him and donned them.,-56.49020004272461,10
brown.000161,"He and Dean tied and gagged the man, using his belt and shirt for the purpose.",-75.15352630615234,19
brown.000162,They dragged him inside the building.,-31.921279907226562,7
brown.000163,"Fiske joined them, unsteady on his feet.",-46.57367706298828,13
brown.000164,"Julia, seeing the bandage, rushed to him.",-51.75129318237305,12
brown.000165,He turned to Susan and kissed her on the cheek.,-35.49308776855469,11
brown.000166,"Mike debated it, trying to decide whether Fiske was strong enough to ride.",-79.2021713256836,17
brown.000167,But it at least offered him a chance for living.,-46.708404541015625,11
brown.000168,"And, for the sake of Julia and Susan, it had to be tried.",-61.035980224609375,16
brown.000169,The guerrilla bivouac remained silent.,-45.009300231933594,9
brown.000170,Light showed in the orderly room across the parade ground.,-61.752723693847656,11
brown.000171,Someone evidently was on duty there.,-42.785282135009766,7
brown.000172,No doubt there would be men guarding the horses.,-49.69083786010742,10
brown.000173,"About a dozen animals were held inside the stockade, as best Mike could make out in the moonlight.",-87.76945495605469,22
brown.000174,Evidently this was a precaution so that mounts would be available in an emergency.,-69.06751251220703,16
brown.000175,He handed the guard's rifle to Fiske.,-48.968570709228516,11
brown.000176,You stay with the ladies.,-30.487380981445312,6
brown.000177,He handed the bayonet to Dean and kept the pistol.,-50.779239654541016,12
brown.000178,Susan halted Dean and kissed him.,-41.498661041259766,7
brown.000179,"She clung to him, talking to him, and dabbing at her eyes.",-51.825435638427734,17
brown.000180,Dean turned from Susan and took Julia Fortune in his arms.,-68.1227035522461,12
brown.000181,"He kissed her also, and with deep tenderness.",-48.666236877441406,11
brown.000182,She too began to weep.,-28.31218719482422,6
brown.000183,He released her and joined Mike.,-42.31718826293945,7
brown.000184,He wanted no more sentimental scenes with her.,-44.783226013183594,9
brown.000185,He might say or do something foolish.,-32.1102180480957,8
brown.000186,Something all of them would regret.,-37.98236846923828,7
brown.000187,"And using him, Mike McLish, as a sop to her pride.",-84.57820129394531,16
brown.000188,"Holding the pistol concealed, he walked to the rear wall of the stockade.",-59.46527099609375,17
brown.000189,It was pierced by a wagon gate built of two wings.,-70.27517700195312,12
brown.000190,Mike passed through it and moved toward the dark mass of horses.,-68.10338592529297,13
brown.000191,"They were tethered, army style, on stable lines.",-61.793582916259766,12
brown.000192,The guard stood in the shadow of the stockade wall just out of reach of the moonlight.,-63.396156311035156,20
brown.000193,Mike kept walking and got within arm's reach before the man became suspicious and straightened from his lax slouch.,-98.55596160888672,23
brown.000194,Mike struck with the muzzle of the pistol.,-44.471458435058594,9
brown.000195,But the luck that had been running their way left him.,-55.443058013916016,12
brown.000196,The guard instinctively parried the blow with his rifle.,-46.0814208984375,11
brown.000197,He tried to veer the rifle around to fire into Mike's body.,-64.72716522216797,15
brown.000198,"Mike, off balance, managed to bat the muzzle away a moment before it exploded.",-83.70266723632812,17
brown.000199,Mike swung the pistol in a savage backlash.,-58.652687072753906,9
brown.000200,"This time it connected solidly on the man's temple, felling him.",-73.2217025756836,15
brown.000201,The startled horses began rearing on their tethers.,-51.31650161743164,11
brown.000202,"The sentry's saddled horse stood picketed nearby, having been kept handy in case of need.",-91.08355712890625,22
brown.000203,Mike took the bayonet from Dean's hand and slashed the picket line.,-69.16058349609375,16
brown.000204,Dean resisted Mike's attempt to push him toward the horse.,-55.555965423583984,12
brown.000205,It's our only chance now.,-29.245956420898438,7
brown.000206,Try to find these Feds.,-37.06981658935547,7
brown.000207,The rest of us can fort up in the house and hang on until you get back.,-71.19239807128906,18
brown.000208,"Dean still hesitated, but Mike lifted him almost bodily into the saddle and thrust the reins in his hand.",-86.76814270019531,21
brown.000209,Watch out for Apaches when it comes daylight.,-50.28095245361328,10
brown.000210,"We'll still have the rifle, and I might be able to round up some more.",-60.4814453125,18
brown.000211,Dean leaned from the saddle and gave him a mighty whack on the back.,-59.690223693847656,16
brown.000212,Then he was on his way at a gallop.,-37.315574645996094,11
brown.000213,"Mike ran down the line, slashing picket ropes with the bayonet.",-68.73426818847656,15
brown.000214,He lifted a screeching war whoop.,-45.30281066894531,9
brown.000215,That touched off a total stampede.,-36.47550582885742,8
brown.000216,He darted inside the stockade and freed the horses there.,-56.362117767333984,13
brown.000217,These poured through the gate and joined the flight.,-53.450191497802734,10
brown.000218,"The animals thundered away into the moonlight, heading for the ridges.",-65.19412231445312,17
brown.000219,The guerrillas were swarming from their bivouac at the west end of the enclosure.,-69.56544494628906,21
brown.000220,His shout had been taken up and repeated.,-42.557945251464844,9
brown.000221,The guerrillas were running across the parade ground and through the rear gate in the wake of the departing horses.,-88.11226654052734,23
brown.000222,"All were carrying guns they had seized up, but they were half-clad or hardly clad at all.",-91.20036315917969,21
brown.000223,Durkin and Calhoun came running from the post.,-59.249149322509766,11
brown.000224,They had pistols in their hands.,-28.231124877929688,7
brown.000225,They bawled questions that were not answered in the uproar.,-57.164913177490234,13
brown.000226,They followed the others toward the east gate.,-42.78511047363281,9
brown.000227,Beyond the stockade rifles began to explode as some of the guerrillas fired at shadows that they imagined were Apaches.,-118.39217376708984,25
brown.000228,Mike made a dash to the rear of the frame buildings.,-57.7678108215332,12
brown.000229,He crawled beneath the two supply wagons which stood between the buildings and peered around a corner.,-83.86629486083984,20
brown.000230,Mike crawled to the door and peered in.,-40.01458740234375,10
brown.000231,The orderly room seemed to be deserted.,-36.194969177246094,8
brown.000232,"A lantern hung from a peg, giving light.",-51.23527526855469,10
brown.000233,"Ducking inside, he found that three rifles were stacked in a corner.",-56.894996643066406,15
brown.000234,"A brace of pistols, holstered on belts, hung from a peg, along with ammunition pouches.",-77.59156799316406,23
brown.000235,"An ammunition case stood open, containing canisters which contained powder cartridges.",-74.75837707519531,14
brown.000236,Shouldering the load he peered from the door.,-57.20384979248047,11
brown.000237,"He looked at the looming hoods of the supply wagons, struck by a new inspiration.",-80.96721649169922,19
brown.000238,He set his bundle down.,-33.75938034057617,6
brown.000239,"Snatching the lantern from its peg, he shattered its globe with a blow against a post.",-82.89473724365234,19
brown.000240,He picked up the powder canister and ran out.,-43.76243591308594,11
brown.000241,"Bursting paper cartridges, he scattered powder beneath the nearest wagon and dumped the contents of the canister upon it.",-115.3149185180664,24
brown.000242,"He shouldered the blanket again, backed off, and tossed the lantern with its open wick beneath the wagon.",-106.81322479248047,23
brown.000243,He turned and raced across the parade ground toward the rock house.,-52.91438674926758,13
brown.000244,Powder flame gushed beneath the wagon.,-55.93721389770508,9
brown.000245,The stockade was brilliantly lighted and the guerrillas sighted him.,-74.07181549072266,16
brown.000246,Bullets began to snap past him.,-40.07295608520508,8
brown.000247,One struck the muzzle of one of the rifles that projected from the shoulder pack.,-71.70111846923828,16
brown.000248,"Its force spun him around, but he recovered and got into stride again.",-70.90023040771484,15
brown.000249,A bullet tore the earth from beneath his foot when he was a stride or two from safety.,-78.11795043945312,19
brown.000250,Another struck him heavily in the thigh and he went down.,-51.393516540527344,12
brown.000251,Guerrillas were racing toward him.,-38.89447021484375,8
brown.000252,Susan and Julia came from the door and dragged him with them.,-63.4015998840332,13
brown.000253,The three of them floundered through the door into the interior and fell in a heap.,-65.18197631835938,19
brown.000254,Susan bounced to her feet and slammed the door.,-35.247432708740234,10
brown.000255,"She crouched aside as bullets beat at the portal, chewing into the planks.",-90.13334655761719,17
brown.000256,Some tore entirely through the whipsawed post oak.,-78.5103530883789,11
brown.000257,"The iron hinges held, but the planks were in danger of being torn from the crossbars.",-71.5216064453125,20
brown.000258,"Mike rolled to Susan, grasped her around the knees, dragging her off her feet.",-76.87806701660156,17
brown.000259,"He hovered over her to shield her, for spent bullets were thudding against the rear walls.",-82.4503173828125,20
brown.000260,He peered from a loophole.,-39.07555389404297,7
brown.000261,"Guerrillas were only a dozen yards away, charging the house.",-59.39454650878906,14
brown.000262,Mike snatched a pistol from the heap of scattered booty and fired.,-65.65829467773438,14
brown.000263,He dropped a man with the first bullet.,-43.26958084106445,9
brown.000264,At the same moment Wheeler Fiske fired the rifle Mike had given him and another guerrilla was hit.,-115.79788208007812,21
brown.000265,The guerrillas scattered for cover.,-37.634517669677734,8
brown.000266,The wagons were burning fiercely.,-36.65549087524414,7
brown.000267,The mudwagon had caught fire also.,-50.27140808105469,8
brown.000268,The blaze was spreading to the frame buildings.,-47.199161529541016,9
brown.000269,The guerrillas realized they faced a new problem.,-45.50560760498047,11
brown.000270,The guerrillas began a frantic search for pails in which to bring water from the spring.,-79.77458190917969,20
brown.000271,But what few containers they found were inadequate.,-52.33978271484375,9
brown.000272,"Many of them, in increasing panic, came running with water in their hats in a ludicrous effort.",-93.87934875488281,20
brown.000273,Both buildings were in flames.,-31.48922348022461,6
brown.000274,The heat drove the guerrillas back.,-41.06306838989258,9
brown.000275,The roof of the command post began to buckle.,-40.56085205078125,10
brown.000276,One of the wagons erupted a massive pillar of flame.,-52.611419677734375,12
brown.000277,A sizable supply of powder had been touched off.,-54.948699951171875,10
brown.000278,The wagons and the coach were beyond saving and so were the buildings.,-62.27497482299805,15
brown.000279,"The glow of the fire reached through the openings in the windows, giving light enough to examine Mike's wound.",-88.44791412353516,22
brown.000280,But it had missed the bone and had passed on through.,-57.79881286621094,12
brown.000281,Susan and Julia ripped strips from their clothing and bound the injury.,-73.54996490478516,13
brown.000282,Mike tested the leg and found that he was able to hobble around on it.,-59.13965606689453,17
brown.000283,"Now dammit, I don't want to go into any more explanations.",-50.066650390625,15
brown.000284,"Reverend Jason, looking worried, hurried toward us.",-57.65166473388672,11
brown.000285,He brushed past the clergyman and walked into the center of the camp.,-49.32597732543945,15
brown.000286,"For a second, engages, cooks, voyageurs appeared struck dumb.",-88.92117309570312,14
brown.000287,They all flew into action.,-29.704517364501953,6
brown.000288,The Aricaras treated us like friends.,-49.12425231933594,10
brown.000289,And here all the time you knew the Sioux would be using our rifles on them!!,-94.53366088867188,17
brown.000290,Oso gave me an unruffled look.,-47.26854705810547,10
brown.000291,That's why the British never got the tribes to fight for the King.,-61.095462799072266,15
brown.000292,Mr. Manuel whispered in the ears of the Sioux that the Cheyennes were comin' to raid'em for their horses.,-106.62798309326172,27
brown.000293,Then he went on to the Cheyennes and told them that the Sioux was goin' to move up.,-78.55876159667969,23
brown.000294,He did that with all the Nations.,-39.451175689697266,8
brown.000295,"Hell, they were fightin' each other so hard they had no time for anyone else.",-61.274723052978516,19
brown.000296,The War Department wrote Mr. Manuel a letter and said he was a hero.,-67.15681457519531,16
brown.000297,In this country there's a war on every time the grass turns green.,-57.05384826660156,15
brown.000298,"First it was the Nations against themselves, then it was them against the whites.",-62.33750915527344,16
brown.000299,I remember being told it would happen so fast people would think it took place overnight.,-63.56203079223633,17
brown.000300,Once we get over the mountains others will come along.,-46.68365478515625,11
brown.000301,That's why the Trust don't want us to make it.,-48.35850524902344,13
brown.000302,Before we get through he'll have the Blackfeet hankerin' for our hair and our goods.,-100.52058410644531,22
brown.000303,"Still, I was disgusted with myself for agreeing with Montero's methods.",-63.33370590209961,16
brown.000304,"Surprisingly, he had told the others what he had done.",-43.4716682434082,13
brown.000305,Reverend Jason was understandably bitter.,-44.079620361328125,7
brown.000306,"But Oso replied calmly,"" Trouble ain't easy to dodge out in this country, rev'rend"".",-126.7640380859375,21
brown.000307,Gray Eyes attacked our camp just as the first pink threads stitched together the hills and the sky.,-109.85557556152344,20
brown.000308,Our camp was in the center of a wide valley.,-39.481075286865234,11
brown.000309,The pony herd was the one flaw in our defense.,-54.54099655151367,11
brown.000310,The Rees undoubtedly would try to cut down as many of the animals as possible.,-69.46475219726562,17
brown.000311,Wildly bucking horses would make the position difficult to defend against charging warriors.,-85.68744659423828,16
brown.000312,"Buckets were filled, the herd fed and watered.",-56.16373825073242,12
brown.000313,The worst part had been the waiting.,-31.095306396484375,8
brown.000314,"Coyotes and hunting wolves sounded like signaling Indian scouts, the whinny of a restless pony made one's skin crawl.",-133.422119140625,26
brown.000315,"Oso slept unconcernedly, his rifle cradled in his arms.",-59.05482864379883,16
brown.000316,I didn't catch a wink.,-29.863609313964844,7
brown.000317,"Every time I closed my eyes, I saw Gray Eyes rushing at me with a knife.",-59.32035827636719,18
brown.000318,It was a relief when they finally came.,-28.8461971282959,9
brown.000319,I could see them in my sights.,-31.873394012451172,8
brown.000320,They were about a mile off.,-30.23920440673828,7
brown.000321,Under me the ground quivered slightly.,-40.97222900390625,8
brown.000322,"At first they were only feathers and dark indistinguishable faces and bodies, hunched over their horses' heads.",-99.40743255615234,21
brown.000323,Gradually they emerged as men.,-36.20137023925781,7
brown.000324,Gray Eyes was in the lead.,-40.43250274658203,7
brown.000325,"His face was split by a vermilion streak, his eyes were pools of white.",-64.75196838378906,18
brown.000326,Jagged red and black medicine symbols covered his chest.,-61.0772590637207,11
brown.000327,He was naked except for a clout.,-36.890323638916016,8
brown.000328,Next to him was a young boy I was sure had sat near me at one of the trading sessions.,-79.29517364501953,21
brown.000329,"His mouth was open, his neck corded with the strain of his screams.",-57.31768798828125,16
brown.000330,I found his chest in my sights.,-40.28509521484375,8
brown.000331,It had a red circle.,-31.065593719482422,6
brown.000332,The circle came nearer and nearer.,-33.17829895019531,7
brown.000333,"My God, how long is he going to wait, I thought.",-44.45756530761719,14
brown.000334,At first I thought he had missed.,-29.69517707824707,8
brown.000335,The feathered lance was still above his head.,-47.60032653808594,11
brown.000336,"As he started to slump over, another warrior swung him onto his horse.",-68.11256408691406,15
brown.000337,He started to run but Oso's shot caught him on the wing.,-67.5425033569336,15
brown.000338,He jerked once in the grass and lay still.,-46.6131477355957,11
brown.000339,What else he said was lost in the rattle of gunfire on all sides.,-66.05717468261719,16
brown.000340,"The Aricaras broke under the devastating fire, wheeled and retreated.",-81.69447326660156,16
brown.000341,Far up the valley I could see the Rees circling and reorganizing.,-77.28418731689453,15
brown.000342,A horse screamed as it twisted from side to side in a frenzy.,-52.99601364135742,14
brown.000343,The square head fell over.,-37.95655059814453,6
brown.000344,"His legs pumped furiously, his long black hair streamed out behind him.",-55.605308532714844,14
brown.000345,There was a ragged volley.,-36.17437744140625,7
brown.000346,He was dead before he hit the ground.,-20.888153076171875,9
brown.000347,The sharp cries at the end of the valley were faint.,-55.78013229370117,12
brown.000348,They grew louder as the Indians charged again.,-50.71940612792969,9
brown.000349,"I could see their faces glistening with sweat and bear grease, their mouths open, shouting their spine-chilling cries.",-96.90988159179688,26
brown.000350,The war captain had been badly wounded and was fighting to hold his seat.,-58.49329376220703,15
brown.000351,I could see the blood running down his chest.,-33.057464599609375,10
brown.000352,"He was riding between two warriors, who held him erect when he started to slump.",-82.23947143554688,17
brown.000353,In my sights I watched him looming bigger and bigger.,-54.022274017333984,11
brown.000354,Montero's shot had caught him high in the chest.,-52.12419509887695,13
brown.000355,There was no doubt he was dying.,-27.08171844482422,8
brown.000356,Again we waited for Montero.,-40.33111572265625,8
brown.000357,"This time he delayed so long that some of the engages shouted frantically, but they held their fire.",-92.52425384521484,20
brown.000358,The horses were only several lengths away when he fired.,-51.52506637573242,11
brown.000359,The bullet flung Gray Eyes from his horse.,-56.45899963378906,9
brown.000360,Our rolling volley swept most of the other riders from their mounts.,-70.18063354492188,13
brown.000361,But a few reached our wall.,-43.50486373901367,7
brown.000362,I heard the whir of an ax and a Canadian's face burst apart in a bloody spray.,-82.93236541748047,20
brown.000363,I saw Little Billy rise and fire almost point blank and an Indian's face became shattered flesh and bone.,-118.93514251708984,21
brown.000364,"Oso reached up, jerked the buck from the bale and snapped his neck.",-80.0965347290039,18
brown.000365,"Other Indians were running at the ponies, shrilling and waving blankets.",-75.57990264892578,14
brown.000366,"Reverend Jason got one, the Canadians the others.",-68.07604217529297,11
brown.000367,The ponies were almost uncontrollable.,-34.25871276855469,7
