sentence id,sentence,PLL score,nr. of tokens
brown.000069,He nodded at the door in front of him.,-89.80199146270752,12
brown.000070,"Jones followed him into the front room, closing the door behind him.",-117.65589809417725,16
brown.000071,We haven't slept together since we started.,-69.50759983062744,12
brown.000072,"They were a pair of lost, whipped kids, Morgan thought as he went to bed.",-150.738694190979,20
brown.000073,Gavin sank down again into his chair and began to rock.,-129.44772338867188,14
brown.000074,It was the only thing in his life for which he felt guilt.,-94.09307432174683,16
brown.000075,Clayton tried to call back the face of the man he had known.,-116.67097282409668,16
brown.000076,Against that other man he could rally his anger.,-91.30413961410522,12
brown.000077,Against this bent man in the chair he was powerless.,-104.7119369506836,14
brown.000078,Gavin's lips moved so that Clayton had to stoop to catch the words.,-149.538498878479,20
brown.000079,"Just a half-breed'pache, never said much, never meant anythin to me, but he stuck with me.",-180.34207248687744,28
brown.000080,"He got into a fight with Tom English, your brother's son.",-113.32727432250977,17
brown.000081,"It was a fair fight, the boy provoked it -- Big Charlie told me so.",-140.38289785385132,20
brown.000082,"They killed Big Charlie, dumped his body in my rose garden two nights ago.",-137.10127687454224,18
brown.000083,"My men, they all left me.",-64.40820503234863,10
brown.000084,"I didn't understand why, Clay.",-69.67147922515869,11
brown.000085,They just all cleared out.,-88.30924081802368,8
brown.000086,"He wiped his lips with a sleeve, then stared at Clayton in a childish kind of wonder.",-150.71705865859985,22
brown.000087,"Clayton choked, shook his head, murmuring,"" No"".",-105.23934364318848,16
brown.000088,The old man beckoned with one finger and Clayton went forward to him.,-129.0312910079956,17
brown.000089,Gavin slipped his arms around his chest and hugged him fiercely.,-121.31397151947021,14
brown.000090,I saw you driftin away -- but I tried.,-115.88534355163574,14
brown.000091,And you wanted no part of me when I had so much to give.,-126.17085647583008,17
brown.000092,Now there's nothin left of me.,-85.30889654159546,12
brown.000093,"Laurel is gone, my men are gone, Ed is dead -- and you come to me, to help me.",-152.51143789291382,26
brown.000094,"God in Heaven, I can't refuse you now.",-95.79130792617798,14
brown.000095,That would mock me too much!!,-101.65500354766846,10
brown.000096,Clayton freed himself from the embrace and stepped back.,-122.05597162246704,12
brown.000097,The eyes followed him fearfully.,-88.27644491195679,9
brown.000098,I'll saddle the horses and bring them round.,-95.06946086883545,13
brown.000099,He burst from the hot confinement of the room into the cold night air.,-117.86509084701538,17
brown.000100,When he had finished he led him and the mare to the porch.,-117.51832485198975,16
brown.000101,"The stallion had smelled the mare coming into heat and began to paw the turf, shaking his head.",-182.13533735275269,23
brown.000102,Clayton looped the reins in a knot over the veranda post and patted the warm flesh of his neck.,-200.3444962501526,25
brown.000103,The mare had backed away.,-94.24552822113037,8
brown.000104,"Gavin stood on the porch, a thin figure.",-117.45410442352295,12
brown.000105,Clayton called to him and he came slowly down the steps.,-92.76554775238037,14
brown.000106,There's someone there I have to see.,-75.28820514678955,12
brown.000107,We may take her with us -- to California.,-96.20723009109497,13
brown.000108,"I don't know yet, it's crazy.",-74.8575291633606,14
brown.000109,I have to think about it.,-65.1954779624939,9
brown.000110,A man could make a mark there.,-71.62445831298828,10
brown.000111,He approached the horse and laid a hand on the stallion's quivering neck.,-134.38465690612793,20
brown.000112,"Clayton lifted him gently into the saddle, like a child.",-125.70535898208618,14
brown.000113,Lived alone by the river.,-71.50231695175171,9
brown.000114,"It was nice then, so peaceful and quiet.",-88.52590465545654,12
brown.000115,There was no one but me.,-78.39061164855957,9
brown.000116,Clayton swung into the saddle and whacked the stallion's rump.,-147.83079290390015,18
brown.000117,They rode at a measured pace through the valley.,-110.4562292098999,12
brown.000118,Dawn would come soon and the night was at its coldest.,-121.14374160766602,15
brown.000119,In that inert landscape the caravan of his desires passed before his mind.,-135.5317668914795,17
brown.000120,"He saw them ambushed, strewn in the postures of the broken and the dying.",-139.88139486312866,21
brown.000121,They passed ranches that were framed dark gray against the black hills.,-123.01933145523071,16
brown.000122,Then at last the darkness began to dissolve.,-95.88544464111328,11
brown.000123,"The two men whipped their horses into town and flung themselves up the steps of the saloon, crying their intelligence.",-205.65115308761597,24
brown.000124,"The men in Pettigrew's were tired from a night's drinking, their faces red and baggy.",-177.5622091293335,27
brown.000125,But the liquor had flushed their courage.,-95.32131147384644,10
brown.000126,"They greeted the news angrily, as though they had been cheated of purpose.",-131.68521213531494,17
brown.000127,"Lester heard their muttering, saw their eyes reveal their desire.",-130.38414239883423,14
brown.000128,"That's what you wanted, isn't it??",-82.20681524276733,15
brown.000129,"Clayton is with him, takin him out of the valley.",-99.9567642211914,15
brown.000130,Joe Purvis was thinking back many years.,-100.56541919708252,12
brown.000131,"He remembered Gavin's smirk, his own cringing feeling, his impotence.",-148.9162278175354,20
brown.000132,Then he thought of a time when Clayton's horse had fallen lame in the Gap.,-153.27129364013672,20
brown.000133,He wouldn't even dance with her at Gavin's party.,-91.53243780136108,16
brown.000134,He treats her like she was dirt.,-87.46258211135864,10
brown.000135,It was the night Clayton had tricked them in the poker game.,-111.38930988311768,16
brown.000136,He meant to help Gavin all the time.,-91.09078788757324,11
brown.000137,There are plenty of fresh horses halfway at my place.,-108.86763620376587,13
brown.000138,"If we let them go, they won't stay away, they'll find men to ride with them and they'll be back.",-183.89683198928833,31
brown.000139,Lester's hand fluttered to Cabot's shoulder.,-97.25961256027222,15
brown.000140,Purvis and Silas Pettigrew were the last to leave.,-96.86982727050781,17
brown.000141,They mounted up and rode slowly behind the others at a safe distance.,-118.38242530822754,16
brown.000142,The mare began to tire and Clayton felt the spray of snow from the hoofs of Gavin's stallion.,-190.14561080932617,25
brown.000143,He looked over his shoulder at the thin dotting of pursuers.,-122.14406108856201,16
brown.000144,They neither gained nor fell back.,-103.86591720581055,9
brown.000145,He rode low on the mare's neck.,-98.01508092880249,12
brown.000146,"Ahead of him Gavin turned slightly off the trail and pointed for the Gap, no more than a mile away.",-216.46264362335205,24
brown.000147,Gavin's face was bloodless with excitement.,-102.49327850341797,12
brown.000148,He did not look back.,-69.32162475585938,8
brown.000149,He could feel more than hear the staccato beat of hoofs that fanned out across the prairie to the north.,-179.98661184310913,29
brown.000150,Now they were riding to kill him.,-90.53994131088257,10
brown.000151,"And he was fleeing, running -- fleeing his death and his life at the same time.",-135.57538652420044,21
brown.000152,The land over which he sped was the land he had created and lived in: his valley.,-139.09658002853394,21
brown.000153,"California is too far, he thought.",-75.0069785118103,10
brown.000154,He would never reach California.,-75.46316862106323,8
brown.000155,The sentry was not dead.,-84.72253847122192,9
brown.000156,"He was, in fact, showing signs of reviving.",-85.06349611282349,15
brown.000157,He had been carrying an Enfield rifle and a holstered navy cap-and-ball pistol.,-173.52029132843018,23
brown.000158,A bayonet hung in a belt scabbard.,-106.28699493408203,15
brown.000159,He was partially uniformed in a cavalry tunic and hat.,-111.87815237045288,14
brown.000160,Mike stripped these from him and donned them.,-101.18231725692749,12
brown.000161,"He and Dean tied and gagged the man, using his belt and shirt for the purpose.",-132.81581115722656,21
brown.000162,They dragged him inside the building.,-71.78765630722046,9
brown.000163,"Fiske joined them, unsteady on his feet.",-90.17142820358276,14
brown.000164,"Julia, seeing the bandage, rushed to him.",-90.57942724227905,12
brown.000165,He turned to Susan and kissed her on the cheek.,-92.64729976654053,13
brown.000166,"Mike debated it, trying to decide whether Fiske was strong enough to ride.",-135.24517059326172,18
brown.000167,But it at least offered him a chance for living.,-117.28850841522217,13
brown.000168,"And, for the sake of Julia and Susan, it had to be tried.",-84.79442739486694,18
brown.000169,The guerrilla bivouac remained silent.,-91.2758469581604,11
brown.000170,Light showed in the orderly room across the parade ground.,-119.27333641052246,13
brown.000171,Someone evidently was on duty there.,-92.8796443939209,9
brown.000172,No doubt there would be men guarding the horses.,-109.46229648590088,12
brown.000173,"About a dozen animals were held inside the stockade, as best Mike could make out in the moonlight.",-214.3708930015564,23
brown.000174,Evidently this was a precaution so that mounts would be available in an emergency.,-156.69561910629272,21
brown.000175,He handed the guard's rifle to Fiske.,-97.00468587875366,13
brown.000176,You stay with the ladies.,-92.19942855834961,8
brown.000177,He handed the bayonet to Dean and kept the pistol.,-112.64385175704956,15
brown.000178,Susan halted Dean and kissed him.,-93.47988843917847,9
brown.000179,"She clung to him, talking to him, and dabbing at her eyes.",-110.48881721496582,19
brown.000180,Dean turned from Susan and took Julia Fortune in his arms.,-130.77163314819336,14
brown.000181,"He kissed her also, and with deep tenderness.",-86.32031679153442,13
brown.000182,She too began to weep.,-68.70695114135742,9
brown.000183,He released her and joined Mike.,-71.30369567871094,9
brown.000184,He wanted no more sentimental scenes with her.,-101.0610237121582,12
brown.000185,He might say or do something foolish.,-91.58559370040894,10
brown.000186,Something all of them would regret.,-81.13008451461792,9
brown.000187,"And using him, Mike McLish, as a sop to her pride.",-139.10680675506592,20
brown.000188,"Holding the pistol concealed, he walked to the rear wall of the stockade.",-131.35408544540405,18
brown.000189,It was pierced by a wagon gate built of two wings.,-115.71016645431519,14
brown.000190,Mike passed through it and moved toward the dark mass of horses.,-112.95626735687256,15
brown.000191,"They were tethered, army style, on stable lines.",-114.48906230926514,15
brown.000192,The guard stood in the shadow of the stockade wall just out of reach of the moonlight.,-169.61139583587646,21
brown.000193,Mike kept walking and got within arm's reach before the man became suspicious and straightened from his lax slouch.,-223.05336236953735,27
brown.000194,Mike struck with the muzzle of the pistol.,-95.34748554229736,11
brown.000195,But the luck that had been running their way left him.,-99.40957880020142,14
brown.000196,The guard instinctively parried the blow with his rifle.,-95.49824523925781,13
brown.000197,He tried to veer the rifle around to fire into Mike's body.,-118.6958475112915,18
brown.000198,"Mike, off balance, managed to bat the muzzle away a moment before it exploded.",-127.2023344039917,19
brown.000199,Mike swung the pistol in a savage backlash.,-111.13070344924927,12
brown.000200,"This time it connected solidly on the man's temple, felling him.",-127.98058652877808,19
brown.000201,The startled horses began rearing on their tethers.,-105.65977048873901,14
brown.000202,"The sentry's saddled horse stood picketed nearby, having been kept handy in case of need.",-187.28680658340454,24
brown.000203,Mike took the bayonet from Dean's hand and slashed the picket line.,-150.68908977508545,20
brown.000204,Dean resisted Mike's attempt to push him toward the horse.,-113.58768558502197,15
brown.000205,It's our only chance now.,-67.0025839805603,10
brown.000206,Try to find these Feds.,-99.14155006408691,9
brown.000207,The rest of us can fort up in the house and hang on until you get back.,-144.52819776535034,20
brown.000208,"Dean still hesitated, but Mike lifted him almost bodily into the saddle and thrust the reins in his hand.",-183.83123207092285,23
brown.000209,Watch out for Apaches when it comes daylight.,-114.18690919876099,12
brown.000210,"We'll still have the rifle, and I might be able to round up some more.",-137.25274419784546,21
brown.000211,Dean leaned from the saddle and gave him a mighty whack on the back.,-135.77473783493042,18
brown.000212,Then he was on his way at a gallop.,-106.64964866638184,13
brown.000213,"Mike ran down the line, slashing picket ropes with the bayonet.",-150.144371509552,19
brown.000214,He lifted a screeching war whoop.,-106.14582824707031,13
brown.000215,That touched off a total stampede.,-85.82240581512451,10
brown.000216,He darted inside the stockade and freed the horses there.,-129.87929439544678,14
brown.000217,These poured through the gate and joined the flight.,-93.14872455596924,12
brown.000218,"The animals thundered away into the moonlight, heading for the ridges.",-114.3809666633606,16
brown.000219,The guerrillas were swarming from their bivouac at the west end of the enclosure.,-147.1490707397461,23
brown.000220,His shout had been taken up and repeated.,-93.26461553573608,11
brown.000221,The guerrillas were running across the parade ground and through the rear gate in the wake of the departing horses.,-150.57387399673462,24
brown.000222,"All were carrying guns they had seized up, but they were half-clad or hardly clad at all.",-172.80863285064697,23
brown.000223,Durkin and Calhoun came running from the post.,-107.86665201187134,12
brown.000224,They had pistols in their hands.,-70.94065380096436,9
brown.000225,They bawled questions that were not answered in the uproar.,-104.98412847518921,17
brown.000226,They followed the others toward the east gate.,-87.1097183227539,11
brown.000227,Beyond the stockade rifles began to explode as some of the guerrillas fired at shadows that they imagined were Apaches.,-224.92596340179443,26
brown.000228,Mike made a dash to the rear of the frame buildings.,-115.62934494018555,14
brown.000229,He crawled beneath the two supply wagons which stood between the buildings and peered around a corner.,-148.43158102035522,20
brown.000230,Mike crawled to the door and peered in.,-98.63334798812866,11
brown.000231,The orderly room seemed to be deserted.,-84.40913486480713,10
brown.000232,"A lantern hung from a peg, giving light.",-97.11155796051025,13
brown.000233,"Ducking inside, he found that three rifles were stacked in a corner.",-124.22220134735107,17
brown.000234,"A brace of pistols, holstered on belts, hung from a peg, along with ammunition pouches.",-174.19178819656372,25
brown.000235,"An ammunition case stood open, containing canisters which contained powder cartridges.",-131.9766788482666,17
brown.000236,Shouldering the load he peered from the door.,-107.53333473205566,12
brown.000237,"He looked at the looming hoods of the supply wagons, struck by a new inspiration.",-144.63641262054443,20
brown.000238,He set his bundle down.,-73.93673133850098,8
brown.000239,"Snatching the lantern from its peg, he shattered its globe with a blow against a post.",-173.43171405792236,23
brown.000240,He picked up the powder canister and ran out.,-104.73872184753418,13
brown.000241,"Bursting paper cartridges, he scattered powder beneath the nearest wagon and dumped the contents of the canister upon it.",-185.0299153327942,26
brown.000242,"He shouldered the blanket again, backed off, and tossed the lantern with its open wick beneath the wagon.",-170.56373023986816,25
brown.000243,He turned and raced across the parade ground toward the rock house.,-115.80941152572632,15
brown.000244,Powder flame gushed beneath the wagon.,-87.34778070449829,13
brown.000245,The stockade was brilliantly lighted and the guerrillas sighted him.,-120.04651260375977,17
brown.000246,Bullets began to snap past him.,-83.82024717330933,10
brown.000247,One struck the muzzle of one of the rifles that projected from the shoulder pack.,-133.1941237449646,18
brown.000248,"Its force spun him around, but he recovered and got into stride again.",-125.4515061378479,17
brown.000249,A bullet tore the earth from beneath his foot when he was a stride or two from safety.,-160.8750901222229,21
brown.000250,Another struck him heavily in the thigh and he went down.,-107.72694492340088,14
brown.000251,Guerrillas were racing toward him.,-86.98279523849487,11
brown.000252,Susan and Julia came from the door and dragged him with them.,-95.79072618484497,15
brown.000253,The three of them floundered through the door into the interior and fell in a heap.,-144.1499891281128,22
brown.000254,Susan bounced to her feet and slammed the door.,-107.19348478317261,12
brown.000255,"She crouched aside as bullets beat at the portal, chewing into the planks.",-139.41092729568481,18
brown.000256,Some tore entirely through the whipsawed post oak.,-141.69407510757446,13
brown.000257,"The iron hinges held, but the planks were in danger of being torn from the crossbars.",-147.2145709991455,24
brown.000258,"Mike rolled to Susan, grasped her around the knees, dragging her off her feet.",-137.75065517425537,19
brown.000259,"He hovered over her to shield her, for spent bullets were thudding against the rear walls.",-167.34084367752075,21
brown.000260,He peered from a loophole.,-99.43504285812378,9
brown.000261,"Guerrillas were only a dozen yards away, charging the house.",-119.02781677246094,17
brown.000262,Mike snatched a pistol from the heap of scattered booty and fired.,-136.34072256088257,16
brown.000263,He dropped a man with the first bullet.,-87.7493166923523,11
brown.000264,At the same moment Wheeler Fiske fired the rifle Mike had given him and another guerrilla was hit.,-213.03226280212402,22
brown.000265,The guerrillas scattered for cover.,-77.40619087219238,9
brown.000266,The wagons were burning fiercely.,-107.91308212280273,8
brown.000267,The mudwagon had caught fire also.,-87.67769384384155,11
brown.000268,The blaze was spreading to the frame buildings.,-86.27802085876465,11
brown.000269,The guerrillas realized they faced a new problem.,-91.97369718551636,12
brown.000270,The guerrillas began a frantic search for pails in which to bring water from the spring.,-156.51521921157837,21
brown.000271,But what few containers they found were inadequate.,-81.30371713638306,11
brown.000272,"Many of them, in increasing panic, came running with water in their hats in a ludicrous effort.",-191.22701692581177,25
brown.000273,Both buildings were in flames.,-87.6926908493042,8
brown.000274,The heat drove the guerrillas back.,-106.69135236740112,10
brown.000275,The roof of the command post began to buckle.,-108.2061333656311,13
brown.000276,One of the wagons erupted a massive pillar of flame.,-108.69991874694824,13
brown.000277,A sizable supply of powder had been touched off.,-97.9148302078247,13
brown.000278,The wagons and the coach were beyond saving and so were the buildings.,-110.2332124710083,16
brown.000279,"The glow of the fire reached through the openings in the windows, giving light enough to examine Mike's wound.",-196.12442302703857,25
brown.000280,But it had missed the bone and had passed on through.,-111.28338766098022,14
brown.000281,Susan and Julia ripped strips from their clothing and bound the injury.,-122.69453954696655,15
brown.000282,Mike tested the leg and found that he was able to hobble around on it.,-152.0957155227661,19
brown.000283,"Now dammit, I don't want to go into any more explanations.",-114.04951858520508,18
brown.000284,"Reverend Jason, looking worried, hurried toward us.",-102.5573844909668,12
brown.000285,He brushed past the clergyman and walked into the center of the camp.,-118.85504293441772,16
brown.000286,"For a second, engages, cooks, voyageurs appeared struck dumb.",-152.39517831802368,17
brown.000287,They all flew into action.,-94.63026428222656,8
brown.000288,The Aricaras treated us like friends.,-87.55933332443237,11
brown.000289,And here all the time you knew the Sioux would be using our rifles on them!!,-156.67595911026,20
brown.000290,Oso gave me an unruffled look.,-119.44324827194214,12
brown.000291,That's why the British never got the tribes to fight for the King.,-135.7263379096985,18
brown.000292,Mr. Manuel whispered in the ears of the Sioux that the Cheyennes were comin' to raid'em for their horses.,-201.64245700836182,28
brown.000293,Then he went on to the Cheyennes and told them that the Sioux was goin' to move up.,-157.69166040420532,23
brown.000294,He did that with all the Nations.,-80.07650995254517,10
brown.000295,"Hell, they were fightin' each other so hard they had no time for anyone else.",-117.23601245880127,21
brown.000296,The War Department wrote Mr. Manuel a letter and said he was a hero.,-134.97197008132935,18
brown.000297,In this country there's a war on every time the grass turns green.,-157.79486179351807,18
brown.000298,"First it was the Nations against themselves, then it was them against the whites.",-118.29330539703369,18
brown.000299,I remember being told it would happen so fast people would think it took place overnight.,-161.91099882125854,19
brown.000300,Once we get over the mountains others will come along.,-108.61803102493286,13
brown.000301,That's why the Trust don't want us to make it.,-110.40075349807739,17
brown.000302,Before we get through he'll have the Blackfeet hankerin' for our hair and our goods.,-221.71523237228394,26
brown.000303,"Still, I was disgusted with myself for agreeing with Montero's methods.",-139.6140012741089,18
brown.000304,"Surprisingly, he had told the others what he had done.",-108.37139225006104,17
brown.000305,Reverend Jason was understandably bitter.,-89.36134910583496,9
brown.000306,"But Oso replied calmly,"" Trouble ain't easy to dodge out in this country, rev'rend"".",-205.7212724685669,29
brown.000307,Gray Eyes attacked our camp just as the first pink threads stitched together the hills and the sky.,-219.54342651367188,23
brown.000308,Our camp was in the center of a wide valley.,-86.44223642349243,13
brown.000309,The pony herd was the one flaw in our defense.,-95.37563514709473,15
brown.000310,The Rees undoubtedly would try to cut down as many of the animals as possible.,-155.74228763580322,18
brown.000311,Wildly bucking horses would make the position difficult to defend against charging warriors.,-149.76376008987427,18
brown.000312,"Buckets were filled, the herd fed and watered.",-116.57122468948364,14
brown.000313,The worst part had been the waiting.,-81.6618299484253,10
brown.000314,"Coyotes and hunting wolves sounded like signaling Indian scouts, the whinny of a restless pony made one's skin crawl.",-224.00546789169312,29
brown.000315,"Oso slept unconcernedly, his rifle cradled in his arms.",-145.5994176864624,18
brown.000316,I didn't catch a wink.,-55.2767391204834,10
brown.000317,"Every time I closed my eyes, I saw Gray Eyes rushing at me with a knife.",-160.90585947036743,20
brown.000318,It was a relief when they finally came.,-80.38892126083374,11
brown.000319,I could see them in my sights.,-98.29904747009277,10
brown.000320,They were about a mile off.,-84.6945366859436,9
brown.000321,Under me the ground quivered slightly.,-100.1516227722168,11
brown.000322,"At first they were only feathers and dark indistinguishable faces and bodies, hunched over their horses' heads.",-227.3312487602234,27
brown.000323,Gradually they emerged as men.,-83.96284580230713,10
brown.000324,Gray Eyes was in the lead.,-105.30797910690308,9
brown.000325,"His face was split by a vermilion streak, his eyes were pools of white.",-171.1494746208191,21
brown.000326,Jagged red and black medicine symbols covered his chest.,-111.44726276397705,14
brown.000327,He was naked except for a clout.,-82.24082136154175,12
brown.000328,Next to him was a young boy I was sure had sat near me at one of the trading sessions.,-185.69755172729492,23
brown.000329,"His mouth was open, his neck corded with the strain of his screams.",-106.77208375930786,18
brown.000330,I found his chest in my sights.,-81.78065824508667,10
brown.000331,It had a red circle.,-85.78187274932861,8
brown.000332,The circle came nearer and nearer.,-93.50571060180664,9
brown.000333,"My God, how long is he going to wait, I thought.",-95.29319763183594,16
brown.000334,At first I thought he had missed.,-92.01805210113525,10
brown.000335,The feathered lance was still above his head.,-91.56221294403076,12
brown.000336,"As he started to slump over, another warrior swung him onto his horse.",-129.84278202056885,18
brown.000337,He started to run but Oso's shot caught him on the wing.,-122.8703966140747,18
brown.000338,He jerked once in the grass and lay still.,-82.68008995056152,12
brown.000339,What else he said was lost in the rattle of gunfire on all sides.,-123.04783296585083,18
brown.000340,"The Aricaras broke under the devastating fire, wheeled and retreated.",-120.08150053024292,16
brown.000341,Far up the valley I could see the Rees circling and reorganizing.,-197.56316232681274,18
brown.000342,A horse screamed as it twisted from side to side in a frenzy.,-128.28940200805664,16
brown.000343,The square head fell over.,-78.88540506362915,8
brown.000344,"His legs pumped furiously, his long black hair streamed out behind him.",-133.34683895111084,16
brown.000345,There was a ragged volley.,-94.96797037124634,9
brown.000346,He was dead before he hit the ground.,-83.30636215209961,11
brown.000347,The sharp cries at the end of the valley were faint.,-112.02926683425903,14
brown.000348,They grew louder as the Indians charged again.,-105.57670974731445,11
brown.000349,"I could see their faces glistening with sweat and bear grease, their mouths open, shouting their spine-chilling cries.",-264.02420806884766,29
brown.000350,The war captain had been badly wounded and was fighting to hold his seat.,-118.4837851524353,17
brown.000351,I could see the blood running down his chest.,-107.93044710159302,12
brown.000352,"He was riding between two warriors, who held him erect when he started to slump.",-146.45821714401245,20
brown.000353,In my sights I watched him looming bigger and bigger.,-121.13962268829346,13
brown.000354,Montero's shot had caught him high in the chest.,-101.54719495773315,15
brown.000355,There was no doubt he was dying.,-90.44057369232178,10
brown.000356,Again we waited for Montero.,-112.28003025054932,9
brown.000357,"This time he delayed so long that some of the engages shouted frantically, but they held their fire.",-187.37829160690308,22
brown.000358,The horses were only several lengths away when he fired.,-125.08187818527222,13
brown.000359,The bullet flung Gray Eyes from his horse.,-94.9862928390503,11
brown.000360,Our rolling volley swept most of the other riders from their mounts.,-112.0646276473999,16
brown.000361,But a few reached our wall.,-108.59413528442383,9
brown.000362,I heard the whir of an ax and a Canadian's face burst apart in a bloody spray.,-143.7471809387207,24
brown.000363,I saw Little Billy rise and fire almost point blank and an Indian's face became shattered flesh and bone.,-213.4638171195984,24
brown.000364,"Oso reached up, jerked the buck from the bale and snapped his neck.",-152.61658811569214,20
brown.000365,"Other Indians were running at the ponies, shrilling and waving blankets.",-163.77075576782227,18
brown.000366,"Reverend Jason got one, the Canadians the others.",-92.97929096221924,12
brown.000367,The ponies were almost uncontrollable.,-90.23517990112305,13
