sentence id,sentence,PLL score,nr. of tokens
brown.000054,"You fell down in front of the house, and I carried you in.",-18.144527435302734,17
brown.000055,"She stared at him, her eyes wide as she thought about what he had said.",-4.047798156738281,19
brown.000056,"She got to her feet, staggered, and almost fell.",-7.333492279052734,14
brown.000057,He caught her by an arm and helped her into the kitchen.,-20.905290603637695,15
brown.000058,"She sat down at the table, shaking her head.",-3.3481760025024414,13
brown.000059,He told himself he had never seen two people eat so much.,-13.347169876098633,15
brown.000060,"When they were finally satisfied, Jones said,"" I think he's going to give us work"".",-32.967018604278564,24
brown.000061,The grateful way she looked at Morgan made him ashamed of himself.,-22.20389175415039,15
brown.000062,"When he saw the expression in her eyes, he knew he couldn't send them on.",-24.421323776245117,21
brown.000063,"She said,"" I guess the Lord looks out for fools, drunkards, and innocents"".",-40.87236785888672,24
brown.000064,"She helped him with the dishes, then he brought more water in from the spring before it got dark.",-37.55784606933594,23
brown.000065,He carried the tub from the back of the house where it hung from a nail in the wall.,-29.97262191772461,22
brown.000066,"Your feet are in bad shape, Mrs. Jones.",-12.292627334594727,13
brown.000067,"He nodded and, going into the bedroom, brought a needle, thread, and scissors.",-27.40684413909912,22
brown.000068,"He said:"" I'm going to bed"".",-6.654891014099121,14
brown.000069,He nodded at the door in front of him.,-11.873880863189697,12
brown.000070,"Jones followed him into the front room, closing the door behind him.",-18.573777198791504,16
brown.000071,We haven't slept together since we started.,-6.87364387512207,12
brown.000072,"They were a pair of lost, whipped kids, Morgan thought as he went to bed.",-41.169020652770996,20
brown.000073,Gavin sank down again into his chair and began to rock.,-21.929198265075684,14
brown.000074,It was the only thing in his life for which he felt guilt.,-9.680208683013916,16
brown.000075,Clayton tried to call back the face of the man he had known.,-27.507113456726074,16
brown.000076,Against that other man he could rally his anger.,-29.004483222961426,12
brown.000077,Against this bent man in the chair he was powerless.,-40.14065504074097,14
brown.000078,Gavin's lips moved so that Clayton had to stoop to catch the words.,-43.504693031311035,20
brown.000079,"Just a half-breed'pache, never said much, never meant anythin to me, but he stuck with me.",-58.25784778594971,28
brown.000080,"He got into a fight with Tom English, your brother's son.",-32.96180486679077,17
brown.000081,"It was a fair fight, the boy provoked it -- Big Charlie told me so.",-40.85582208633423,20
brown.000082,"They killed Big Charlie, dumped his body in my rose garden two nights ago.",-30.35559844970703,18
brown.000083,"My men, they all left me.",-20.476881504058838,10
brown.000084,"I didn't understand why, Clay.",-22.80220317840576,11
brown.000085,They just all cleared out.,-22.341641902923584,8
brown.000086,"He wiped his lips with a sleeve, then stared at Clayton in a childish kind of wonder.",-51.769585609436035,22
brown.000087,"Clayton choked, shook his head, murmuring,"" No"".",-41.5251669883728,16
brown.000088,The old man beckoned with one finger and Clayton went forward to him.,-45.428489685058594,17
brown.000089,Gavin slipped his arms around his chest and hugged him fiercely.,-27.101057052612305,14
brown.000090,I saw you driftin away -- but I tried.,-31.792713165283203,14
brown.000091,And you wanted no part of me when I had so much to give.,-17.370637893676758,17
brown.000092,Now there's nothin left of me.,-25.19133186340332,12
brown.000093,"Laurel is gone, my men are gone, Ed is dead -- and you come to me, to help me.",-41.36670684814453,26
brown.000094,"God in Heaven, I can't refuse you now.",-14.475945472717285,14
brown.000095,That would mock me too much!!,-22.532955169677734,10
brown.000096,Clayton freed himself from the embrace and stepped back.,-19.76244354248047,12
brown.000097,The eyes followed him fearfully.,-25.415691375732422,9
brown.000098,I'll saddle the horses and bring them round.,-10.228694438934326,13
brown.000099,He burst from the hot confinement of the room into the cold night air.,-29.59833812713623,17
brown.000100,When he had finished he led him and the mare to the porch.,-25.7632474899292,16
brown.000101,"The stallion had smelled the mare coming into heat and began to paw the turf, shaking his head.",-47.8459415435791,23
brown.000102,Clayton looped the reins in a knot over the veranda post and patted the warm flesh of his neck.,-63.75672245025635,25
brown.000103,The mare had backed away.,-15.857329368591309,8
brown.000104,"Gavin stood on the porch, a thin figure.",-24.305044174194336,12
brown.000105,Clayton called to him and he came slowly down the steps.,-31.618185997009277,14
brown.000106,There's someone there I have to see.,-9.845527648925781,12
brown.000107,We may take her with us -- to California.,-18.23536968231201,13
brown.000108,"I don't know yet, it's crazy.",-13.570165157318115,14
brown.000109,I have to think about it.,-2.906771659851074,9
brown.000110,A man could make a mark there.,-16.405814170837402,10
brown.000111,He approached the horse and laid a hand on the stallion's quivering neck.,-26.632878303527832,20
brown.000112,"Clayton lifted him gently into the saddle, like a child.",-21.80852508544922,14
brown.000113,Lived alone by the river.,-18.40702247619629,9
brown.000114,"It was nice then, so peaceful and quiet.",-15.332159042358398,12
brown.000115,There was no one but me.,-2.9394102096557617,9
brown.000116,Clayton swung into the saddle and whacked the stallion's rump.,-38.93491077423096,18
brown.000117,They rode at a measured pace through the valley.,-15.703340530395508,12
brown.000118,Dawn would come soon and the night was at its coldest.,-14.785826683044434,15
brown.000119,In that inert landscape the caravan of his desires passed before his mind.,-61.206839084625244,17
brown.000120,"He saw them ambushed, strewn in the postures of the broken and the dying.",-59.1372766494751,21
brown.000121,They passed ranches that were framed dark gray against the black hills.,-50.96685075759888,16
brown.000122,Then at last the darkness began to dissolve.,-10.478570938110352,11
brown.000123,"The two men whipped their horses into town and flung themselves up the steps of the saloon, crying their intelligence.",-63.200300216674805,24
brown.000124,"The men in Pettigrew's were tired from a night's drinking, their faces red and baggy.",-60.93631458282471,27
brown.000125,But the liquor had flushed their courage.,-31.453039169311523,10
brown.000126,"They greeted the news angrily, as though they had been cheated of purpose.",-44.051777362823486,17
brown.000127,"Lester heard their muttering, saw their eyes reveal their desire.",-40.37942028045654,14
brown.000128,"That's what you wanted, isn't it??",-14.8981351852417,15
brown.000129,"Clayton is with him, takin him out of the valley.",-52.379074573516846,15
brown.000130,Joe Purvis was thinking back many years.,-46.501558780670166,12
brown.000131,"He remembered Gavin's smirk, his own cringing feeling, his impotence.",-60.192198276519775,20
brown.000132,Then he thought of a time when Clayton's horse had fallen lame in the Gap.,-30.170656204223633,20
brown.000133,He wouldn't even dance with her at Gavin's party.,-15.317416667938232,16
brown.000134,He treats her like she was dirt.,-13.714317321777344,10
brown.000135,It was the night Clayton had tricked them in the poker game.,-32.67419624328613,16
brown.000136,He meant to help Gavin all the time.,-26.221922874450684,11
brown.000137,There are plenty of fresh horses halfway at my place.,-33.97916030883789,13
brown.000138,"If we let them go, they won't stay away, they'll find men to ride with them and they'll be back.",-31.218547821044922,31
brown.000139,Lester's hand fluttered to Cabot's shoulder.,-31.719731330871582,15
brown.000140,Purvis and Silas Pettigrew were the last to leave.,-54.1728196144104,17
brown.000141,They mounted up and rode slowly behind the others at a safe distance.,-23.389208793640137,16
brown.000142,The mare began to tire and Clayton felt the spray of snow from the hoofs of Gavin's stallion.,-50.787296295166016,25
brown.000143,He looked over his shoulder at the thin dotting of pursuers.,-34.09339618682861,16
brown.000144,They neither gained nor fell back.,-14.116561889648438,9
brown.000145,He rode low on the mare's neck.,-17.581451416015625,12
brown.000146,"Ahead of him Gavin turned slightly off the trail and pointed for the Gap, no more than a mile away.",-44.09449243545532,24
brown.000147,Gavin's face was bloodless with excitement.,-28.828840732574463,12
brown.000148,He did not look back.,-4.672116279602051,8
brown.000149,He could feel more than hear the staccato beat of hoofs that fanned out across the prairie to the north.,-65.43425416946411,29
brown.000150,Now they were riding to kill him.,-18.169118881225586,10
brown.000151,"And he was fleeing, running -- fleeing his death and his life at the same time.",-26.944497108459473,21
brown.000152,The land over which he sped was the land he had created and lived in: his valley.,-30.170334339141846,21
brown.000153,"California is too far, he thought.",-19.270747184753418,10
brown.000154,He would never reach California.,-18.711525917053223,8
brown.000155,The sentry was not dead.,-19.06743335723877,9
brown.000156,"He was, in fact, showing signs of reviving.",-17.882723808288574,15
brown.000157,He had been carrying an Enfield rifle and a holstered navy cap-and-ball pistol.,-57.24218511581421,23
brown.000158,A bayonet hung in a belt scabbard.,-55.63850212097168,15
brown.000159,He was partially uniformed in a cavalry tunic and hat.,-34.489787101745605,14
brown.000160,Mike stripped these from him and donned them.,-33.0552453994751,12
brown.000161,"He and Dean tied and gagged the man, using his belt and shirt for the purpose.",-39.162964820861816,21
brown.000162,They dragged him inside the building.,-10.740324020385742,9
brown.000163,"Fiske joined them, unsteady on his feet.",-32.45804500579834,14
brown.000164,"Julia, seeing the bandage, rushed to him.",-23.73891305923462,12
brown.000165,He turned to Susan and kissed her on the cheek.,-8.842567443847656,13
brown.000166,"Mike debated it, trying to decide whether Fiske was strong enough to ride.",-47.22163772583008,18
brown.000167,But it at least offered him a chance for living.,-19.513352870941162,13
brown.000168,"And, for the sake of Julia and Susan, it had to be tried.",-24.9471116065979,18
brown.000169,The guerrilla bivouac remained silent.,-45.58363342285156,11
brown.000170,Light showed in the orderly room across the parade ground.,-35.28823757171631,13
brown.000171,Someone evidently was on duty there.,-17.14783000946045,9
brown.000172,No doubt there would be men guarding the horses.,-11.436620712280273,12
brown.000173,"About a dozen animals were held inside the stockade, as best Mike could make out in the moonlight.",-39.293643951416016,23
brown.000174,Evidently this was a precaution so that mounts would be available in an emergency.,-52.962646484375,21
brown.000175,He handed the guard's rifle to Fiske.,-28.986852645874023,13
brown.000176,You stay with the ladies.,-11.339144706726074,8
brown.000177,He handed the bayonet to Dean and kept the pistol.,-34.89232110977173,15
brown.000178,Susan halted Dean and kissed him.,-34.54827642440796,9
brown.000179,"She clung to him, talking to him, and dabbing at her eyes.",-42.5998477935791,19
brown.000180,Dean turned from Susan and took Julia Fortune in his arms.,-40.91538333892822,14
brown.000181,"He kissed her also, and with deep tenderness.",-21.118420600891113,13
brown.000182,She too began to weep.,-16.800772666931152,9
brown.000183,He released her and joined Mike.,-16.79653263092041,9
brown.000184,He wanted no more sentimental scenes with her.,-20.81220817565918,12
brown.000185,He might say or do something foolish.,-8.522439002990723,10
brown.000186,Something all of them would regret.,-9.555639266967773,9
brown.000187,"And using him, Mike McLish, as a sop to her pride.",-75.97442674636841,20
brown.000188,"Holding the pistol concealed, he walked to the rear wall of the stockade.",-39.38171672821045,18
brown.000189,It was pierced by a wagon gate built of two wings.,-40.583221435546875,14
brown.000190,Mike passed through it and moved toward the dark mass of horses.,-35.181565284729004,15
brown.000191,"They were tethered, army style, on stable lines.",-44.60713529586792,15
brown.000192,The guard stood in the shadow of the stockade wall just out of reach of the moonlight.,-34.767189502716064,21
brown.000193,Mike kept walking and got within arm's reach before the man became suspicious and straightened from his lax slouch.,-56.31338691711426,27
brown.000194,Mike struck with the muzzle of the pistol.,-22.887779712677002,11
brown.000195,But the luck that had been running their way left him.,-36.644853591918945,14
brown.000196,The guard instinctively parried the blow with his rifle.,-25.37786293029785,13
brown.000197,He tried to veer the rifle around to fire into Mike's body.,-37.154141902923584,18
brown.000198,"Mike, off balance, managed to bat the muzzle away a moment before it exploded.",-25.648138523101807,19
brown.000199,Mike swung the pistol in a savage backlash.,-29.31287145614624,12
brown.000200,"This time it connected solidly on the man's temple, felling him.",-36.82545709609985,19
brown.000201,The startled horses began rearing on their tethers.,-35.451895236968994,14
brown.000202,"The sentry's saddled horse stood picketed nearby, having been kept handy in case of need.",-52.32029104232788,24
brown.000203,Mike took the bayonet from Dean's hand and slashed the picket line.,-45.828168869018555,20
brown.000204,Dean resisted Mike's attempt to push him toward the horse.,-33.36383676528931,15
brown.000205,It's our only chance now.,-3.3303260803222656,10
brown.000206,Try to find these Feds.,-22.53107261657715,9
brown.000207,The rest of us can fort up in the house and hang on until you get back.,-28.82907009124756,20
brown.000208,"Dean still hesitated, but Mike lifted him almost bodily into the saddle and thrust the reins in his hand.",-50.96989822387695,23
brown.000209,Watch out for Apaches when it comes daylight.,-24.134724617004395,12
brown.000210,"We'll still have the rifle, and I might be able to round up some more.",-22.018924713134766,21
brown.000211,Dean leaned from the saddle and gave him a mighty whack on the back.,-42.97569751739502,18
brown.000212,Then he was on his way at a gallop.,-19.709819793701172,13
brown.000213,"Mike ran down the line, slashing picket ropes with the bayonet.",-58.41645622253418,19
brown.000214,He lifted a screeching war whoop.,-47.797868728637695,13
brown.000215,That touched off a total stampede.,-34.99352407455444,10
brown.000216,He darted inside the stockade and freed the horses there.,-37.06602334976196,14
brown.000217,These poured through the gate and joined the flight.,-31.658961296081543,12
brown.000218,"The animals thundered away into the moonlight, heading for the ridges.",-38.26440382003784,16
brown.000219,The guerrillas were swarming from their bivouac at the west end of the enclosure.,-67.94075632095337,23
brown.000220,His shout had been taken up and repeated.,-20.9024019241333,11
brown.000221,The guerrillas were running across the parade ground and through the rear gate in the wake of the departing horses.,-41.42796277999878,24
brown.000222,"All were carrying guns they had seized up, but they were half-clad or hardly clad at all.",-46.66715621948242,23
brown.000223,Durkin and Calhoun came running from the post.,-44.26498317718506,12
brown.000224,They had pistols in their hands.,-6.29094934463501,9
brown.000225,They bawled questions that were not answered in the uproar.,-44.480873584747314,17
brown.000226,They followed the others toward the east gate.,-16.739995002746582,11
brown.000227,Beyond the stockade rifles began to explode as some of the guerrillas fired at shadows that they imagined were Apaches.,-79.57700490951538,26
brown.000228,Mike made a dash to the rear of the frame buildings.,-32.745412826538086,14
brown.000229,He crawled beneath the two supply wagons which stood between the buildings and peered around a corner.,-33.397826194763184,20
brown.000230,Mike crawled to the door and peered in.,-17.212613105773926,11
brown.000231,The orderly room seemed to be deserted.,-14.95198917388916,10
brown.000232,"A lantern hung from a peg, giving light.",-18.09980297088623,13
brown.000233,"Ducking inside, he found that three rifles were stacked in a corner.",-32.55502700805664,17
brown.000234,"A brace of pistols, holstered on belts, hung from a peg, along with ammunition pouches.",-56.32237243652344,25
brown.000235,"An ammunition case stood open, containing canisters which contained powder cartridges.",-37.54808330535889,17
brown.000236,Shouldering the load he peered from the door.,-31.507244110107422,12
brown.000237,"He looked at the looming hoods of the supply wagons, struck by a new inspiration.",-39.389416217803955,20
brown.000238,He set his bundle down.,-14.091547012329102,8
brown.000239,"Snatching the lantern from its peg, he shattered its globe with a blow against a post.",-57.32322931289673,23
brown.000240,He picked up the powder canister and ran out.,-19.705949783325195,13
brown.000241,"Bursting paper cartridges, he scattered powder beneath the nearest wagon and dumped the contents of the canister upon it.",-79.79748582839966,26
brown.000242,"He shouldered the blanket again, backed off, and tossed the lantern with its open wick beneath the wagon.",-62.813827991485596,25
brown.000243,He turned and raced across the parade ground toward the rock house.,-32.02529716491699,15
brown.000244,Powder flame gushed beneath the wagon.,-56.04914426803589,13
brown.000245,The stockade was brilliantly lighted and the guerrillas sighted him.,-55.40243101119995,17
brown.000246,Bullets began to snap past him.,-27.662638187408447,10
brown.000247,One struck the muzzle of one of the rifles that projected from the shoulder pack.,-34.22649383544922,18
brown.000248,"Its force spun him around, but he recovered and got into stride again.",-24.494986534118652,17
brown.000249,A bullet tore the earth from beneath his foot when he was a stride or two from safety.,-31.841479301452637,21
brown.000250,Another struck him heavily in the thigh and he went down.,-18.617239475250244,14
brown.000251,Guerrillas were racing toward him.,-22.590190410614014,11
brown.000252,Susan and Julia came from the door and dragged him with them.,-35.643128395080566,15
brown.000253,The three of them floundered through the door into the interior and fell in a heap.,-39.11567401885986,22
brown.000254,Susan bounced to her feet and slammed the door.,-15.078804016113281,12
brown.000255,"She crouched aside as bullets beat at the portal, chewing into the planks.",-60.319273948669434,18
brown.000256,Some tore entirely through the whipsawed post oak.,-73.16373205184937,13
brown.000257,"The iron hinges held, but the planks were in danger of being torn from the crossbars.",-46.334903717041016,24
brown.000258,"Mike rolled to Susan, grasped her around the knees, dragging her off her feet.",-49.85420322418213,19
brown.000259,"He hovered over her to shield her, for spent bullets were thudding against the rear walls.",-50.718472480773926,21
brown.000260,He peered from a loophole.,-29.39864730834961,9
brown.000261,"Guerrillas were only a dozen yards away, charging the house.",-36.05608510971069,17
brown.000262,Mike snatched a pistol from the heap of scattered booty and fired.,-38.93132019042969,16
brown.000263,He dropped a man with the first bullet.,-22.33336067199707,11
brown.000264,At the same moment Wheeler Fiske fired the rifle Mike had given him and another guerrilla was hit.,-61.05633354187012,22
brown.000265,The guerrillas scattered for cover.,-21.388575077056885,9
brown.000266,The wagons were burning fiercely.,-15.535953521728516,8
brown.000267,The mudwagon had caught fire also.,-32.81351280212402,11
brown.000268,The blaze was spreading to the frame buildings.,-27.58530855178833,11
brown.000269,The guerrillas realized they faced a new problem.,-19.30331516265869,12
brown.000270,The guerrillas began a frantic search for pails in which to bring water from the spring.,-44.75530004501343,21
brown.000271,But what few containers they found were inadequate.,-24.908504486083984,11
brown.000272,"Many of them, in increasing panic, came running with water in their hats in a ludicrous effort.",-62.98431587219238,25
brown.000273,Both buildings were in flames.,-10.424145698547363,8
brown.000274,The heat drove the guerrillas back.,-24.764802932739258,10
brown.000275,The roof of the command post began to buckle.,-16.531496047973633,13
brown.000276,One of the wagons erupted a massive pillar of flame.,-23.77181053161621,13
brown.000277,A sizable supply of powder had been touched off.,-40.50263690948486,13
brown.000278,The wagons and the coach were beyond saving and so were the buildings.,-29.350950717926025,16
brown.000279,"The glow of the fire reached through the openings in the windows, giving light enough to examine Mike's wound.",-40.075090408325195,25
brown.000280,But it had missed the bone and had passed on through.,-33.51929807662964,14
brown.000281,Susan and Julia ripped strips from their clothing and bound the injury.,-45.58121728897095,15
brown.000282,Mike tested the leg and found that he was able to hobble around on it.,-37.34845733642578,19
brown.000283,"Now dammit, I don't want to go into any more explanations.",-36.1632399559021,18
brown.000284,"Reverend Jason, looking worried, hurried toward us.",-26.61005687713623,12
brown.000285,He brushed past the clergyman and walked into the center of the camp.,-24.355810165405273,16
brown.000286,"For a second, engages, cooks, voyageurs appeared struck dumb.",-79.80137825012207,17
brown.000287,They all flew into action.,-10.391164779663086,8
brown.000288,The Aricaras treated us like friends.,-40.87692165374756,11
brown.000289,And here all the time you knew the Sioux would be using our rifles on them!!,-46.891374588012695,20
brown.000290,Oso gave me an unruffled look.,-33.522109031677246,12
brown.000291,That's why the British never got the tribes to fight for the King.,-38.12190103530884,18
brown.000292,Mr. Manuel whispered in the ears of the Sioux that the Cheyennes were comin' to raid'em for their horses.,-51.90850830078125,28
brown.000293,Then he went on to the Cheyennes and told them that the Sioux was goin' to move up.,-36.71347093582153,23
brown.000294,He did that with all the Nations.,-24.1943416595459,10
brown.000295,"Hell, they were fightin' each other so hard they had no time for anyone else.",-20.591042518615723,21
brown.000296,The War Department wrote Mr. Manuel a letter and said he was a hero.,-20.399459838867188,18
brown.000297,In this country there's a war on every time the grass turns green.,-27.85026454925537,18
brown.000298,"First it was the Nations against themselves, then it was them against the whites.",-31.17907476425171,18
brown.000299,I remember being told it would happen so fast people would think it took place overnight.,-18.199880599975586,19
brown.000300,Once we get over the mountains others will come along.,-18.25097942352295,13
brown.000301,That's why the Trust don't want us to make it.,-25.185948371887207,17
brown.000302,Before we get through he'll have the Blackfeet hankerin' for our hair and our goods.,-102.79508399963379,26
brown.000303,"Still, I was disgusted with myself for agreeing with Montero's methods.",-28.39311981201172,18
brown.000304,"Surprisingly, he had told the others what he had done.",-21.687763214111328,17
brown.000305,Reverend Jason was understandably bitter.,-38.35962629318237,9
brown.000306,"But Oso replied calmly,"" Trouble ain't easy to dodge out in this country, rev'rend"".",-78.15175676345825,29
brown.000307,Gray Eyes attacked our camp just as the first pink threads stitched together the hills and the sky.,-82.65561723709106,23
brown.000308,Our camp was in the center of a wide valley.,-15.472902297973633,13
brown.000309,The pony herd was the one flaw in our defense.,-46.76872682571411,15
brown.000310,The Rees undoubtedly would try to cut down as many of the animals as possible.,-40.68635654449463,18
brown.000311,Wildly bucking horses would make the position difficult to defend against charging warriors.,-52.1141095161438,18
brown.000312,"Buckets were filled, the herd fed and watered.",-33.8270697593689,14
brown.000313,The worst part had been the waiting.,-9.705071926116943,10
brown.000314,"Coyotes and hunting wolves sounded like signaling Indian scouts, the whinny of a restless pony made one's skin crawl.",-97.63405656814575,29
brown.000315,"Oso slept unconcernedly, his rifle cradled in his arms.",-47.82429361343384,18
brown.000316,I didn't catch a wink.,-12.328789710998535,10
brown.000317,"Every time I closed my eyes, I saw Gray Eyes rushing at me with a knife.",-23.25493335723877,20
brown.000318,It was a relief when they finally came.,-10.958562850952148,11
brown.000319,I could see them in my sights.,-15.33187198638916,10
brown.000320,They were about a mile off.,-5.677709579467773,9
brown.000321,Under me the ground quivered slightly.,-26.439427375793457,11
brown.000322,"At first they were only feathers and dark indistinguishable faces and bodies, hunched over their horses' heads.",-83.48104238510132,27
brown.000323,Gradually they emerged as men.,-23.795664310455322,10
brown.000324,Gray Eyes was in the lead.,-17.896482467651367,9
brown.000325,"His face was split by a vermilion streak, his eyes were pools of white.",-55.45919179916382,21
brown.000326,Jagged red and black medicine symbols covered his chest.,-40.95800495147705,14
brown.000327,He was naked except for a clout.,-30.053304195404053,12
brown.000328,Next to him was a young boy I was sure had sat near me at one of the trading sessions.,-32.556010246276855,23
brown.000329,"His mouth was open, his neck corded with the strain of his screams.",-28.676873207092285,18
brown.000330,I found his chest in my sights.,-23.181967735290527,10
brown.000331,It had a red circle.,-13.749693393707275,8
brown.000332,The circle came nearer and nearer.,-11.232482433319092,9
brown.000333,"My God, how long is he going to wait, I thought.",-10.156003952026367,16
brown.000334,At first I thought he had missed.,-12.9034104347229,10
brown.000335,The feathered lance was still above his head.,-27.7888240814209,12
brown.000336,"As he started to slump over, another warrior swung him onto his horse.",-45.833858489990234,18
brown.000337,He started to run but Oso's shot caught him on the wing.,-37.94548845291138,18
brown.000338,He jerked once in the grass and lay still.,-24.502562522888184,12
brown.000339,What else he said was lost in the rattle of gunfire on all sides.,-26.7986478805542,18
brown.000340,"The Aricaras broke under the devastating fire, wheeled and retreated.",-54.55173921585083,16
brown.000341,Far up the valley I could see the Rees circling and reorganizing.,-58.70545673370361,18
brown.000342,A horse screamed as it twisted from side to side in a frenzy.,-16.510777473449707,16
brown.000343,The square head fell over.,-25.809587001800537,8
brown.000344,"His legs pumped furiously, his long black hair streamed out behind him.",-19.526975631713867,16
brown.000345,There was a ragged volley.,-20.29752540588379,9
brown.000346,He was dead before he hit the ground.,-3.0470895767211914,11
brown.000347,The sharp cries at the end of the valley were faint.,-27.110727787017822,14
brown.000348,They grew louder as the Indians charged again.,-20.837594985961914,11
brown.000349,"I could see their faces glistening with sweat and bear grease, their mouths open, shouting their spine-chilling cries.",-67.02150583267212,29
brown.000350,The war captain had been badly wounded and was fighting to hold his seat.,-29.1109676361084,17
brown.000351,I could see the blood running down his chest.,-6.5565185546875,12
brown.000352,"He was riding between two warriors, who held him erect when he started to slump.",-41.27919578552246,20
brown.000353,In my sights I watched him looming bigger and bigger.,-29.527281761169434,13
brown.000354,Montero's shot had caught him high in the chest.,-29.239779472351074,15
brown.000355,There was no doubt he was dying.,-8.796586990356445,10
brown.000356,Again we waited for Montero.,-26.68120288848877,9
brown.000357,"This time he delayed so long that some of the engages shouted frantically, but they held their fire.",-42.48806571960449,22
brown.000358,The horses were only several lengths away when he fired.,-24.58457088470459,13
brown.000359,The bullet flung Gray Eyes from his horse.,-41.52226114273071,11
brown.000360,Our rolling volley swept most of the other riders from their mounts.,-40.81454849243164,16
brown.000361,But a few reached our wall.,-28.722289562225342,9
brown.000362,I heard the whir of an ax and a Canadian's face burst apart in a bloody spray.,-61.87132167816162,24
brown.000363,I saw Little Billy rise and fire almost point blank and an Indian's face became shattered flesh and bone.,-50.793700218200684,24
brown.000364,"Oso reached up, jerked the buck from the bale and snapped his neck.",-61.96958351135254,20
brown.000365,"Other Indians were running at the ponies, shrilling and waving blankets.",-57.60273838043213,18
brown.000366,"Reverend Jason got one, the Canadians the others.",-45.38399124145508,12
brown.000367,The ponies were almost uncontrollable.,-35.536675453186035,13
