sentence id,sentence,PLL score,nr. of tokens
brown.000157,He had been carrying an Enfield rifle and a holstered navy cap-and-ball pistol.,-78.40108489990234,21
brown.000158,A bayonet hung in a belt scabbard.,-48.42848587036133,11
brown.000159,He was partially uniformed in a cavalry tunic and hat.,-56.3113899230957,13
brown.000160,Mike stripped these from him and donned them.,-56.490196228027344,10
brown.000161,"He and Dean tied and gagged the man, using his belt and shirt for the purpose.",-75.15352630615234,19
brown.000162,They dragged him inside the building.,-31.921279907226562,7
brown.000163,"Fiske joined them, unsteady on his feet.",-46.57368087768555,13
brown.000164,"Julia, seeing the bandage, rushed to him.",-51.75129699707031,12
brown.000165,He turned to Susan and kissed her on the cheek.,-35.49310302734375,11
brown.000166,"Mike debated it, trying to decide whether Fiske was strong enough to ride.",-79.2021713256836,17
brown.000167,But it at least offered him a chance for living.,-46.70840835571289,11
brown.000168,"And, for the sake of Julia and Susan, it had to be tried.",-61.03597640991211,16
brown.000169,The guerrilla bivouac remained silent.,-45.009307861328125,9
brown.000170,Light showed in the orderly room across the parade ground.,-61.752716064453125,11
brown.000171,Someone evidently was on duty there.,-42.785282135009766,7
brown.000172,No doubt there would be men guarding the horses.,-49.690826416015625,10
brown.000173,"About a dozen animals were held inside the stockade, as best Mike could make out in the moonlight.",-87.7694320678711,22
brown.000174,Evidently this was a precaution so that mounts would be available in an emergency.,-69.06751251220703,16
brown.000175,He handed the guard's rifle to Fiske.,-48.96857833862305,11
brown.000176,You stay with the ladies.,-30.487377166748047,6
brown.000177,He handed the bayonet to Dean and kept the pistol.,-50.779239654541016,12
brown.000178,Susan halted Dean and kissed him.,-41.498653411865234,7
brown.000179,"She clung to him, talking to him, and dabbing at her eyes.",-51.82543182373047,17
brown.000180,Dean turned from Susan and took Julia Fortune in his arms.,-68.1227035522461,12
brown.000181,"He kissed her also, and with deep tenderness.",-48.666229248046875,11
brown.000182,She too began to weep.,-28.312192916870117,6
brown.000183,He released her and joined Mike.,-42.31719207763672,7
brown.000184,He wanted no more sentimental scenes with her.,-44.78322219848633,9
brown.000185,He might say or do something foolish.,-32.1102180480957,8
brown.000186,Something all of them would regret.,-37.982364654541016,7
brown.000187,"And using him, Mike McLish, as a sop to her pride.",-84.57820129394531,16
brown.000188,"Holding the pistol concealed, he walked to the rear wall of the stockade.",-59.465267181396484,17
brown.000189,It was pierced by a wagon gate built of two wings.,-70.2751693725586,12
brown.000190,Mike passed through it and moved toward the dark mass of horses.,-68.10337829589844,13
brown.000191,"They were tethered, army style, on stable lines.",-61.79358673095703,12
brown.000192,The guard stood in the shadow of the stockade wall just out of reach of the moonlight.,-63.396148681640625,20
brown.000193,Mike kept walking and got within arm's reach before the man became suspicious and straightened from his lax slouch.,-98.55595397949219,23
brown.000194,Mike struck with the muzzle of the pistol.,-44.471466064453125,9
brown.000195,But the luck that had been running their way left him.,-55.44307327270508,12
brown.000196,The guard instinctively parried the blow with his rifle.,-46.08142852783203,11
brown.000197,He tried to veer the rifle around to fire into Mike's body.,-64.72716522216797,15
brown.000198,"Mike, off balance, managed to bat the muzzle away a moment before it exploded.",-83.70266723632812,17
brown.000199,Mike swung the pistol in a savage backlash.,-58.652679443359375,9
brown.000200,"This time it connected solidly on the man's temple, felling him.",-73.22171020507812,15
brown.000201,The startled horses began rearing on their tethers.,-51.316490173339844,11
brown.000202,"The sentry's saddled horse stood picketed nearby, having been kept handy in case of need.",-91.08357238769531,22
brown.000203,Mike took the bayonet from Dean's hand and slashed the picket line.,-69.16059112548828,16
brown.000204,Dean resisted Mike's attempt to push him toward the horse.,-55.55596160888672,12
brown.000205,It's our only chance now.,-29.245960235595703,7
brown.000206,Try to find these Feds.,-37.06980895996094,7
brown.000207,The rest of us can fort up in the house and hang on until you get back.,-71.1924057006836,18
brown.000208,"Dean still hesitated, but Mike lifted him almost bodily into the saddle and thrust the reins in his hand.",-86.76815795898438,21
brown.000209,Watch out for Apaches when it comes daylight.,-50.28094482421875,10
brown.000210,"We'll still have the rifle, and I might be able to round up some more.",-60.4814453125,18
brown.000211,Dean leaned from the saddle and gave him a mighty whack on the back.,-59.690216064453125,16
brown.000212,Then he was on his way at a gallop.,-37.31557846069336,11
brown.000213,"Mike ran down the line, slashing picket ropes with the bayonet.",-68.73426818847656,15
brown.000214,He lifted a screeching war whoop.,-45.30281066894531,9
brown.000215,That touched off a total stampede.,-36.47550582885742,8
brown.000216,He darted inside the stockade and freed the horses there.,-56.36211395263672,13
brown.000217,These poured through the gate and joined the flight.,-53.4501953125,10
brown.000218,"The animals thundered away into the moonlight, heading for the ridges.",-65.1941146850586,17
brown.000219,The guerrillas were swarming from their bivouac at the west end of the enclosure.,-69.56544494628906,21
brown.000220,His shout had been taken up and repeated.,-42.55794906616211,9
brown.000221,The guerrillas were running across the parade ground and through the rear gate in the wake of the departing horses.,-88.11227416992188,23
brown.000222,"All were carrying guns they had seized up, but they were half-clad or hardly clad at all.",-91.20034790039062,21
brown.000223,Durkin and Calhoun came running from the post.,-59.249141693115234,11
brown.000224,They had pistols in their hands.,-28.231121063232422,7
brown.000225,They bawled questions that were not answered in the uproar.,-57.16489791870117,13
brown.000226,They followed the others toward the east gate.,-42.78511428833008,9
brown.000227,Beyond the stockade rifles began to explode as some of the guerrillas fired at shadows that they imagined were Apaches.,-118.39217376708984,25
brown.000228,Mike made a dash to the rear of the frame buildings.,-57.767818450927734,12
brown.000229,He crawled beneath the two supply wagons which stood between the buildings and peered around a corner.,-83.86629486083984,20
brown.000230,Mike crawled to the door and peered in.,-40.01458740234375,10
brown.000231,The orderly room seemed to be deserted.,-36.194976806640625,8
brown.000232,"A lantern hung from a peg, giving light.",-51.235267639160156,10
brown.000233,"Ducking inside, he found that three rifles were stacked in a corner.",-56.89499282836914,15
brown.000234,"A brace of pistols, holstered on belts, hung from a peg, along with ammunition pouches.",-77.5915756225586,23
brown.000235,"An ammunition case stood open, containing canisters which contained powder cartridges.",-74.75836944580078,14
brown.000236,Shouldering the load he peered from the door.,-57.20384979248047,11
brown.000237,"He looked at the looming hoods of the supply wagons, struck by a new inspiration.",-80.96720886230469,19
brown.000238,He set his bundle down.,-33.7593879699707,6
brown.000239,"Snatching the lantern from its peg, he shattered its globe with a blow against a post.",-82.89472961425781,19
brown.000240,He picked up the powder canister and ran out.,-43.76243209838867,11
brown.000241,"Bursting paper cartridges, he scattered powder beneath the nearest wagon and dumped the contents of the canister upon it.",-115.3149185180664,24
brown.000242,"He shouldered the blanket again, backed off, and tossed the lantern with its open wick beneath the wagon.",-106.813232421875,23
brown.000243,He turned and raced across the parade ground toward the rock house.,-52.91438674926758,13
brown.000244,Powder flame gushed beneath the wagon.,-55.93722152709961,9
brown.000245,The stockade was brilliantly lighted and the guerrillas sighted him.,-74.0718002319336,16
brown.000246,Bullets began to snap past him.,-40.07294464111328,8
brown.000247,One struck the muzzle of one of the rifles that projected from the shoulder pack.,-71.70111846923828,16
brown.000248,"Its force spun him around, but he recovered and got into stride again.",-70.90022277832031,15
brown.000249,A bullet tore the earth from beneath his foot when he was a stride or two from safety.,-78.11795043945312,19
brown.000250,Another struck him heavily in the thigh and he went down.,-51.39352035522461,12
brown.000251,Guerrillas were racing toward him.,-38.894466400146484,8
brown.000252,Susan and Julia came from the door and dragged him with them.,-63.40160369873047,13
brown.000253,The three of them floundered through the door into the interior and fell in a heap.,-65.18197631835938,19
brown.000254,Susan bounced to her feet and slammed the door.,-35.2474365234375,10
brown.000255,"She crouched aside as bullets beat at the portal, chewing into the planks.",-90.13333129882812,17
brown.000256,Some tore entirely through the whipsawed post oak.,-78.51036071777344,11
brown.000257,"The iron hinges held, but the planks were in danger of being torn from the crossbars.",-71.5216064453125,20
brown.000258,"Mike rolled to Susan, grasped her around the knees, dragging her off her feet.",-76.8780517578125,17
brown.000259,"He hovered over her to shield her, for spent bullets were thudding against the rear walls.",-82.45033264160156,20
brown.000260,He peered from a loophole.,-39.07555389404297,7
brown.000261,"Guerrillas were only a dozen yards away, charging the house.",-59.39454650878906,14
brown.000262,Mike snatched a pistol from the heap of scattered booty and fired.,-65.65829467773438,14
brown.000263,He dropped a man with the first bullet.,-43.26957702636719,9
brown.000264,At the same moment Wheeler Fiske fired the rifle Mike had given him and another guerrilla was hit.,-115.79785919189453,21
brown.000265,The guerrillas scattered for cover.,-37.63452911376953,8
brown.000266,The wagons were burning fiercely.,-36.65549087524414,7
brown.000267,The mudwagon had caught fire also.,-50.27140426635742,8
brown.000268,The blaze was spreading to the frame buildings.,-47.19915771484375,9
brown.000269,The guerrillas realized they faced a new problem.,-45.505619049072266,11
brown.000270,The guerrillas began a frantic search for pails in which to bring water from the spring.,-79.77458953857422,20
brown.000271,But what few containers they found were inadequate.,-52.33979034423828,9
brown.000272,"Many of them, in increasing panic, came running with water in their hats in a ludicrous effort.",-93.87935638427734,20
brown.000273,Both buildings were in flames.,-31.489229202270508,6
brown.000274,The heat drove the guerrillas back.,-41.063072204589844,9
brown.000275,The roof of the command post began to buckle.,-40.56084442138672,10
brown.000276,One of the wagons erupted a massive pillar of flame.,-52.61143112182617,12
brown.000277,A sizable supply of powder had been touched off.,-54.948699951171875,10
brown.000278,The wagons and the coach were beyond saving and so were the buildings.,-62.27495193481445,15
brown.000279,"The glow of the fire reached through the openings in the windows, giving light enough to examine Mike's wound.",-88.44792938232422,22
brown.000280,But it had missed the bone and had passed on through.,-57.7988166809082,12
brown.000281,Susan and Julia ripped strips from their clothing and bound the injury.,-73.54996490478516,13
brown.000282,Mike tested the leg and found that he was able to hobble around on it.,-59.139652252197266,17
brown.000283,"Now dammit, I don't want to go into any more explanations.",-50.06665802001953,15
brown.000284,"Reverend Jason, looking worried, hurried toward us.",-57.65165710449219,11
brown.000285,He brushed past the clergyman and walked into the center of the camp.,-49.32598114013672,15
brown.000286,"For a second, engages, cooks, voyageurs appeared struck dumb.",-88.92117309570312,14
brown.000287,They all flew into action.,-29.704517364501953,6
brown.000288,The Aricaras treated us like friends.,-49.124267578125,10
brown.000289,And here all the time you knew the Sioux would be using our rifles on them!!,-94.53364562988281,17
brown.000290,Oso gave me an unruffled look.,-47.26854705810547,10
brown.000291,That's why the British never got the tribes to fight for the King.,-61.095455169677734,15
brown.000292,Mr. Manuel whispered in the ears of the Sioux that the Cheyennes were comin' to raid'em for their horses.,-106.62798309326172,27
brown.000293,Then he went on to the Cheyennes and told them that the Sioux was goin' to move up.,-78.55876159667969,23
brown.000294,He did that with all the Nations.,-39.4511833190918,8
brown.000295,"Hell, they were fightin' each other so hard they had no time for anyone else.",-61.27471923828125,19
brown.000296,The War Department wrote Mr. Manuel a letter and said he was a hero.,-67.15680694580078,16
brown.000297,In this country there's a war on every time the grass turns green.,-57.05384063720703,15
brown.000298,"First it was the Nations against themselves, then it was them against the whites.",-62.33749771118164,16
brown.000299,I remember being told it would happen so fast people would think it took place overnight.,-63.56204605102539,17
brown.000300,Once we get over the mountains others will come along.,-46.68367004394531,11
brown.000301,That's why the Trust don't want us to make it.,-48.35850524902344,13
brown.000302,Before we get through he'll have the Blackfeet hankerin' for our hair and our goods.,-100.52058410644531,22
brown.000303,"Still, I was disgusted with myself for agreeing with Montero's methods.",-63.33371353149414,16
brown.000304,"Surprisingly, he had told the others what he had done.",-43.471656799316406,13
brown.000305,Reverend Jason was understandably bitter.,-44.07962417602539,7
brown.000306,"But Oso replied calmly,"" Trouble ain't easy to dodge out in this country, rev'rend"".",-126.76403045654297,21
brown.000307,Gray Eyes attacked our camp just as the first pink threads stitched together the hills and the sky.,-109.85558319091797,20
brown.000308,Our camp was in the center of a wide valley.,-39.481082916259766,11
brown.000309,The pony herd was the one flaw in our defense.,-54.54100036621094,11
brown.000310,The Rees undoubtedly would try to cut down as many of the animals as possible.,-69.4647445678711,17
brown.000311,Wildly bucking horses would make the position difficult to defend against charging warriors.,-85.68744659423828,16
brown.000312,"Buckets were filled, the herd fed and watered.",-56.16374588012695,12
brown.000313,The worst part had been the waiting.,-31.09531021118164,8
brown.000314,"Coyotes and hunting wolves sounded like signaling Indian scouts, the whinny of a restless pony made one's skin crawl.",-133.42210388183594,26
brown.000315,"Oso slept unconcernedly, his rifle cradled in his arms.",-59.05482482910156,16
brown.000316,I didn't catch a wink.,-29.863605499267578,7
brown.000317,"Every time I closed my eyes, I saw Gray Eyes rushing at me with a knife.",-59.32035827636719,18
brown.000318,It was a relief when they finally came.,-28.84619140625,9
brown.000319,I could see them in my sights.,-31.873394012451172,8
brown.000320,They were about a mile off.,-30.23920440673828,7
brown.000321,Under me the ground quivered slightly.,-40.972232818603516,8
brown.000322,"At first they were only feathers and dark indistinguishable faces and bodies, hunched over their horses' heads.",-99.40743255615234,21
brown.000323,Gradually they emerged as men.,-36.20137023925781,7
brown.000324,Gray Eyes was in the lead.,-40.432498931884766,7
brown.000325,"His face was split by a vermilion streak, his eyes were pools of white.",-64.75196838378906,18
brown.000326,Jagged red and black medicine symbols covered his chest.,-61.0772705078125,11
brown.000327,He was naked except for a clout.,-36.89032745361328,8
brown.000328,Next to him was a young boy I was sure had sat near me at one of the trading sessions.,-79.2951889038086,21
brown.000329,"His mouth was open, his neck corded with the strain of his screams.",-57.317684173583984,16
brown.000330,I found his chest in my sights.,-40.28509521484375,8
brown.000331,It had a red circle.,-31.065595626831055,6
brown.000332,The circle came nearer and nearer.,-33.17829895019531,7
brown.000333,"My God, how long is he going to wait, I thought.",-44.45756149291992,14
brown.000334,At first I thought he had missed.,-29.69518280029297,8
brown.000335,The feathered lance was still above his head.,-47.60032653808594,11
brown.000336,"As he started to slump over, another warrior swung him onto his horse.",-68.11255645751953,15
brown.000337,He started to run but Oso's shot caught him on the wing.,-67.54249572753906,15
brown.000338,He jerked once in the grass and lay still.,-46.61314392089844,11
brown.000339,What else he said was lost in the rattle of gunfire on all sides.,-66.05717468261719,16
brown.000340,"The Aricaras broke under the devastating fire, wheeled and retreated.",-81.69447326660156,16
brown.000341,Far up the valley I could see the Rees circling and reorganizing.,-77.28419494628906,15
brown.000342,A horse screamed as it twisted from side to side in a frenzy.,-52.99601745605469,14
brown.000343,The square head fell over.,-37.95655059814453,6
brown.000344,"His legs pumped furiously, his long black hair streamed out behind him.",-55.60530471801758,14
brown.000345,There was a ragged volley.,-36.17436981201172,7
brown.000346,He was dead before he hit the ground.,-20.888147354125977,9
brown.000347,The sharp cries at the end of the valley were faint.,-55.7801399230957,12
brown.000348,They grew louder as the Indians charged again.,-50.71940612792969,9
brown.000349,"I could see their faces glistening with sweat and bear grease, their mouths open, shouting their spine-chilling cries.",-96.90987396240234,26
brown.000350,The war captain had been badly wounded and was fighting to hold his seat.,-58.493289947509766,15
brown.000351,I could see the blood running down his chest.,-33.057472229003906,10
brown.000352,"He was riding between two warriors, who held him erect when he started to slump.",-82.23949432373047,17
brown.000353,In my sights I watched him looming bigger and bigger.,-54.022274017333984,11
brown.000354,Montero's shot had caught him high in the chest.,-52.12419891357422,13
brown.000355,There was no doubt he was dying.,-27.08171844482422,8
brown.000356,Again we waited for Montero.,-40.33111572265625,8
brown.000357,"This time he delayed so long that some of the engages shouted frantically, but they held their fire.",-92.5242691040039,20
brown.000358,The horses were only several lengths away when he fired.,-51.52507781982422,11
brown.000359,The bullet flung Gray Eyes from his horse.,-56.459007263183594,9
brown.000360,Our rolling volley swept most of the other riders from their mounts.,-70.18063354492188,13
brown.000361,But a few reached our wall.,-43.50486755371094,7
brown.000362,I heard the whir of an ax and a Canadian's face burst apart in a bloody spray.,-82.932373046875,20
brown.000363,I saw Little Billy rise and fire almost point blank and an Indian's face became shattered flesh and bone.,-118.93511962890625,21
brown.000364,"Oso reached up, jerked the buck from the bale and snapped his neck.",-80.0965347290039,18
brown.000365,"Other Indians were running at the ponies, shrilling and waving blankets.",-75.57991027832031,14
brown.000366,"Reverend Jason got one, the Canadians the others.",-68.07604217529297,11
brown.000367,The ponies were almost uncontrollable.,-34.258705139160156,7
