sentence id,sentence,PLL score,nr. of tokens
brown.000032,"They looked a good deal alike, Morgan thought.",-48.72464370727539,10
brown.000033,"Both had blonde hair and blue eyes, and there was even a faint similarity of features.",-59.30915832519531,18
brown.000034,"She drank greedily, and murmured,"" Thank you"", as he lowered her head.",-81.66325378417969,18
brown.000035,"He stood looking down at her for a moment, wondering what could have reduced her to this condition.",-60.82227325439453,20
brown.000036,The girl dropped off to sleep.,-29.64638900756836,7
brown.000037,"He brought his Winchester in from the front of the house, then faced the boy.",-70.27417755126953,17
brown.000038,Jones sighed as if relieved.,-38.041439056396484,6
brown.000039,"They might kill him in his sleep, thinking there was money in the house.",-59.35481262207031,16
brown.000040,He dismissed the possibility at once.,-32.636077880859375,7
brown.000041,The girl's thin face haunted him.,-39.006378173828125,8
brown.000042,It wasn't the face of a killer.,-29.385955810546875,9
brown.000043,He wasn't so sure about the boy.,-29.130245208740234,9
brown.000044,"He hadn't shaved for several weeks, his sparse beard giving his face a pathetic, woebegone expression.",-80.82344055175781,23
brown.000045,There was more to this than Jones had told him.,-40.47226333618164,11
brown.000046,They were running from something.,-23.831859588623047,6
brown.000047,"He'd be an idiot to let them stay he thought, but he couldn't send them on, either.",-73.87232208251953,22
brown.000048,"Sharon, she's cooked in a restaurant.",-46.98295211791992,10
brown.000049,"Morgan filled the fire box with wood again, then started supper and set the table.",-83.17041778564453,17
brown.000050,"When the meal was ready, he told Jones to wash up, and going into the front room, woke the girl.",-91.9094467163086,24
brown.000051,"He said,"" I've got some supper ready"".",-48.57526397705078,10
brown.000052,"She rubbed her eyes and stretched, then sat up, her hands going to her hair.",-52.91909408569336,18
brown.000053,This is the Rafter Aj.,-41.36201858520508,7
brown.000054,"You fell down in front of the house, and I carried you in.",-53.14940643310547,15
brown.000055,"She stared at him, her eyes wide as she thought about what he had said.",-38.07415771484375,17
brown.000056,"She got to her feet, staggered, and almost fell.",-42.093711853027344,12
brown.000057,He caught her by an arm and helped her into the kitchen.,-43.30659484863281,13
brown.000058,"She sat down at the table, shaking her head.",-29.572450637817383,11
brown.000059,He told himself he had never seen two people eat so much.,-47.174625396728516,13
brown.000060,"When they were finally satisfied, Jones said,"" I think he's going to give us work"".",-82.13385772705078,19
brown.000061,The grateful way she looked at Morgan made him ashamed of himself.,-59.83226776123047,13
brown.000062,"When he saw the expression in her eyes, he knew he couldn't send them on.",-57.9495735168457,18
brown.000063,"She said,"" I guess the Lord looks out for fools, drunkards, and innocents"".",-86.88911437988281,19
brown.000064,"She helped him with the dishes, then he brought more water in from the spring before it got dark.",-85.49703216552734,21
brown.000065,He carried the tub from the back of the house where it hung from a nail in the wall.,-67.262451171875,20
brown.000066,"Your feet are in bad shape, Mrs. Jones.",-41.67395782470703,11
brown.000067,"He nodded and, going into the bedroom, brought a needle, thread, and scissors.",-73.08660888671875,18
brown.000068,"He said:"" I'm going to bed"".",-41.842769622802734,9
brown.000069,He nodded at the door in front of him.,-31.331710815429688,10
brown.000070,"Jones followed him into the front room, closing the door behind him.",-41.980716705322266,14
brown.000071,We haven't slept together since we started.,-36.78479766845703,9
brown.000072,"They were a pair of lost, whipped kids, Morgan thought as he went to bed.",-79.09487915039062,18
brown.000073,Gavin sank down again into his chair and began to rock.,-53.95539093017578,13
brown.000074,It was the only thing in his life for which he felt guilt.,-38.966861724853516,14
brown.000075,Clayton tried to call back the face of the man he had known.,-57.479217529296875,16
brown.000076,Against that other man he could rally his anger.,-59.259151458740234,10
brown.000077,Against this bent man in the chair he was powerless.,-61.10735321044922,11
brown.000078,Gavin's lips moved so that Clayton had to stoop to catch the words.,-75.33834838867188,17
brown.000079,"Just a half-breed'pache, never said much, never meant anythin to me, but he stuck with me.",-116.916259765625,27
brown.000080,"He got into a fight with Tom English, your brother's son.",-57.04559326171875,14
brown.000081,"It was a fair fight, the boy provoked it -- Big Charlie told me so.",-87.82173919677734,17
brown.000082,"They killed Big Charlie, dumped his body in my rose garden two nights ago.",-77.01922607421875,16
brown.000083,"My men, they all left me.",-37.81976318359375,8
brown.000084,"I didn't understand why, Clay.",-37.391929626464844,8
brown.000085,They just all cleared out.,-32.07637405395508,6
brown.000086,"He wiped his lips with a sleeve, then stared at Clayton in a childish kind of wonder.",-78.08027648925781,19
brown.000087,"Clayton choked, shook his head, murmuring,"" No"".",-62.59904861450195,14
brown.000088,The old man beckoned with one finger and Clayton went forward to him.,-67.32151794433594,15
brown.000089,Gavin slipped his arms around his chest and hugged him fiercely.,-48.40850830078125,13
brown.000090,I saw you driftin away -- but I tried.,-64.1201171875,11
brown.000091,And you wanted no part of me when I had so much to give.,-49.12834167480469,15
brown.000092,Now there's nothin left of me.,-39.087158203125,9
brown.000093,"Laurel is gone, my men are gone, Ed is dead -- and you come to me, to help me.",-90.94255828857422,25
brown.000094,"God in Heaven, I can't refuse you now.",-43.727325439453125,11
brown.000095,That would mock me too much!!,-37.79281997680664,7
brown.000096,Clayton freed himself from the embrace and stepped back.,-49.126243591308594,12
brown.000097,The eyes followed him fearfully.,-37.65008544921875,7
brown.000098,I'll saddle the horses and bring them round.,-48.418426513671875,10
brown.000099,He burst from the hot confinement of the room into the cold night air.,-59.860084533691406,15
brown.000100,When he had finished he led him and the mare to the porch.,-54.80706787109375,15
brown.000101,"The stallion had smelled the mare coming into heat and began to paw the turf, shaking his head.",-95.2679443359375,22
brown.000102,Clayton looped the reins in a knot over the veranda post and patted the warm flesh of his neck.,-109.77574157714844,25
brown.000103,The mare had backed away.,-34.427547454833984,7
brown.000104,"Gavin stood on the porch, a thin figure.",-46.62671661376953,11
brown.000105,Clayton called to him and he came slowly down the steps.,-55.95987319946289,14
brown.000106,There's someone there I have to see.,-32.82606506347656,9
brown.000107,We may take her with us -- to California.,-47.09898376464844,10
brown.000108,"I don't know yet, it's crazy.",-31.980052947998047,10
brown.000109,I have to think about it.,-21.07320785522461,7
brown.000110,A man could make a mark there.,-40.79905700683594,8
brown.000111,He approached the horse and laid a hand on the stallion's quivering neck.,-52.83639144897461,17
brown.000112,"Clayton lifted him gently into the saddle, like a child.",-58.39607238769531,14
brown.000113,Lived alone by the river.,-34.80634689331055,7
brown.000114,"It was nice then, so peaceful and quiet.",-42.88002395629883,10
brown.000115,There was no one but me.,-25.955745697021484,7
brown.000116,Clayton swung into the saddle and whacked the stallion's rump.,-66.63175964355469,17
brown.000117,They rode at a measured pace through the valley.,-41.667205810546875,10
brown.000118,Dawn would come soon and the night was at its coldest.,-51.5316162109375,14
brown.000119,In that inert landscape the caravan of his desires passed before his mind.,-81.08245849609375,14
brown.000120,"He saw them ambushed, strewn in the postures of the broken and the dying.",-80.96788024902344,19
brown.000121,They passed ranches that were framed dark gray against the black hills.,-75.9526138305664,14
brown.000122,Then at last the darkness began to dissolve.,-37.430580139160156,9
brown.000123,"The two men whipped their horses into town and flung themselves up the steps of the saloon, crying their intelligence.",-102.94001007080078,23
brown.000124,"The men in Pettigrew's were tired from a night's drinking, their faces red and baggy.",-84.72389221191406,22
brown.000125,But the liquor had flushed their courage.,-52.501976013183594,8
brown.000126,"They greeted the news angrily, as though they had been cheated of purpose.",-62.92967987060547,15
brown.000127,"Lester heard their muttering, saw their eyes reveal their desire.",-71.93438720703125,14
brown.000128,"That's what you wanted, isn't it??",-30.13628387451172,10
brown.000129,"Clayton is with him, takin him out of the valley.",-62.505218505859375,15
brown.000130,Joe Purvis was thinking back many years.,-48.433998107910156,9
brown.000131,"He remembered Gavin's smirk, his own cringing feeling, his impotence.",-80.87092590332031,18
brown.000132,Then he thought of a time when Clayton's horse had fallen lame in the Gap.,-80.86305236816406,17
brown.000133,He wouldn't even dance with her at Gavin's party.,-50.86605453491211,12
brown.000134,He treats her like she was dirt.,-34.424354553222656,8
brown.000135,It was the night Clayton had tricked them in the poker game.,-59.55154037475586,13
brown.000136,He meant to help Gavin all the time.,-43.376121520996094,9
brown.000137,There are plenty of fresh horses halfway at my place.,-59.26528549194336,11
brown.000138,"If we let them go, they won't stay away, they'll find men to ride with them and they'll be back.",-76.97329711914062,26
brown.000139,Lester's hand fluttered to Cabot's shoulder.,-56.72336959838867,12
brown.000140,Purvis and Silas Pettigrew were the last to leave.,-61.06672668457031,14
brown.000141,They mounted up and rode slowly behind the others at a safe distance.,-59.26366424560547,14
brown.000142,The mare began to tire and Clayton felt the spray of snow from the hoofs of Gavin's stallion.,-98.81303405761719,24
brown.000143,He looked over his shoulder at the thin dotting of pursuers.,-57.38594055175781,14
brown.000144,They neither gained nor fell back.,-41.1373176574707,7
brown.000145,He rode low on the mare's neck.,-41.94302749633789,10
brown.000146,"Ahead of him Gavin turned slightly off the trail and pointed for the Gap, no more than a mile away.",-107.02012634277344,23
brown.000147,Gavin's face was bloodless with excitement.,-45.35874938964844,10
brown.000148,He did not look back.,-20.488025665283203,6
brown.000149,He could feel more than hear the staccato beat of hoofs that fanned out across the prairie to the north.,-95.241943359375,27
brown.000150,Now they were riding to kill him.,-39.510982513427734,8
brown.000151,"And he was fleeing, running -- fleeing his death and his life at the same time.",-71.90655517578125,18
brown.000152,The land over which he sped was the land he had created and lived in: his valley.,-80.35389709472656,19
brown.000153,"California is too far, he thought.",-38.32712936401367,8
brown.000154,He would never reach California.,-32.04513168334961,6
brown.000155,The sentry was not dead.,-29.057918548583984,7
brown.000156,"He was, in fact, showing signs of reviving.",-41.083431243896484,12
brown.000157,He had been carrying an Enfield rifle and a holstered navy cap-and-ball pistol.,-88.10407257080078,21
brown.000158,A bayonet hung in a belt scabbard.,-47.08679962158203,11
brown.000159,He was partially uniformed in a cavalry tunic and hat.,-56.33173370361328,13
brown.000160,Mike stripped these from him and donned them.,-54.441165924072266,10
brown.000161,"He and Dean tied and gagged the man, using his belt and shirt for the purpose.",-80.15855407714844,19
brown.000162,They dragged him inside the building.,-28.627033233642578,7
brown.000163,"Fiske joined them, unsteady on his feet.",-47.514625549316406,13
brown.000164,"Julia, seeing the bandage, rushed to him.",-51.25698471069336,12
brown.000165,He turned to Susan and kissed her on the cheek.,-34.47429275512695,11
brown.000166,"Mike debated it, trying to decide whether Fiske was strong enough to ride.",-75.98076629638672,17
brown.000167,But it at least offered him a chance for living.,-45.78035354614258,11
brown.000168,"And, for the sake of Julia and Susan, it had to be tried.",-61.190582275390625,16
brown.000169,The guerrilla bivouac remained silent.,-47.20686721801758,9
brown.000170,Light showed in the orderly room across the parade ground.,-61.77336120605469,11
brown.000171,Someone evidently was on duty there.,-42.600196838378906,7
brown.000172,No doubt there would be men guarding the horses.,-48.996490478515625,10
brown.000173,"About a dozen animals were held inside the stockade, as best Mike could make out in the moonlight.",-89.02056884765625,22
brown.000174,Evidently this was a precaution so that mounts would be available in an emergency.,-67.94190979003906,16
brown.000175,He handed the guard's rifle to Fiske.,-50.00028610229492,11
brown.000176,You stay with the ladies.,-29.19437026977539,6
brown.000177,He handed the bayonet to Dean and kept the pistol.,-52.07621383666992,12
brown.000178,Susan halted Dean and kissed him.,-44.927127838134766,7
brown.000179,"She clung to him, talking to him, and dabbing at her eyes.",-52.35235595703125,17
brown.000180,Dean turned from Susan and took Julia Fortune in his arms.,-66.48500061035156,12
brown.000181,"He kissed her also, and with deep tenderness.",-43.87342071533203,11
brown.000182,She too began to weep.,-30.958507537841797,6
brown.000183,He released her and joined Mike.,-44.49562072753906,7
brown.000184,He wanted no more sentimental scenes with her.,-45.330379486083984,9
brown.000185,He might say or do something foolish.,-30.605838775634766,8
brown.000186,Something all of them would regret.,-35.110572814941406,7
brown.000187,"And using him, Mike McLish, as a sop to her pride.",-85.63325500488281,16
brown.000188,"Holding the pistol concealed, he walked to the rear wall of the stockade.",-63.274662017822266,17
brown.000189,It was pierced by a wagon gate built of two wings.,-66.04750061035156,12
brown.000190,Mike passed through it and moved toward the dark mass of horses.,-67.61328887939453,13
brown.000191,"They were tethered, army style, on stable lines.",-61.80211639404297,12
brown.000192,The guard stood in the shadow of the stockade wall just out of reach of the moonlight.,-65.60231018066406,20
brown.000193,Mike kept walking and got within arm's reach before the man became suspicious and straightened from his lax slouch.,-102.9875259399414,23
brown.000194,Mike struck with the muzzle of the pistol.,-45.75176239013672,9
brown.000195,But the luck that had been running their way left him.,-55.94738006591797,12
brown.000196,The guard instinctively parried the blow with his rifle.,-47.207725524902344,11
brown.000197,He tried to veer the rifle around to fire into Mike's body.,-68.94085693359375,15
brown.000198,"Mike, off balance, managed to bat the muzzle away a moment before it exploded.",-89.44447326660156,17
brown.000199,Mike swung the pistol in a savage backlash.,-55.626380920410156,9
brown.000200,"This time it connected solidly on the man's temple, felling him.",-71.93380737304688,15
brown.000201,The startled horses began rearing on their tethers.,-53.030967712402344,11
brown.000202,"The sentry's saddled horse stood picketed nearby, having been kept handy in case of need.",-90.9444351196289,22
brown.000203,Mike took the bayonet from Dean's hand and slashed the picket line.,-68.20266723632812,16
brown.000204,Dean resisted Mike's attempt to push him toward the horse.,-57.896724700927734,12
brown.000205,It's our only chance now.,-28.74149513244629,7
brown.000206,Try to find these Feds.,-36.026023864746094,7
brown.000207,The rest of us can fort up in the house and hang on until you get back.,-73.94282531738281,18
brown.000208,"Dean still hesitated, but Mike lifted him almost bodily into the saddle and thrust the reins in his hand.",-93.42434692382812,21
brown.000209,Watch out for Apaches when it comes daylight.,-51.11275863647461,10
brown.000210,"We'll still have the rifle, and I might be able to round up some more.",-63.45574951171875,18
brown.000211,Dean leaned from the saddle and gave him a mighty whack on the back.,-62.93658447265625,16
brown.000212,Then he was on his way at a gallop.,-39.450294494628906,11
brown.000213,"Mike ran down the line, slashing picket ropes with the bayonet.",-71.74604797363281,15
brown.000214,He lifted a screeching war whoop.,-48.9567756652832,9
brown.000215,That touched off a total stampede.,-37.198028564453125,8
brown.000216,He darted inside the stockade and freed the horses there.,-60.10239028930664,13
brown.000217,These poured through the gate and joined the flight.,-51.4630126953125,10
brown.000218,"The animals thundered away into the moonlight, heading for the ridges.",-61.753273010253906,17
brown.000219,The guerrillas were swarming from their bivouac at the west end of the enclosure.,-73.66365814208984,21
brown.000220,His shout had been taken up and repeated.,-44.02720642089844,9
brown.000221,The guerrillas were running across the parade ground and through the rear gate in the wake of the departing horses.,-93.01786804199219,23
brown.000222,"All were carrying guns they had seized up, but they were half-clad or hardly clad at all.",-98.68447875976562,21
brown.000223,Durkin and Calhoun came running from the post.,-54.83102798461914,11
brown.000224,They had pistols in their hands.,-27.264732360839844,7
brown.000225,They bawled questions that were not answered in the uproar.,-57.25524139404297,13
brown.000226,They followed the others toward the east gate.,-43.48517990112305,9
brown.000227,Beyond the stockade rifles began to explode as some of the guerrillas fired at shadows that they imagined were Apaches.,-118.92692565917969,25
brown.000228,Mike made a dash to the rear of the frame buildings.,-57.43081283569336,12
brown.000229,He crawled beneath the two supply wagons which stood between the buildings and peered around a corner.,-81.20350646972656,20
brown.000230,Mike crawled to the door and peered in.,-40.331546783447266,10
brown.000231,The orderly room seemed to be deserted.,-37.383636474609375,8
brown.000232,"A lantern hung from a peg, giving light.",-48.828311920166016,10
brown.000233,"Ducking inside, he found that three rifles were stacked in a corner.",-60.03872299194336,15
brown.000234,"A brace of pistols, holstered on belts, hung from a peg, along with ammunition pouches.",-82.831787109375,23
brown.000235,"An ammunition case stood open, containing canisters which contained powder cartridges.",-74.20075225830078,14
brown.000236,Shouldering the load he peered from the door.,-54.42576599121094,11
brown.000237,"He looked at the looming hoods of the supply wagons, struck by a new inspiration.",-84.26222229003906,19
brown.000238,He set his bundle down.,-34.72309875488281,6
brown.000239,"Snatching the lantern from its peg, he shattered its globe with a blow against a post.",-89.60002136230469,19
brown.000240,He picked up the powder canister and ran out.,-44.655208587646484,11
brown.000241,"Bursting paper cartridges, he scattered powder beneath the nearest wagon and dumped the contents of the canister upon it.",-109.86616516113281,24
brown.000242,"He shouldered the blanket again, backed off, and tossed the lantern with its open wick beneath the wagon.",-103.39752197265625,23
brown.000243,He turned and raced across the parade ground toward the rock house.,-56.95972442626953,13
brown.000244,Powder flame gushed beneath the wagon.,-57.228694915771484,9
brown.000245,The stockade was brilliantly lighted and the guerrillas sighted him.,-73.4340591430664,16
brown.000246,Bullets began to snap past him.,-42.896385192871094,8
brown.000247,One struck the muzzle of one of the rifles that projected from the shoulder pack.,-72.6987533569336,16
brown.000248,"Its force spun him around, but he recovered and got into stride again.",-72.20156860351562,15
brown.000249,A bullet tore the earth from beneath his foot when he was a stride or two from safety.,-79.40547943115234,19
brown.000250,Another struck him heavily in the thigh and he went down.,-54.551055908203125,12
brown.000251,Guerrillas were racing toward him.,-39.04225540161133,8
brown.000252,Susan and Julia came from the door and dragged him with them.,-62.75766372680664,13
brown.000253,The three of them floundered through the door into the interior and fell in a heap.,-68.5203857421875,19
brown.000254,Susan bounced to her feet and slammed the door.,-38.819210052490234,10
brown.000255,"She crouched aside as bullets beat at the portal, chewing into the planks.",-89.91813659667969,17
brown.000256,Some tore entirely through the whipsawed post oak.,-75.77464294433594,11
brown.000257,"The iron hinges held, but the planks were in danger of being torn from the crossbars.",-79.54978942871094,20
brown.000258,"Mike rolled to Susan, grasped her around the knees, dragging her off her feet.",-73.55231475830078,17
brown.000259,"He hovered over her to shield her, for spent bullets were thudding against the rear walls.",-85.40454864501953,20
brown.000260,He peered from a loophole.,-38.573020935058594,7
brown.000261,"Guerrillas were only a dozen yards away, charging the house.",-61.149173736572266,14
brown.000262,Mike snatched a pistol from the heap of scattered booty and fired.,-69.89936065673828,14
brown.000263,He dropped a man with the first bullet.,-39.60614776611328,9
brown.000264,At the same moment Wheeler Fiske fired the rifle Mike had given him and another guerrilla was hit.,-114.61483764648438,21
brown.000265,The guerrillas scattered for cover.,-38.153438568115234,8
brown.000266,The wagons were burning fiercely.,-33.77440643310547,7
brown.000267,The mudwagon had caught fire also.,-47.165008544921875,8
brown.000268,The blaze was spreading to the frame buildings.,-46.67245864868164,9
brown.000269,The guerrillas realized they faced a new problem.,-45.44473648071289,11
brown.000270,The guerrillas began a frantic search for pails in which to bring water from the spring.,-83.2041015625,20
brown.000271,But what few containers they found were inadequate.,-49.33895492553711,9
brown.000272,"Many of them, in increasing panic, came running with water in their hats in a ludicrous effort.",-97.89738464355469,20
brown.000273,Both buildings were in flames.,-29.17346954345703,6
brown.000274,The heat drove the guerrillas back.,-40.49848556518555,9
brown.000275,The roof of the command post began to buckle.,-37.63309097290039,10
brown.000276,One of the wagons erupted a massive pillar of flame.,-54.787940979003906,12
brown.000277,A sizable supply of powder had been touched off.,-54.2603759765625,10
brown.000278,The wagons and the coach were beyond saving and so were the buildings.,-66.00497436523438,15
brown.000279,"The glow of the fire reached through the openings in the windows, giving light enough to examine Mike's wound.",-86.10038757324219,22
brown.000280,But it had missed the bone and had passed on through.,-57.401695251464844,12
brown.000281,Susan and Julia ripped strips from their clothing and bound the injury.,-76.7220230102539,13
brown.000282,Mike tested the leg and found that he was able to hobble around on it.,-60.89259719848633,17
brown.000283,"Now dammit, I don't want to go into any more explanations.",-47.88569641113281,15
brown.000284,"Reverend Jason, looking worried, hurried toward us.",-60.57266616821289,11
brown.000285,He brushed past the clergyman and walked into the center of the camp.,-50.951499938964844,15
brown.000286,"For a second, engages, cooks, voyageurs appeared struck dumb.",-91.40584564208984,14
brown.000287,They all flew into action.,-29.725543975830078,6
brown.000288,The Aricaras treated us like friends.,-50.895877838134766,10
brown.000289,And here all the time you knew the Sioux would be using our rifles on them!!,-92.83180236816406,17
brown.000290,Oso gave me an unruffled look.,-47.91408157348633,10
brown.000291,That's why the British never got the tribes to fight for the King.,-63.12689971923828,15
brown.000292,Mr. Manuel whispered in the ears of the Sioux that the Cheyennes were comin' to raid'em for their horses.,-109.92215728759766,27
brown.000293,Then he went on to the Cheyennes and told them that the Sioux was goin' to move up.,-86.93529510498047,23
brown.000294,He did that with all the Nations.,-39.48031234741211,8
brown.000295,"Hell, they were fightin' each other so hard they had no time for anyone else.",-58.37349319458008,19
brown.000296,The War Department wrote Mr. Manuel a letter and said he was a hero.,-67.49241638183594,16
brown.000297,In this country there's a war on every time the grass turns green.,-61.079044342041016,15
brown.000298,"First it was the Nations against themselves, then it was them against the whites.",-66.24429321289062,16
brown.000299,I remember being told it would happen so fast people would think it took place overnight.,-57.74809265136719,17
brown.000300,Once we get over the mountains others will come along.,-47.22061538696289,11
brown.000301,That's why the Trust don't want us to make it.,-49.335243225097656,13
brown.000302,Before we get through he'll have the Blackfeet hankerin' for our hair and our goods.,-104.16456604003906,22
brown.000303,"Still, I was disgusted with myself for agreeing with Montero's methods.",-62.655784606933594,16
brown.000304,"Surprisingly, he had told the others what he had done.",-42.31764221191406,13
brown.000305,Reverend Jason was understandably bitter.,-45.39469528198242,7
brown.000306,"But Oso replied calmly,"" Trouble ain't easy to dodge out in this country, rev'rend"".",-130.97056579589844,21
brown.000307,Gray Eyes attacked our camp just as the first pink threads stitched together the hills and the sky.,-107.97071075439453,20
brown.000308,Our camp was in the center of a wide valley.,-42.17695999145508,11
brown.000309,The pony herd was the one flaw in our defense.,-57.472415924072266,11
brown.000310,The Rees undoubtedly would try to cut down as many of the animals as possible.,-74.57661437988281,17
brown.000311,Wildly bucking horses would make the position difficult to defend against charging warriors.,-89.57897186279297,16
brown.000312,"Buckets were filled, the herd fed and watered.",-55.37430191040039,12
brown.000313,The worst part had been the waiting.,-32.37181854248047,8
brown.000314,"Coyotes and hunting wolves sounded like signaling Indian scouts, the whinny of a restless pony made one's skin crawl.",-144.2017364501953,26
brown.000315,"Oso slept unconcernedly, his rifle cradled in his arms.",-65.35116577148438,16
brown.000316,I didn't catch a wink.,-30.26784324645996,7
brown.000317,"Every time I closed my eyes, I saw Gray Eyes rushing at me with a knife.",-64.22452545166016,18
brown.000318,It was a relief when they finally came.,-29.190963745117188,9
brown.000319,I could see them in my sights.,-32.82407760620117,8
brown.000320,They were about a mile off.,-29.694124221801758,7
brown.000321,Under me the ground quivered slightly.,-43.478179931640625,8
brown.000322,"At first they were only feathers and dark indistinguishable faces and bodies, hunched over their horses' heads.",-100.74677276611328,21
brown.000323,Gradually they emerged as men.,-35.86334991455078,7
brown.000324,Gray Eyes was in the lead.,-38.70254135131836,7
brown.000325,"His face was split by a vermilion streak, his eyes were pools of white.",-65.98362731933594,18
brown.000326,Jagged red and black medicine symbols covered his chest.,-66.39393615722656,11
brown.000327,He was naked except for a clout.,-39.50471496582031,8
brown.000328,Next to him was a young boy I was sure had sat near me at one of the trading sessions.,-81.35444641113281,21
brown.000329,"His mouth was open, his neck corded with the strain of his screams.",-61.24589538574219,16
brown.000330,I found his chest in my sights.,-41.95243835449219,8
brown.000331,It had a red circle.,-30.670700073242188,6
brown.000332,The circle came nearer and nearer.,-31.73336410522461,7
brown.000333,"My God, how long is he going to wait, I thought.",-40.18059539794922,14
brown.000334,At first I thought he had missed.,-28.121150970458984,8
brown.000335,The feathered lance was still above his head.,-47.0712890625,11
brown.000336,"As he started to slump over, another warrior swung him onto his horse.",-76.33843231201172,15
brown.000337,He started to run but Oso's shot caught him on the wing.,-64.42583465576172,15
brown.000338,He jerked once in the grass and lay still.,-49.71451950073242,11
brown.000339,What else he said was lost in the rattle of gunfire on all sides.,-63.86528396606445,16
brown.000340,"The Aricaras broke under the devastating fire, wheeled and retreated.",-89.97489929199219,16
brown.000341,Far up the valley I could see the Rees circling and reorganizing.,-78.81336975097656,15
brown.000342,A horse screamed as it twisted from side to side in a frenzy.,-52.87633514404297,14
brown.000343,The square head fell over.,-36.141815185546875,6
brown.000344,"His legs pumped furiously, his long black hair streamed out behind him.",-56.120445251464844,14
brown.000345,There was a ragged volley.,-36.517913818359375,7
brown.000346,He was dead before he hit the ground.,-26.309797286987305,9
brown.000347,The sharp cries at the end of the valley were faint.,-52.25643539428711,12
brown.000348,They grew louder as the Indians charged again.,-48.83682632446289,9
brown.000349,"I could see their faces glistening with sweat and bear grease, their mouths open, shouting their spine-chilling cries.",-97.4179916381836,26
brown.000350,The war captain had been badly wounded and was fighting to hold his seat.,-57.74809646606445,15
brown.000351,I could see the blood running down his chest.,-34.48006057739258,10
brown.000352,"He was riding between two warriors, who held him erect when he started to slump.",-77.59593200683594,17
brown.000353,In my sights I watched him looming bigger and bigger.,-52.41098403930664,11
brown.000354,Montero's shot had caught him high in the chest.,-52.99554443359375,13
brown.000355,There was no doubt he was dying.,-27.843631744384766,8
brown.000356,Again we waited for Montero.,-40.330833435058594,8
brown.000357,"This time he delayed so long that some of the engages shouted frantically, but they held their fire.",-91.31439971923828,20
brown.000358,The horses were only several lengths away when he fired.,-51.7690315246582,11
brown.000359,The bullet flung Gray Eyes from his horse.,-62.31285095214844,9
brown.000360,Our rolling volley swept most of the other riders from their mounts.,-71.50129699707031,13
brown.000361,But a few reached our wall.,-43.31850051879883,7
brown.000362,I heard the whir of an ax and a Canadian's face burst apart in a bloody spray.,-96.67613220214844,20
brown.000363,I saw Little Billy rise and fire almost point blank and an Indian's face became shattered flesh and bone.,-121.2271499633789,21
brown.000364,"Oso reached up, jerked the buck from the bale and snapped his neck.",-88.26116943359375,18
brown.000365,"Other Indians were running at the ponies, shrilling and waving blankets.",-75.28348541259766,14
brown.000366,"Reverend Jason got one, the Canadians the others.",-67.38949584960938,11
brown.000367,The ponies were almost uncontrollable.,-34.452880859375,7
