sentence id,sentence,PLL score,nr. of tokens
tensor(90),The victory was guaranteed by the skipper.,-37.16914224624634,11
tensor(91),The skipper was guaranteed by the victory.,-50.43869876861572,11
tensor(92),The milliner adorned the fedora.,-67.62034034729004,10
tensor(93),The fedora adorned the milliner.,-64.49580717086792,10
tensor(94),The fedora was adorned by the milliner.,-64.39597368240356,12
tensor(95),The milliner was adorned by the fedora.,-69.88263130187988,12
tensor(96),The hatter decorated the bowler.,-42.47050952911377,9
tensor(97),The bowler decorated the hatter.,-46.512694358825684,9
tensor(98),The bowler was decorated by the hatter.,-46.41920757293701,11
tensor(99),The hatter was decorated by the bowler.,-46.592488288879395,11
tensor(100),The serviceman hoisted the flag.,-36.86000394821167,10
tensor(101),The flag hoisted the serviceman.,-55.08701992034912,10
tensor(102),The flag was hoisted by the serviceman.,-48.36582946777344,12
tensor(103),The serviceman was hoisted by the flag.,-57.34158277511597,12
tensor(104),The soldier raised the banner.,-16.051164627075195,8
tensor(105),The banner raised the soldier.,-29.82395315170288,8
tensor(106),The banner was raised by the soldier.,-18.53449583053589,10
tensor(107),The soldier was raised by the banner.,-29.864835262298584,10
tensor(108),The agent failed the mission.,-12.997531414031982,8
tensor(109),The mission failed the agent.,-21.386948585510254,8
tensor(110),The mission was failed by the agent.,-18.206941604614258,10
tensor(111),The agent was failed by the mission.,-26.833158016204834,10
tensor(112),The operative blew the assignment.,-28.297651290893555,8
tensor(113),The assignment blew the operative.,-30.365042686462402,8
tensor(114),The assignment was blown by the operative.,-29.115455627441406,10
tensor(115),The operative was blown by the assignment.,-31.504688262939453,10
tensor(116),The anchorman garbled the expression.,-59.207505226135254,11
tensor(117),The expression garbled the anchorman.,-71.72615242004395,11
tensor(118),The expression was garbled by the anchorman.,-71.63743209838867,13
tensor(119),The anchorman was garbled by the expression.,-72.49746322631836,13
tensor(120),The announcer mispronounced the word.,-60.826210021972656,11
tensor(121),The word mispronounced the announcer.,-70.81670761108398,11
tensor(122),The word was mispronounced by the announcer.,-61.25369310379028,13
tensor(123),The announcer was mispronounced by the word.,-74.58603858947754,13
tensor(124),The author finished the novel.,-11.039186477661133,8
tensor(125),The novel finished the author.,-20.938814640045166,8
tensor(126),The novel was finished by the author.,-11.551050186157227,10
tensor(127),The author was finished by the novel.,-32.161056995391846,10
tensor(128),The writer completed the book.,-16.42963743209839,8
tensor(129),The book completed the writer.,-23.05928087234497,8
tensor(130),The book was completed by the writer.,-14.263206005096436,10
tensor(131),The writer was completed by the book.,-30.669564247131348,10
tensor(132),The financier sponsored the project.,-49.982550621032715,10
tensor(133),The project sponsored the financier.,-57.47752809524536,10
tensor(134),The project was sponsored by the financier.,-51.443936347961426,12
tensor(135),The financier was sponsored by the project.,-58.42199516296387,12
tensor(136),The banker funded the program.,-27.765827655792236,8
tensor(137),The program funded the banker.,-33.49365425109863,8
tensor(138),The program was funded by the banker.,-31.731712341308594,10
tensor(139),The banker was funded by the program.,-37.29877710342407,10
tensor(140),The tourist exited the bus.,-17.459012985229492,8
tensor(141),The bus exited the tourist.,-35.58772563934326,8
tensor(142),The bus was exited by the tourist.,-25.92268705368042,10
tensor(143),The tourist was exited by the bus.,-32.462324142456055,10
tensor(144),The vacationer left the shuttle.,-35.41187572479248,9
tensor(145),The shuttle left the vacationer.,-42.81144905090332,9
tensor(146),The shuttle was left by the vacationer.,-39.57031536102295,11
tensor(147),The vacationer was left by the shuttle.,-36.43007230758667,11
tensor(148),The dietitian loathed the jam.,-74.76099395751953,11
tensor(149),The jam loathed the dietitian.,-76.32250213623047,11
tensor(150),The jam was loathed by the dietitian.,-77.6637191772461,13
tensor(151),The dietitian was loathed by the jam.,-84.82665538787842,13
tensor(152),The nutritionist detested the marmalade.,-88.82339525222778,13
tensor(153),The marmalade detested the nutritionist.,-93.59748077392578,13
tensor(154),The marmalade was detested by the nutritionist.,-86.2282166481018,15
tensor(155),The nutritionist was detested by the marmalade.,-94.48344421386719,15
tensor(156),The scientist discovered the cure.,-13.584625244140625,8
tensor(157),The cure discovered the scientist.,-29.110509395599365,8
tensor(158),The cure was discovered by the scientist.,-15.669042587280273,10
tensor(159),The scientist was discovered by the cure.,-33.84135913848877,10
tensor(160),The researcher found the remedy.,-25.310983657836914,8
tensor(161),The remedy found the researcher.,-34.59675168991089,8
tensor(162),The remedy was found by the researcher.,-24.444499492645264,10
tensor(163),The researcher was found by the remedy.,-40.24251747131348,10
tensor(164),The doctor closed the school.,-26.59097385406494,8
tensor(165),The school closed the doctor.,-32.96219444274902,8
tensor(166),The school was closed by the doctor.,-28.194793224334717,10
tensor(167),The doctor was closed by the school.,-30.757587432861328,10
tensor(168),The maid lifted the cushion.,-17.070734977722168,8
tensor(169),The cushion lifted the maid.,-31.289369583129883,8
tensor(170),The cushion was lifted by the maid.,-19.811405658721924,10
tensor(171),The maid was lifted by the cushion.,-38.025031089782715,10
tensor(172),The servant wiped the sink.,-17.21738624572754,8
tensor(173),The sink wiped the servant.,-34.30466556549072,8
tensor(174),The sink was wiped by the servant.,-22.538000106811523,10
tensor(175),The servant was wiped by the sink.,-39.051414012908936,10
tensor(176),The domestic cleaned the wash basin.,-19.151222229003906,9
tensor(177),The wash basin cleaned the domestic.,-32.51092004776001,9
tensor(178),The wash basin was cleaned by the domestic.,-22.727632522583008,11
tensor(179),The domestic was cleaned by the wash basin.,-31.015214443206787,11
tensor(180),The friend donned the pullover.,-58.467613697052,10
tensor(181),The pullover donned the friend.,-58.851491928100586,10
tensor(182),The pullover was donned by the friend.,-62.44181728363037,12
tensor(183),The friend was donned by the pullover.,-74.22365093231201,12
tensor(184),The convalescent took the pill.,-46.45625352859497,10
tensor(185),The pill took the convalescent.,-61.15792989730835,10
tensor(186),The pill was taken by the convalescent.,-51.28313636779785,12
tensor(187),The convalescent was taken by the pill.,-69.41180324554443,12
tensor(188),The patient swallowed the medicine.,-14.254409790039062,8
tensor(189),The medicine swallowed the patient.,-23.12747573852539,8
tensor(190),The medicine was swallowed by the patient.,-15.684837818145752,10
tensor(191),The patient was swallowed by the medicine.,-26.999180793762207,10
tensor(192),The hoarder hid the stash.,-58.20405197143555,12
tensor(193),The stash hid the hoarder.,-67.06087827682495,12
tensor(194),The stash was hidden by the hoarder.,-60.30470943450928,14
tensor(195),The hoarder was hidden by the stash.,-67.94375944137573,14
tensor(196),The packrat concealed the stockpile.,-55.067152976989746,10
tensor(197),The stockpile concealed the packrat.,-57.721096992492676,10
tensor(198),The stockpile was concealed by the packrat.,-56.74402093887329,12
tensor(199),The packrat was concealed by the stockpile.,-58.626885414123535,12
tensor(200),The reporter abandoned the story.,-18.924275398254395,8
tensor(201),The story abandoned the reporter.,-25.87648344039917,8
tensor(202),The story was abandoned by the reporter.,-19.122296810150146,10
tensor(203),The reporter was abandoned by the story.,-31.997431755065918,10
tensor(204),The journalist ditched the article.,-30.564587593078613,9
tensor(205),The article ditched the journalist.,-38.12848901748657,9
tensor(206),The article was ditched by the journalist.,-36.934603214263916,11
tensor(207),The journalist was ditched by the article.,-49.93333721160889,11
tensor(208),The carnivore ate the steak.,-49.08075571060181,11
tensor(209),The steak ate the carnivore.,-58.17074489593506,11
tensor(210),The steak was eaten by the carnivore.,-56.250306606292725,13
tensor(211),The carnivore was eaten by the steak.,-66.45515966415405,13
tensor(212),The meat-eater devoured the filet.,-73.252685546875,14
tensor(213),The filet devoured the meat-eater.,-72.77279376983643,14
tensor(214),The filet was devoured by the meat-eater.,-70.49358415603638,16
tensor(215),The meat-eater was devoured by the filet.,-77.48256349563599,16
tensor(216),The man drank the soda.,-14.809602737426758,8
tensor(217),The soda drank the man.,-26.640788555145264,8
tensor(218),The soda was drunk by the man.,-22.156760215759277,10
tensor(219),The man was drunk by the soda.,-28.262757301330566,10
tensor(220),The teacher bought the laptop.,-23.332050800323486,8
tensor(221),The laptop bought the teacher.,-32.957566261291504,8
tensor(222),The laptop was bought by the teacher.,-22.086065769195557,10
tensor(223),The teacher was bought by the laptop.,-40.47984313964844,10
tensor(224),The instructor purchased the computer.,-26.788301467895508,8
tensor(225),The computer purchased the instructor.,-35.18006706237793,8
tensor(226),The computer was purchased by the instructor.,-28.028196811676025,10
tensor(227),The instructor was purchased by the computer.,-41.69145584106445,10
tensor(228),The lady cooked the supper.,-16.54764747619629,8
tensor(229),The supper cooked the lady.,-28.467605590820312,8
tensor(230),The supper was cooked by the lady.,-16.896530151367188,10
tensor(231),The lady was cooked by the supper.,-35.11232948303223,10
tensor(232),The woman prepared the dinner.,-15.113081455230713,8
tensor(233),The dinner prepared the woman.,-29.778985500335693,8
tensor(234),The dinner was prepared by the woman.,-12.817403793334961,10
tensor(235),The woman was prepared by the dinner.,-36.773436546325684,10
tensor(236),The traveler lost the souvenir.,-57.99762201309204,11
tensor(237),The souvenir lost the traveler.,-68.29907035827637,11
tensor(238),The souvenir was lost by the traveler.,-59.95057439804077,13
tensor(239),The traveler was lost by the souvenir.,-64.58140516281128,13
tensor(240),The sightseer misplaced the memento.,-89.56386280059814,12
tensor(241),The memento misplaced the sightseer.,-100.6495475769043,12
tensor(242),The memento was misplaced by the sightseer.,-95.64141464233398,14
tensor(243),The sightseer was misplaced by the memento.,-97.79376888275146,14
tensor(244),The comedian confirmed the itinerary.,-52.65857791900635,10
tensor(245),The itinerary confirmed the comedian.,-57.050435066223145,10
tensor(246),The itinerary was confirmed by the comedian.,-48.15664577484131,12
tensor(247),The comedian was confirmed by the itinerary.,-60.15105152130127,12
tensor(248),The humorist verified the schedule.,-38.5079345703125,9
tensor(249),The schedule verified the humorist.,-44.157809257507324,9
tensor(250),The schedule was verified by the humorist.,-41.09758472442627,11
tensor(251),The humorist was verified by the schedule.,-46.7221155166626,11
tensor(252),The woodworker skimmed the brochure.,-93.78306484222412,14
tensor(253),The brochure skimmed the woodworker.,-90.19325065612793,14
tensor(254),The brochure was skimmed by the woodworker.,-97.27614736557007,16
tensor(255),The woodworker was skimmed by the brochure.,-97.92538785934448,16
tensor(256),The guide reached the target.,-21.092368125915527,8
tensor(257),The target reached the guide.,-32.68562889099121,8
tensor(258),The target was reached by the guide.,-22.947803497314453,10
tensor(259),The guide was reached by the target.,-34.97508144378662,10
tensor(260),The townsperson farmed the grain.,-47.38262748718262,10
tensor(261),The grain farmed the townsperson.,-53.32731914520264,10
tensor(262),The grain was farmed by the townsperson.,-53.82308483123779,12
tensor(263),The townsperson was farmed by the grain.,-66.19799518585205,12
tensor(264),The villager cultivated the crop.,-28.000945568084717,9
tensor(265),The crop cultivated the villager.,-37.51276922225952,9
tensor(266),The crop was cultivated by the villager.,-31.167890548706055,11
tensor(267),The villager was cultivated by the crop.,-37.39245271682739,11
tensor(268),The mentor revised the manuscript.,-27.038578510284424,8
tensor(269),The manuscript revised the mentor.,-39.25451183319092,8
tensor(270),The manuscript was revised by the mentor.,-27.404274940490723,10
tensor(271),The mentor was revised by the manuscript.,-46.78046703338623,10
tensor(272),The advisor edited the paper.,-20.732458114624023,8
tensor(273),The paper edited the advisor.,-33.60080146789551,8
tensor(274),The paper was edited by the advisor.,-25.398856163024902,10
tensor(275),The advisor was edited by the paper.,-36.2713828086853,10
tensor(276),The accountant made the chart.,-32.02718162536621,8
tensor(277),The chart made the accountant.,-36.98490810394287,8
tensor(278),The chart was made by the accountant.,-25.819607257843018,10
tensor(279),The accountant was made by the chart.,-42.75590801239014,10
tensor(280),The bookkeeper created the graph.,-35.97457790374756,9
tensor(281),The graph created the bookkeeper.,-43.23295211791992,9
tensor(282),The graph was created by the bookkeeper.,-35.48706674575806,11
tensor(283),The bookkeeper was created by the graph.,-49.60721778869629,11
tensor(284),The logger felled the pine tree.,-41.168145179748535,11
tensor(285),The pine tree felled the logger.,-38.07023000717163,11
tensor(286),The pine tree was felled by the logger.,-48.055745124816895,13
tensor(287),The logger was felled by the pine tree.,-46.757516384124756,13
tensor(288),The tycoon ran the company.,-43.31373977661133,10
tensor(289),The company ran the tycoon.,-52.567543506622314,10
tensor(290),The company was run by the tycoon.,-46.322248458862305,12
tensor(291),The tycoon was run by the company.,-53.56932735443115,12
tensor(292),The mogul governed the corporation.,-56.92253923416138,10
tensor(293),The corporation governed the mogul.,-63.07676649093628,10
tensor(294),The corporation was governed by the mogul.,-61.84961223602295,12
tensor(295),The mogul was governed by the corporation.,-60.05710029602051,12
tensor(296),The campaigner biased the ballot.,-41.874414920806885,10
tensor(297),The ballot biased the campaigner.,-41.73975658416748,10
tensor(298),The ballot was biased by the campaigner.,-55.23614025115967,12
tensor(299),The campaigner was biased by the ballot.,-52.339680194854736,12
tensor(300),The activist prejudiced the vote.,-43.25833749771118,9
tensor(301),The vote prejudiced the activist.,-39.82471704483032,9
tensor(302),The vote was prejudiced by the activist.,-49.828250885009766,11
tensor(303),The activist was prejudiced by the vote.,-46.63791561126709,11
tensor(304),The stewardess pulled the suitcase.,-52.3409104347229,10
tensor(305),The suitcase pulled the stewardess.,-54.175506591796875,10
tensor(306),The suitcase was pulled by the stewardess.,-47.265674114227295,12
tensor(307),The stewardess was pulled by the suitcase.,-50.10549354553223,12
tensor(308),The flight-attendant dragged the luggage.,-17.380223274230957,10
tensor(309),The luggage dragged the flight-attendant.,-29.196241855621338,10
tensor(310),The luggage was dragged by the flight-attendant.,-22.282488346099854,12
tensor(311),The flight-attendant was dragged by the luggage.,-25.159862995147705,12
tensor(312),The congressman delivered the speech.,-25.679039001464844,9
tensor(313),The speech delivered the congressman.,-40.32022571563721,9
tensor(314),The speech was delivered by the congressman.,-22.309199333190918,11
tensor(315),The congressman was delivered by the speech.,-43.456878662109375,11
tensor(316),The representative gave the address.,-19.546330451965332,8
tensor(317),The address gave the representative.,-37.3941011428833,8
tensor(318),The address was given by the representative.,-21.60019302368164,10
tensor(319),The representative was given by the address.,-40.44785213470459,10
tensor(320),The sheriff inspected the estate.,-18.112879276275635,8
tensor(321),The estate inspected the sheriff.,-39.971632957458496,8
tensor(322),The estate was inspected by the sheriff.,-20.019461631774902,10
tensor(323),The sheriff was inspected by the estate.,-40.29308319091797,10
tensor(324),The constable examined the property.,-38.47143363952637,9
tensor(325),The property examined the constable.,-57.52761363983154,9
tensor(326),The property was examined by the constable.,-39.04820919036865,11
tensor(327),The constable was examined by the property.,-56.90892028808594,11
tensor(328),The celebrity signed the photograph.,-24.718220710754395,8
tensor(329),The photograph signed the celebrity.,-32.440409660339355,8
tensor(330),The photograph was signed by the celebrity.,-19.912139415740967,10
tensor(331),The celebrity was signed by the photograph.,-36.66930961608887,10
tensor(332),The star autographed the picture.,-42.20342254638672,10
tensor(333),The picture autographed the star.,-52.10529327392578,10
tensor(334),The picture was autographed by the star.,-39.000383377075195,12
tensor(335),The star was autographed by the picture.,-56.05970859527588,12
tensor(336),The nanny tutored the boy.,-45.36193370819092,10
tensor(337),The boy tutored the nanny.,-53.950422286987305,10
tensor(338),The boy was tutored by the nanny.,-51.09800624847412,12
tensor(339),The nanny was tutored by the boy.,-56.81439208984375,12
tensor(340),The governess instructed the lad.,-34.489821910858154,9
tensor(341),The lad instructed the governess.,-39.49530220031738,9
tensor(342),The lad was instructed by the governess.,-37.3958306312561,11
tensor(343),The governess was instructed by the lad.,-46.05173301696777,11
tensor(344),The blackmailer threatened the senator.,-38.74369239807129,10
tensor(345),The senator threatened the blackmailer.,-35.86886024475098,10
tensor(346),The senator was threatened by the blackmailer.,-36.81239986419678,12
tensor(347),The blackmailer was threatened by the senator.,-39.254286766052246,12
tensor(348),The extortionist menaced the legislator.,-103.02173566818237,15
tensor(349),The legislator menaced the extortionist.,-101.54168605804443,15
tensor(350),The legislator was menaced by the extortionist.,-103.93802452087402,17
tensor(351),The extortionist was menaced by the legislator.,-102.1189637184143,17
tensor(352),The artist portrayed the philosopher.,-22.91707754135132,8
tensor(353),The philosopher portrayed the artist.,-26.038212299346924,8
tensor(354),The philosopher was portrayed by the artist.,-18.48408603668213,10
tensor(355),The artist was portrayed by the philosopher.,-27.316696166992188,10
tensor(356),The painter depicted the thinker.,-42.5875186920166,9
tensor(357),The thinker depicted the painter.,-45.54819679260254,9
tensor(358),The thinker was depicted by the painter.,-36.896432876586914,11
tensor(359),The painter was depicted by the thinker.,-46.53548240661621,11
tensor(360),The mechanic berated the intern.,-55.534345626831055,10
tensor(361),The intern berated the mechanic.,-52.165897369384766,10
tensor(362),The intern was berated by the mechanic.,-57.87837028503418,12
tensor(363),The mechanic was berated by the intern.,-60.67501449584961,12
tensor(364),The technician rebuked the aide.,-53.49096059799194,10
tensor(365),The aide rebuked the technician.,-51.17323684692383,10
tensor(366),The aide was rebuked by the technician.,-55.376047134399414,12
tensor(367),The technician was rebuked by the aide.,-53.88564920425415,12
tensor(368),The fairy enchanted the troll.,-36.60504961013794,9
tensor(369),The troll enchanted the fairy.,-38.4402437210083,9
tensor(370),The troll was enchanted by the fairy.,-43.139155864715576,11
tensor(371),The fairy was enchanted by the troll.,-44.86153697967529,11
tensor(372),The pixie mesmerized the ogre.,-107.11596727371216,14
tensor(373),The ogre mesmerized the pixie.,-109.7882866859436,14
tensor(374),The ogre was mesmerized by the pixie.,-107.39889717102051,16
tensor(375),The pixie was mesmerized by the ogre.,-113.48555421829224,16
tensor(376),The orderly assisted the dentist.,-41.747517108917236,9
tensor(377),The dentist assisted the orderly.,-37.10588312149048,9
tensor(378),The dentist was assisted by the orderly.,-40.08139705657959,11
tensor(379),The orderly was assisted by the dentist.,-41.23960208892822,11
tensor(380),The nurse helped the orthodontist.,-71.00352239608765,12
tensor(381),The orthodontist helped the nurse.,-82.11602973937988,12
tensor(382),The orthodontist was helped by the nurse.,-76.94690704345703,14
tensor(383),The nurse was helped by the orthodontist.,-76.42612171173096,14
tensor(384),The owner evicted the tenant.,-33.32121753692627,9
tensor(385),The tenant evicted the owner.,-37.696797370910645,9
tensor(386),The tenant was evicted by the owner.,-31.160629272460938,11
tensor(387),The owner was evicted by the tenant.,-37.4389591217041,11
tensor(388),The critic attacked the conservative.,-26.762744903564453,8
tensor(389),The conservative attacked the critic.,-28.029069423675537,8
tensor(390),The conservative was attacked by the critic.,-28.812725067138672,10
tensor(391),The critic was attacked by the conservative.,-25.228562355041504,10
tensor(392),The reviewer criticized the right-winger.,-16.308934211730957,10
tensor(393),The right-winger criticized the reviewer.,-24.39909791946411,10
tensor(394),The right-winger was criticized by the reviewer.,-21.152052879333496,12
tensor(395),The reviewer was criticized by the right-winger.,-22.050086975097656,12
tensor(396),The admirer badgered the director.,-57.64559364318848,10
tensor(397),The director badgered the admirer.,-57.65026807785034,10
tensor(398),The director was badgered by the admirer.,-67.16214513778687,12
tensor(399),The admirer was badgered by the director.,-62.35926389694214,12
tensor(400),The fan pestered the filmmaker.,-52.81077861785889,10
tensor(401),The filmmaker pestered the fan.,-51.08515501022339,10
tensor(402),The filmmaker was pestered by the fan.,-53.66085386276245,12
tensor(403),The fan was pestered by the filmmaker.,-50.9064884185791,12
tensor(404),The paramedic revived the youth.,-52.687665939331055,10
tensor(405),The youth revived the paramedic.,-54.93499755859375,10
tensor(406),The youth was revived by the paramedic.,-48.44815444946289,12
tensor(407),The paramedic was revived by the youth.,-52.03862762451172,12
tensor(408),The EMT resuscitated the youngster.,-95.97030305862427,13
tensor(409),The youngster resuscitated the EMT.,-103.6239242553711,13
tensor(410),The youngster was resuscitated by the EMT.,-94.8898024559021,15
tensor(411),The EMT was resuscitated by the youngster.,-98.76075601577759,15
tensor(412),The prankster duped the marketer.,-76.21649360656738,12
tensor(413),The marketer duped the prankster.,-75.86292839050293,12
tensor(414),The marketer was duped by the prankster.,-84.3306655883789,14
tensor(415),The prankster was duped by the marketer.,-84.95326042175293,14
tensor(416),The joker tricked the distributor.,-46.603171825408936,10
tensor(417),The distributor tricked the joker.,-46.74937629699707,10
tensor(418),The distributor was tricked by the joker.,-53.19569683074951,12
tensor(419),The joker was tricked by the distributor.,-54.37554931640625,12
tensor(420),The playboy courted the damsel.,-70.24067687988281,11
tensor(421),The damsel courted the playboy.,-70.32491207122803,11
tensor(422),The damsel was courted by the playboy.,-75.4166259765625,13
tensor(423),The playboy was courted by the damsel.,-73.66925430297852,13
tensor(424),The womanizer wooed the maiden.,-51.3966121673584,11
tensor(425),The maiden wooed the womanizer.,-58.52677583694458,11
tensor(426),The maiden was wooed by the womanizer.,-61.19685173034668,13
tensor(427),The womanizer was wooed by the maiden.,-60.180580615997314,13
tensor(428),The nomad cherished the clergyman.,-82.04771614074707,11
tensor(429),The clergyman cherished the nomad.,-79.9507188796997,11
tensor(430),The clergyman was cherished by the nomad.,-83.48589992523193,13
tensor(431),The nomad was cherished by the clergyman.,-82.45692443847656,13
tensor(432),The vagabond revered the priest.,-61.055809020996094,11
tensor(433),The priest revered the vagabond.,-63.10746955871582,11
tensor(434),The priest was revered by the vagabond.,-61.939602851867676,13
tensor(435),The vagabond was revered by the priest.,-64.35838890075684,13
tensor(436),The assassin shot the statesman.,-22.073526859283447,8
tensor(437),The statesman shot the assassin.,-23.13575267791748,8
tensor(438),The statesman was shot by the assassin.,-18.26817035675049,10
tensor(439),The assassin was shot by the statesman.,-20.79425621032715,10
tensor(440),The hit man killed the politician.,-16.077706813812256,9
tensor(441),The politician killed the hit man.,-20.685571670532227,9
tensor(442),The politician was killed by the hit man.,-16.63210153579712,11
tensor(443),The hit man was killed by the politician.,-20.889136791229248,11
tensor(444),The clerk charged the elderly person.,-27.697270393371582,9
tensor(445),The elderly person charged the clerk.,-29.257429599761963,9
tensor(446),The elderly person was charged by the clerk.,-31.87819528579712,11
tensor(447),The clerk was charged by the elderly person.,-35.26865816116333,11
tensor(448),The cashier billed the senior citizen.,-36.87626075744629,10
tensor(449),The senior citizen billed the cashier.,-35.20548057556152,10
tensor(450),The senior citizen was billed by the cashier.,-40.923226833343506,12
tensor(451),The cashier was billed by the senior citizen.,-43.10234451293945,12
tensor(452),The mediator rescued the hostage.,-29.370059490203857,9
tensor(453),The hostage rescued the mediator.,-37.326844215393066,9
tensor(454),The hostage was rescued by the mediator.,-32.15831136703491,11
tensor(455),The mediator was rescued by the hostage.,-34.824649810791016,11
tensor(456),The negotiator saved the captive.,-54.900288581848145,10
tensor(457),The captive saved the negotiator.,-55.97726249694824,10
tensor(458),The captive was saved by the negotiator.,-52.841904163360596,12
