sentence id,sentence,PLL score,nr. of tokens
tensor(173),The sink wiped the servant.,-34.30466556549072,8
tensor(174),The sink was wiped by the servant.,-22.538000106811523,10
tensor(175),The servant was wiped by the sink.,-39.051414012908936,10
tensor(176),The domestic cleaned the wash basin.,-19.151222229003906,9
tensor(177),The wash basin cleaned the domestic.,-32.51092004776001,9
tensor(178),The wash basin was cleaned by the domestic.,-22.727632522583008,11
tensor(179),The domestic was cleaned by the wash basin.,-31.015214443206787,11
tensor(180),The friend donned the pullover.,-34.51923894882202,10
tensor(181),The pullover donned the friend.,-41.24584770202637,10
tensor(182),The pullover was donned by the friend.,-37.3997688293457,12
tensor(183),The friend was donned by the pullover.,-52.66448402404785,12
tensor(184),The convalescent took the pill.,-32.6867241859436,10
tensor(185),The pill took the convalescent.,-41.52654409408569,10
tensor(186),The pill was taken by the convalescent.,-34.40592002868652,12
tensor(187),The convalescent was taken by the pill.,-51.02497625350952,12
tensor(188),The patient swallowed the medicine.,-14.254409790039062,8
tensor(189),The medicine swallowed the patient.,-23.12747573852539,8
tensor(190),The medicine was swallowed by the patient.,-15.684837818145752,10
tensor(191),The patient was swallowed by the medicine.,-26.999180793762207,10
tensor(192),The hoarder hid the stash.,-39.97283411026001,12
tensor(193),The stash hid the hoarder.,-43.573641300201416,12
tensor(194),The stash was hidden by the hoarder.,-42.93296527862549,14
tensor(195),The hoarder was hidden by the stash.,-46.046452045440674,14
tensor(196),The packrat concealed the stockpile.,-43.636534690856934,10
tensor(197),The stockpile concealed the packrat.,-44.097209453582764,10
tensor(198),The stockpile was concealed by the packrat.,-41.42104768753052,12
tensor(199),The packrat was concealed by the stockpile.,-47.19871997833252,12
tensor(200),The reporter abandoned the story.,-18.924275398254395,8
tensor(201),The story abandoned the reporter.,-25.87648344039917,8
tensor(202),The story was abandoned by the reporter.,-19.122296810150146,10
tensor(203),The reporter was abandoned by the story.,-31.997431755065918,10
tensor(204),The journalist ditched the article.,-24.877695560455322,9
tensor(205),The article ditched the journalist.,-31.345993995666504,9
tensor(206),The article was ditched by the journalist.,-26.075344562530518,11
tensor(207),The journalist was ditched by the article.,-37.70047664642334,11
tensor(208),The carnivore ate the steak.,-27.007125854492188,11
tensor(209),The steak ate the carnivore.,-37.40192890167236,11
tensor(210),The steak was eaten by the carnivore.,-32.101717948913574,13
tensor(211),The carnivore was eaten by the steak.,-46.54136419296265,13
tensor(212),The meat-eater devoured the filet.,-30.876215934753418,14
tensor(213),The filet devoured the meat-eater.,-38.91612482070923,14
tensor(214),The filet was devoured by the meat-eater.,-33.377203941345215,16
tensor(215),The meat-eater was devoured by the filet.,-39.800503730773926,16
tensor(216),The man drank the soda.,-14.809602737426758,8
tensor(217),The soda drank the man.,-26.640788555145264,8
tensor(218),The soda was drunk by the man.,-22.156760215759277,10
tensor(219),The man was drunk by the soda.,-28.262757301330566,10
tensor(220),The teacher bought the laptop.,-23.332050800323486,8
tensor(221),The laptop bought the teacher.,-32.957566261291504,8
tensor(222),The laptop was bought by the teacher.,-22.086065769195557,10
tensor(223),The teacher was bought by the laptop.,-40.47984313964844,10
tensor(224),The instructor purchased the computer.,-26.788301467895508,8
tensor(225),The computer purchased the instructor.,-35.18006706237793,8
tensor(226),The computer was purchased by the instructor.,-28.028196811676025,10
tensor(227),The instructor was purchased by the computer.,-41.69145584106445,10
tensor(228),The lady cooked the supper.,-16.54764747619629,8
tensor(229),The supper cooked the lady.,-28.467605590820312,8
tensor(230),The supper was cooked by the lady.,-16.896530151367188,10
tensor(231),The lady was cooked by the supper.,-35.11232948303223,10
tensor(232),The woman prepared the dinner.,-15.113081455230713,8
tensor(233),The dinner prepared the woman.,-29.778985500335693,8
tensor(234),The dinner was prepared by the woman.,-12.817403793334961,10
tensor(235),The woman was prepared by the dinner.,-36.773436546325684,10
tensor(236),The traveler lost the souvenir.,-38.81491708755493,11
tensor(237),The souvenir lost the traveler.,-45.2939567565918,11
tensor(238),The souvenir was lost by the traveler.,-36.110926151275635,13
tensor(239),The traveler was lost by the souvenir.,-44.63026666641235,13
tensor(240),The sightseer misplaced the memento.,-47.99501276016235,12
tensor(241),The memento misplaced the sightseer.,-62.520145416259766,12
tensor(242),The memento was misplaced by the sightseer.,-56.0911922454834,14
tensor(243),The sightseer was misplaced by the memento.,-66.2482442855835,14
tensor(244),The comedian confirmed the itinerary.,-35.3070592880249,10
tensor(245),The itinerary confirmed the comedian.,-37.0464301109314,10
tensor(246),The itinerary was confirmed by the comedian.,-30.837156295776367,12
tensor(247),The comedian was confirmed by the itinerary.,-38.3386287689209,12
tensor(248),The humorist verified the schedule.,-31.817307949066162,9
tensor(249),The schedule verified the humorist.,-37.55295181274414,9
tensor(250),The schedule was verified by the humorist.,-33.1229887008667,11
tensor(251),The humorist was verified by the schedule.,-42.121267795562744,11
tensor(252),The woodworker skimmed the brochure.,-51.89946937561035,14
tensor(253),The brochure skimmed the woodworker.,-59.05911827087402,14
tensor(254),The brochure was skimmed by the woodworker.,-51.63759136199951,16
tensor(255),The woodworker was skimmed by the brochure.,-65.02892780303955,16
tensor(256),The guide reached the target.,-21.092368125915527,8
tensor(257),The target reached the guide.,-32.68562889099121,8
tensor(258),The target was reached by the guide.,-22.947803497314453,10
tensor(259),The guide was reached by the target.,-34.97508144378662,10
tensor(260),The townsperson farmed the grain.,-37.1602144241333,10
tensor(261),The grain farmed the townsperson.,-46.036659717559814,10
tensor(262),The grain was farmed by the townsperson.,-36.12615394592285,12
tensor(263),The townsperson was farmed by the grain.,-52.005210876464844,12
tensor(264),The villager cultivated the crop.,-20.68174695968628,9
tensor(265),The crop cultivated the villager.,-35.89818334579468,9
tensor(266),The crop was cultivated by the villager.,-23.085658073425293,11
tensor(267),The villager was cultivated by the crop.,-35.277299880981445,11
tensor(268),The mentor revised the manuscript.,-27.038578510284424,8
tensor(269),The manuscript revised the mentor.,-39.25451183319092,8
tensor(270),The manuscript was revised by the mentor.,-27.404274940490723,10
tensor(271),The mentor was revised by the manuscript.,-46.78046703338623,10
tensor(272),The advisor edited the paper.,-20.732458114624023,8
tensor(273),The paper edited the advisor.,-33.60080146789551,8
tensor(274),The paper was edited by the advisor.,-25.398856163024902,10
tensor(275),The advisor was edited by the paper.,-36.2713828086853,10
tensor(276),The accountant made the chart.,-32.02718162536621,8
tensor(277),The chart made the accountant.,-36.98490810394287,8
tensor(278),The chart was made by the accountant.,-25.819607257843018,10
tensor(279),The accountant was made by the chart.,-42.75590801239014,10
tensor(280),The bookkeeper created the graph.,-27.793481826782227,9
tensor(281),The graph created the bookkeeper.,-34.91570329666138,9
tensor(282),The graph was created by the bookkeeper.,-26.32716131210327,11
tensor(283),The bookkeeper was created by the graph.,-43.89620876312256,11
tensor(284),The logger felled the pine tree.,-22.6632080078125,11
tensor(285),The pine tree felled the logger.,-26.25379753112793,11
tensor(286),The pine tree was felled by the logger.,-24.192151069641113,13
tensor(287),The logger was felled by the pine tree.,-30.30479860305786,13
tensor(288),The tycoon ran the company.,-27.256110668182373,10
tensor(289),The company ran the tycoon.,-35.453835010528564,10
tensor(290),The company was run by the tycoon.,-26.96444082260132,12
tensor(291),The tycoon was run by the company.,-35.957844257354736,12
tensor(292),The mogul governed the corporation.,-35.6954665184021,10
tensor(293),The corporation governed the mogul.,-39.331157207489014,10
tensor(294),The corporation was governed by the mogul.,-38.335843086242676,12
tensor(295),The mogul was governed by the corporation.,-39.42682647705078,12
tensor(296),The campaigner biased the ballot.,-36.391196727752686,10
tensor(297),The ballot biased the campaigner.,-35.07914590835571,10
tensor(298),The ballot was biased by the campaigner.,-39.27200698852539,12
tensor(299),The campaigner was biased by the ballot.,-38.48051643371582,12
tensor(300),The activist prejudiced the vote.,-34.78856325149536,9
tensor(301),The vote prejudiced the activist.,-31.441954135894775,9
tensor(302),The vote was prejudiced by the activist.,-38.07853603363037,11
tensor(303),The activist was prejudiced by the vote.,-35.44001293182373,11
tensor(304),The stewardess pulled the suitcase.,-30.7978777885437,10
tensor(305),The suitcase pulled the stewardess.,-41.68826389312744,10
tensor(306),The suitcase was pulled by the stewardess.,-28.846486568450928,12
tensor(307),The stewardess was pulled by the suitcase.,-30.67406177520752,12
tensor(308),The flight-attendant dragged the luggage.,-17.380223274230957,10
tensor(309),The luggage dragged the flight-attendant.,-29.196241855621338,10
tensor(310),The luggage was dragged by the flight-attendant.,-22.282488346099854,12
tensor(311),The flight-attendant was dragged by the luggage.,-25.159862995147705,12
tensor(312),The congressman delivered the speech.,-16.404987335205078,9
tensor(313),The speech delivered the congressman.,-32.431344985961914,9
tensor(314),The speech was delivered by the congressman.,-13.302496910095215,11
tensor(315),The congressman was delivered by the speech.,-37.11567497253418,11
tensor(316),The representative gave the address.,-19.546330451965332,8
tensor(317),The address gave the representative.,-37.3941011428833,8
tensor(318),The address was given by the representative.,-21.60019302368164,10
tensor(319),The representative was given by the address.,-40.44785213470459,10
tensor(320),The sheriff inspected the estate.,-18.112879276275635,8
tensor(321),The estate inspected the sheriff.,-39.971632957458496,8
tensor(322),The estate was inspected by the sheriff.,-20.019461631774902,10
tensor(323),The sheriff was inspected by the estate.,-40.29308319091797,10
tensor(324),The constable examined the property.,-24.835506439208984,9
tensor(325),The property examined the constable.,-46.87195682525635,9
tensor(326),The property was examined by the constable.,-26.977750778198242,11
tensor(327),The constable was examined by the property.,-43.62862491607666,11
tensor(328),The celebrity signed the photograph.,-24.718220710754395,8
tensor(329),The photograph signed the celebrity.,-32.440409660339355,8
tensor(330),The photograph was signed by the celebrity.,-19.912139415740967,10
tensor(331),The celebrity was signed by the photograph.,-36.66930961608887,10
tensor(332),The star autographed the picture.,-29.27161407470703,10
tensor(333),The picture autographed the star.,-36.703378677368164,10
tensor(334),The picture was autographed by the star.,-22.717779636383057,12
tensor(335),The star was autographed by the picture.,-44.012606143951416,12
tensor(336),The nanny tutored the boy.,-25.680530548095703,10
tensor(337),The boy tutored the nanny.,-30.170571327209473,10
tensor(338),The boy was tutored by the nanny.,-26.011674880981445,12
tensor(339),The nanny was tutored by the boy.,-31.96631622314453,12
tensor(340),The governess instructed the lad.,-26.052356243133545,9
tensor(341),The lad instructed the governess.,-30.48027992248535,9
tensor(342),The lad was instructed by the governess.,-27.498852252960205,11
tensor(343),The governess was instructed by the lad.,-37.459754943847656,11
tensor(344),The blackmailer threatened the senator.,-23.46512269973755,10
tensor(345),The senator threatened the blackmailer.,-23.964542865753174,10
tensor(346),The senator was threatened by the blackmailer.,-25.394545078277588,12
tensor(347),The blackmailer was threatened by the senator.,-30.773766040802002,12
tensor(348),The extortionist menaced the legislator.,-49.6180477142334,15
tensor(349),The legislator menaced the extortionist.,-49.67877817153931,15
tensor(350),The legislator was menaced by the extortionist.,-57.04177236557007,17
tensor(351),The extortionist was menaced by the legislator.,-52.033447265625,17
tensor(352),The artist portrayed the philosopher.,-22.91707754135132,8
tensor(353),The philosopher portrayed the artist.,-26.038212299346924,8
tensor(354),The philosopher was portrayed by the artist.,-18.48408603668213,10
tensor(355),The artist was portrayed by the philosopher.,-27.316696166992188,10
tensor(356),The painter depicted the thinker.,-32.715030670166016,9
tensor(357),The thinker depicted the painter.,-35.79582214355469,9
tensor(358),The thinker was depicted by the painter.,-27.92686367034912,11
tensor(359),The painter was depicted by the thinker.,-37.9688777923584,11
tensor(360),The mechanic berated the intern.,-34.96721172332764,10
tensor(361),The intern berated the mechanic.,-34.73267936706543,10
tensor(362),The intern was berated by the mechanic.,-39.111334800720215,12
tensor(363),The mechanic was berated by the intern.,-39.05081748962402,12
tensor(364),The technician rebuked the aide.,-35.00133275985718,10
tensor(365),The aide rebuked the technician.,-34.6904239654541,10
tensor(366),The aide was rebuked by the technician.,-42.4447717666626,12
tensor(367),The technician was rebuked by the aide.,-41.00601243972778,12
tensor(368),The fairy enchanted the troll.,-24.074546337127686,9
tensor(369),The troll enchanted the fairy.,-24.428394317626953,9
tensor(370),The troll was enchanted by the fairy.,-29.712396144866943,11
tensor(371),The fairy was enchanted by the troll.,-30.0672607421875,11
tensor(372),The pixie mesmerized the ogre.,-51.982430934906006,14
tensor(373),The ogre mesmerized the pixie.,-51.022010803222656,14
tensor(374),The ogre was mesmerized by the pixie.,-52.42939901351929,16
tensor(375),The pixie was mesmerized by the ogre.,-57.30475568771362,16
tensor(376),The orderly assisted the dentist.,-29.11470937728882,9
tensor(377),The dentist assisted the orderly.,-26.351361751556396,9
tensor(378),The dentist was assisted by the orderly.,-29.658727645874023,11
tensor(379),The orderly was assisted by the dentist.,-27.626258850097656,11
tensor(380),The nurse helped the orthodontist.,-36.52052974700928,12
tensor(381),The orthodontist helped the nurse.,-42.38299894332886,12
tensor(382),The orthodontist was helped by the nurse.,-38.99357223510742,14
tensor(383),The nurse was helped by the orthodontist.,-43.068140506744385,14
tensor(384),The owner evicted the tenant.,-18.31246280670166,9
tensor(385),The tenant evicted the owner.,-21.147658348083496,9
tensor(386),The tenant was evicted by the owner.,-20.97657299041748,11
tensor(387),The owner was evicted by the tenant.,-26.396175384521484,11
tensor(388),The critic attacked the conservative.,-26.762744903564453,8
tensor(389),The conservative attacked the critic.,-28.029069423675537,8
tensor(390),The conservative was attacked by the critic.,-28.812725067138672,10
tensor(391),The critic was attacked by the conservative.,-25.228562355041504,10
tensor(392),The reviewer criticized the right-winger.,-16.308934211730957,10
tensor(393),The right-winger criticized the reviewer.,-24.39909791946411,10
tensor(394),The right-winger was criticized by the reviewer.,-21.152052879333496,12
tensor(395),The reviewer was criticized by the right-winger.,-22.050086975097656,12
tensor(396),The admirer badgered the director.,-38.81806564331055,10
tensor(397),The director badgered the admirer.,-37.836891651153564,10
tensor(398),The director was badgered by the admirer.,-44.245540142059326,12
tensor(399),The admirer was badgered by the director.,-40.69599199295044,12
tensor(400),The fan pestered the filmmaker.,-38.41602325439453,10
tensor(401),The filmmaker pestered the fan.,-40.15836572647095,10
tensor(402),The filmmaker was pestered by the fan.,-37.27081346511841,12
tensor(403),The fan was pestered by the filmmaker.,-37.094974517822266,12
tensor(404),The paramedic revived the youth.,-35.48177433013916,10
tensor(405),The youth revived the paramedic.,-38.08449649810791,10
tensor(406),The youth was revived by the paramedic.,-34.19192361831665,12
tensor(407),The paramedic was revived by the youth.,-35.68805408477783,12
tensor(408),The EMT resuscitated the youngster.,-49.01828622817993,13
tensor(409),The youngster resuscitated the EMT.,-52.56064462661743,13
tensor(410),The youngster was resuscitated by the EMT.,-54.85856580734253,15
tensor(411),The EMT was resuscitated by the youngster.,-54.45019865036011,15
tensor(412),The prankster duped the marketer.,-40.65256404876709,12
tensor(413),The marketer duped the prankster.,-45.239455223083496,12
tensor(414),The marketer was duped by the prankster.,-39.60774612426758,14
tensor(415),The prankster was duped by the marketer.,-42.11015701293945,14
tensor(416),The joker tricked the distributor.,-32.97182846069336,10
tensor(417),The distributor tricked the joker.,-31.945568084716797,10
tensor(418),The distributor was tricked by the joker.,-34.012038230895996,12
tensor(419),The joker was tricked by the distributor.,-38.13299369812012,12
tensor(420),The playboy courted the damsel.,-36.72170639038086,11
tensor(421),The damsel courted the playboy.,-37.522828102111816,11
tensor(422),The damsel was courted by the playboy.,-40.27832889556885,13
tensor(423),The playboy was courted by the damsel.,-39.593881607055664,13
tensor(424),The womanizer wooed the maiden.,-35.267645835876465,11
tensor(425),The maiden wooed the womanizer.,-43.486398220062256,11
tensor(426),The maiden was wooed by the womanizer.,-41.346789836883545,13
tensor(427),The womanizer was wooed by the maiden.,-42.18006896972656,13
tensor(428),The nomad cherished the clergyman.,-49.994614601135254,11
tensor(429),The clergyman cherished the nomad.,-49.03684616088867,11
tensor(430),The clergyman was cherished by the nomad.,-52.02016353607178,13
tensor(431),The nomad was cherished by the clergyman.,-53.59375476837158,13
tensor(432),The vagabond revered the priest.,-42.9680609703064,11
tensor(433),The priest revered the vagabond.,-38.90925359725952,11
tensor(434),The priest was revered by the vagabond.,-44.752241134643555,13
tensor(435),The vagabond was revered by the priest.,-42.29936981201172,13
tensor(436),The assassin shot the statesman.,-22.073526859283447,8
tensor(437),The statesman shot the assassin.,-23.13575267791748,8
tensor(438),The statesman was shot by the assassin.,-18.26817035675049,10
tensor(439),The assassin was shot by the statesman.,-20.79425621032715,10
tensor(440),The hit man killed the politician.,-16.077706813812256,9
tensor(441),The politician killed the hit man.,-20.685571670532227,9
tensor(442),The politician was killed by the hit man.,-16.63210153579712,11
tensor(443),The hit man was killed by the politician.,-20.889136791229248,11
tensor(444),The clerk charged the elderly person.,-27.697270393371582,9
tensor(445),The elderly person charged the clerk.,-29.257429599761963,9
tensor(446),The elderly person was charged by the clerk.,-31.87819528579712,11
tensor(447),The clerk was charged by the elderly person.,-35.26865816116333,11
tensor(448),The cashier billed the senior citizen.,-25.583624839782715,10
tensor(449),The senior citizen billed the cashier.,-23.54731845855713,10
tensor(450),The senior citizen was billed by the cashier.,-28.739272594451904,12
tensor(451),The cashier was billed by the senior citizen.,-34.95487117767334,12
tensor(452),The mediator rescued the hostage.,-23.22835111618042,9
tensor(453),The hostage rescued the mediator.,-29.665329933166504,9
tensor(454),The hostage was rescued by the mediator.,-22.681564807891846,11
tensor(455),The mediator was rescued by the hostage.,-28.220428466796875,11
tensor(456),The negotiator saved the captive.,-35.177687644958496,10
tensor(457),The captive saved the negotiator.,-40.4431848526001,10
tensor(458),The captive was saved by the negotiator.,-37.68077898025513,12
