sentence id,sentence,PLL score,nr. of tokens
tensor(126),The novel was finished by the author.,-11.551050186157227,10
tensor(127),The author was finished by the novel.,-32.161056995391846,10
tensor(128),The writer completed the book.,-16.42963743209839,8
tensor(129),The book completed the writer.,-23.05928087234497,8
tensor(130),The book was completed by the writer.,-14.263206005096436,10
tensor(131),The writer was completed by the book.,-30.669564247131348,10
tensor(132),The financier sponsored the project.,-9.817672729492188,10
tensor(133),The project sponsored the financier.,-19.69772481918335,10
tensor(134),The project was sponsored by the financier.,-10.280251502990723,12
tensor(135),The financier was sponsored by the project.,-20.762988090515137,12
tensor(136),The banker funded the program.,-27.765827655792236,8
tensor(137),The program funded the banker.,-33.49365425109863,8
tensor(138),The program was funded by the banker.,-31.731712341308594,10
tensor(139),The banker was funded by the program.,-37.29877710342407,10
tensor(140),The tourist exited the bus.,-17.459012985229492,8
tensor(141),The bus exited the tourist.,-35.58772563934326,8
tensor(142),The bus was exited by the tourist.,-25.92268705368042,10
tensor(143),The tourist was exited by the bus.,-32.462324142456055,10
tensor(144),The vacationer left the shuttle.,-24.112688064575195,9
tensor(145),The shuttle left the vacationer.,-40.00634717941284,9
tensor(146),The shuttle was left by the vacationer.,-32.12209224700928,11
tensor(147),The vacationer was left by the shuttle.,-35.37462520599365,11
tensor(148),The dietitian loathed the jam.,-18.43596839904785,11
tensor(149),The jam loathed the dietitian.,-18.000141143798828,11
tensor(150),The jam was loathed by the dietitian.,-25.128207206726074,13
tensor(151),The dietitian was loathed by the jam.,-20.66526985168457,13
tensor(152),The nutritionist detested the marmalade.,-11.748481750488281,13
tensor(153),The marmalade detested the nutritionist.,-10.254161834716797,13
tensor(154),The marmalade was detested by the nutritionist.,-11.483303546905518,15
tensor(155),The nutritionist was detested by the marmalade.,-14.772114753723145,15
tensor(156),The scientist discovered the cure.,-13.584625244140625,8
tensor(157),The cure discovered the scientist.,-29.110509395599365,8
tensor(158),The cure was discovered by the scientist.,-15.669042587280273,10
tensor(159),The scientist was discovered by the cure.,-33.84135913848877,10
tensor(160),The researcher found the remedy.,-25.310983657836914,8
tensor(161),The remedy found the researcher.,-34.59675168991089,8
tensor(162),The remedy was found by the researcher.,-24.444499492645264,10
tensor(163),The researcher was found by the remedy.,-40.24251747131348,10
tensor(164),The doctor closed the school.,-26.59097385406494,8
tensor(165),The school closed the doctor.,-32.96219444274902,8
tensor(166),The school was closed by the doctor.,-28.194793224334717,10
tensor(167),The doctor was closed by the school.,-30.757587432861328,10
tensor(168),The maid lifted the cushion.,-17.070734977722168,8
tensor(169),The cushion lifted the maid.,-31.289369583129883,8
tensor(170),The cushion was lifted by the maid.,-19.811405658721924,10
tensor(171),The maid was lifted by the cushion.,-38.025031089782715,10
tensor(172),The servant wiped the sink.,-17.21738624572754,8
tensor(173),The sink wiped the servant.,-34.30466556549072,8
tensor(174),The sink was wiped by the servant.,-22.538000106811523,10
tensor(175),The servant was wiped by the sink.,-39.051414012908936,10
tensor(176),The domestic cleaned the wash basin.,-19.151222229003906,9
tensor(177),The wash basin cleaned the domestic.,-32.51092004776001,9
tensor(178),The wash basin was cleaned by the domestic.,-22.727632522583008,11
tensor(179),The domestic was cleaned by the wash basin.,-31.015214443206787,11
tensor(180),The friend donned the pullover.,-13.77891206741333,10
tensor(181),The pullover donned the friend.,-28.885451316833496,10
tensor(182),The pullover was donned by the friend.,-14.691620826721191,12
tensor(183),The friend was donned by the pullover.,-35.81885051727295,12
tensor(184),The convalescent took the pill.,-9.708077907562256,10
tensor(185),The pill took the convalescent.,-21.937743663787842,10
tensor(186),The pill was taken by the convalescent.,-13.334356307983398,12
tensor(187),The convalescent was taken by the pill.,-34.07391166687012,12
tensor(188),The patient swallowed the medicine.,-14.254409790039062,8
tensor(189),The medicine swallowed the patient.,-23.12747573852539,8
tensor(190),The medicine was swallowed by the patient.,-15.684837818145752,10
tensor(191),The patient was swallowed by the medicine.,-26.999180793762207,10
tensor(192),The hoarder hid the stash.,-11.906976222991943,12
tensor(193),The stash hid the hoarder.,-15.945128440856934,12
tensor(194),The stash was hidden by the hoarder.,-12.423521041870117,14
tensor(195),The hoarder was hidden by the stash.,-17.821664810180664,14
tensor(196),The packrat concealed the stockpile.,-31.56412363052368,10
tensor(197),The stockpile concealed the packrat.,-34.113239765167236,10
tensor(198),The stockpile was concealed by the packrat.,-28.114025592803955,12
tensor(199),The packrat was concealed by the stockpile.,-39.554288387298584,12
tensor(200),The reporter abandoned the story.,-18.924275398254395,8
tensor(201),The story abandoned the reporter.,-25.87648344039917,8
tensor(202),The story was abandoned by the reporter.,-19.122296810150146,10
tensor(203),The reporter was abandoned by the story.,-31.997431755065918,10
tensor(204),The journalist ditched the article.,-16.50866413116455,9
tensor(205),The article ditched the journalist.,-24.956154346466064,9
tensor(206),The article was ditched by the journalist.,-18.984191417694092,11
tensor(207),The journalist was ditched by the article.,-30.08882236480713,11
tensor(208),The carnivore ate the steak.,-8.947046756744385,11
tensor(209),The steak ate the carnivore.,-16.915263175964355,11
tensor(210),The steak was eaten by the carnivore.,-15.622720718383789,13
tensor(211),The carnivore was eaten by the steak.,-24.691443920135498,13
tensor(212),The meat-eater devoured the filet.,-7.379617691040039,14
tensor(213),The filet devoured the meat-eater.,-10.457392692565918,14
tensor(214),The filet was devoured by the meat-eater.,-9.234280586242676,16
tensor(215),The meat-eater was devoured by the filet.,-14.500668048858643,16
tensor(216),The man drank the soda.,-14.809602737426758,8
tensor(217),The soda drank the man.,-26.640788555145264,8
tensor(218),The soda was drunk by the man.,-22.156760215759277,10
tensor(219),The man was drunk by the soda.,-28.262757301330566,10
tensor(220),The teacher bought the laptop.,-23.332050800323486,8
tensor(221),The laptop bought the teacher.,-32.957566261291504,8
tensor(222),The laptop was bought by the teacher.,-22.086065769195557,10
tensor(223),The teacher was bought by the laptop.,-40.47984313964844,10
tensor(224),The instructor purchased the computer.,-26.788301467895508,8
tensor(225),The computer purchased the instructor.,-35.18006706237793,8
tensor(226),The computer was purchased by the instructor.,-28.028196811676025,10
tensor(227),The instructor was purchased by the computer.,-41.69145584106445,10
tensor(228),The lady cooked the supper.,-16.54764747619629,8
tensor(229),The supper cooked the lady.,-28.467605590820312,8
tensor(230),The supper was cooked by the lady.,-16.896530151367188,10
tensor(231),The lady was cooked by the supper.,-35.11232948303223,10
tensor(232),The woman prepared the dinner.,-15.113081455230713,8
tensor(233),The dinner prepared the woman.,-29.778985500335693,8
tensor(234),The dinner was prepared by the woman.,-12.817403793334961,10
tensor(235),The woman was prepared by the dinner.,-36.773436546325684,10
tensor(236),The traveler lost the souvenir.,-10.366830348968506,11
tensor(237),The souvenir lost the traveler.,-20.989273071289062,11
tensor(238),The souvenir was lost by the traveler.,-11.019878387451172,13
tensor(239),The traveler was lost by the souvenir.,-22.431983470916748,13
tensor(240),The sightseer misplaced the memento.,-6.039673805236816,12
tensor(241),The memento misplaced the sightseer.,-13.994452476501465,12
tensor(242),The memento was misplaced by the sightseer.,-8.384154319763184,14
tensor(243),The sightseer was misplaced by the memento.,-18.453079223632812,14
tensor(244),The comedian confirmed the itinerary.,-20.36232089996338,10
tensor(245),The itinerary confirmed the comedian.,-22.31266212463379,10
tensor(246),The itinerary was confirmed by the comedian.,-15.12212085723877,12
tensor(247),The comedian was confirmed by the itinerary.,-23.904152870178223,12
tensor(248),The humorist verified the schedule.,-28.467857837677002,9
tensor(249),The schedule verified the humorist.,-32.59944486618042,9
tensor(250),The schedule was verified by the humorist.,-28.205242156982422,11
tensor(251),The humorist was verified by the schedule.,-34.27950048446655,11
tensor(252),The woodworker skimmed the brochure.,-3.909613609313965,14
tensor(253),The brochure skimmed the woodworker.,-10.761362075805664,14
tensor(254),The brochure was skimmed by the woodworker.,-5.811790466308594,16
tensor(255),The woodworker was skimmed by the brochure.,-17.473297119140625,16
tensor(256),The guide reached the target.,-21.092368125915527,8
tensor(257),The target reached the guide.,-32.68562889099121,8
tensor(258),The target was reached by the guide.,-22.947803497314453,10
tensor(259),The guide was reached by the target.,-34.97508144378662,10
tensor(260),The townsperson farmed the grain.,-26.649746417999268,10
tensor(261),The grain farmed the townsperson.,-37.704143047332764,10
tensor(262),The grain was farmed by the townsperson.,-22.138328075408936,12
tensor(263),The townsperson was farmed by the grain.,-41.832987785339355,12
tensor(264),The villager cultivated the crop.,-16.213392734527588,9
tensor(265),The crop cultivated the villager.,-36.75487565994263,9
tensor(266),The crop was cultivated by the villager.,-19.589518547058105,11
tensor(267),The villager was cultivated by the crop.,-37.90733623504639,11
tensor(268),The mentor revised the manuscript.,-27.038578510284424,8
tensor(269),The manuscript revised the mentor.,-39.25451183319092,8
tensor(270),The manuscript was revised by the mentor.,-27.404274940490723,10
tensor(271),The mentor was revised by the manuscript.,-46.78046703338623,10
tensor(272),The advisor edited the paper.,-20.732458114624023,8
tensor(273),The paper edited the advisor.,-33.60080146789551,8
tensor(274),The paper was edited by the advisor.,-25.398856163024902,10
tensor(275),The advisor was edited by the paper.,-36.2713828086853,10
tensor(276),The accountant made the chart.,-32.02718162536621,8
tensor(277),The chart made the accountant.,-36.98490810394287,8
tensor(278),The chart was made by the accountant.,-25.819607257843018,10
tensor(279),The accountant was made by the chart.,-42.75590801239014,10
tensor(280),The bookkeeper created the graph.,-23.397825241088867,9
tensor(281),The graph created the bookkeeper.,-31.55768060684204,9
tensor(282),The graph was created by the bookkeeper.,-23.579459190368652,11
tensor(283),The bookkeeper was created by the graph.,-38.91824150085449,11
tensor(284),The logger felled the pine tree.,-11.571393966674805,11
tensor(285),The pine tree felled the logger.,-20.201120853424072,11
tensor(286),The pine tree was felled by the logger.,-9.882448196411133,13
tensor(287),The logger was felled by the pine tree.,-22.361337661743164,13
tensor(288),The tycoon ran the company.,-10.382262229919434,10
tensor(289),The company ran the tycoon.,-17.85541296005249,10
tensor(290),The company was run by the tycoon.,-10.678135871887207,12
tensor(291),The tycoon was run by the company.,-18.79135227203369,12
tensor(292),The mogul governed the corporation.,-16.297711849212646,10
tensor(293),The corporation governed the mogul.,-21.95175313949585,10
tensor(294),The corporation was governed by the mogul.,-17.297985076904297,12
tensor(295),The mogul was governed by the corporation.,-21.678661346435547,12
tensor(296),The campaigner biased the ballot.,-31.29142189025879,10
tensor(297),The ballot biased the campaigner.,-26.992462158203125,10
tensor(298),The ballot was biased by the campaigner.,-30.405019283294678,12
tensor(299),The campaigner was biased by the ballot.,-27.78474521636963,12
tensor(300),The activist prejudiced the vote.,-28.633872985839844,9
tensor(301),The vote prejudiced the activist.,-25.818268299102783,9
tensor(302),The vote was prejudiced by the activist.,-31.261573314666748,11
tensor(303),The activist was prejudiced by the vote.,-26.9230375289917,11
tensor(304),The stewardess pulled the suitcase.,-17.87362813949585,10
tensor(305),The suitcase pulled the stewardess.,-30.87434673309326,10
tensor(306),The suitcase was pulled by the stewardess.,-17.11262845993042,12
tensor(307),The stewardess was pulled by the suitcase.,-18.907411575317383,12
tensor(308),The flight-attendant dragged the luggage.,-17.380223274230957,10
tensor(309),The luggage dragged the flight-attendant.,-29.196241855621338,10
tensor(310),The luggage was dragged by the flight-attendant.,-22.282488346099854,12
tensor(311),The flight-attendant was dragged by the luggage.,-25.159862995147705,12
tensor(312),The congressman delivered the speech.,-7.22977352142334,9
tensor(313),The speech delivered the congressman.,-24.838540077209473,9
tensor(314),The speech was delivered by the congressman.,-7.6689910888671875,11
tensor(315),The congressman was delivered by the speech.,-32.960296630859375,11
tensor(316),The representative gave the address.,-19.546330451965332,8
tensor(317),The address gave the representative.,-37.3941011428833,8
tensor(318),The address was given by the representative.,-21.60019302368164,10
tensor(319),The representative was given by the address.,-40.44785213470459,10
tensor(320),The sheriff inspected the estate.,-18.112879276275635,8
tensor(321),The estate inspected the sheriff.,-39.971632957458496,8
tensor(322),The estate was inspected by the sheriff.,-20.019461631774902,10
tensor(323),The sheriff was inspected by the estate.,-40.29308319091797,10
tensor(324),The constable examined the property.,-14.466294288635254,9
tensor(325),The property examined the constable.,-36.50216293334961,9
tensor(326),The property was examined by the constable.,-15.828527450561523,11
tensor(327),The constable was examined by the property.,-32.5550537109375,11
tensor(328),The celebrity signed the photograph.,-24.718220710754395,8
tensor(329),The photograph signed the celebrity.,-32.440409660339355,8
tensor(330),The photograph was signed by the celebrity.,-19.912139415740967,10
tensor(331),The celebrity was signed by the photograph.,-36.66930961608887,10
tensor(332),The star autographed the picture.,-10.931020736694336,10
tensor(333),The picture autographed the star.,-17.957529067993164,10
tensor(334),The picture was autographed by the star.,-11.448610782623291,12
tensor(335),The star was autographed by the picture.,-23.71815252304077,12
tensor(336),The nanny tutored the boy.,-9.136908531188965,10
tensor(337),The boy tutored the nanny.,-12.276278495788574,10
tensor(338),The boy was tutored by the nanny.,-8.192482948303223,12
tensor(339),The nanny was tutored by the boy.,-12.229079246520996,12
tensor(340),The governess instructed the lad.,-17.080749034881592,9
tensor(341),The lad instructed the governess.,-20.194552421569824,9
tensor(342),The lad was instructed by the governess.,-17.348212718963623,11
tensor(343),The governess was instructed by the lad.,-25.139504432678223,11
tensor(344),The blackmailer threatened the senator.,-12.222418308258057,10
tensor(345),The senator threatened the blackmailer.,-16.340469360351562,10
tensor(346),The senator was threatened by the blackmailer.,-14.278207778930664,12
tensor(347),The blackmailer was threatened by the senator.,-17.383673191070557,12
tensor(348),The extortionist menaced the legislator.,-3.237722396850586,15
tensor(349),The legislator menaced the extortionist.,-4.118865966796875,15
tensor(350),The legislator was menaced by the extortionist.,-6.35398006439209,17
tensor(351),The extortionist was menaced by the legislator.,-4.166746139526367,17
tensor(352),The artist portrayed the philosopher.,-22.91707754135132,8
tensor(353),The philosopher portrayed the artist.,-26.038212299346924,8
tensor(354),The philosopher was portrayed by the artist.,-18.48408603668213,10
tensor(355),The artist was portrayed by the philosopher.,-27.316696166992188,10
tensor(356),The painter depicted the thinker.,-25.855844497680664,9
tensor(357),The thinker depicted the painter.,-28.618611812591553,9
tensor(358),The thinker was depicted by the painter.,-20.591989040374756,11
tensor(359),The painter was depicted by the thinker.,-31.201595306396484,11
tensor(360),The mechanic berated the intern.,-14.629998207092285,10
tensor(361),The intern berated the mechanic.,-14.810506820678711,10
tensor(362),The intern was berated by the mechanic.,-17.133173942565918,12
tensor(363),The mechanic was berated by the intern.,-17.845321655273438,12
tensor(364),The technician rebuked the aide.,-18.226441860198975,10
tensor(365),The aide rebuked the technician.,-16.50730800628662,10
tensor(366),The aide was rebuked by the technician.,-21.404580116271973,12
tensor(367),The technician was rebuked by the aide.,-19.958089351654053,12
tensor(368),The fairy enchanted the troll.,-12.303715229034424,9
tensor(369),The troll enchanted the fairy.,-13.633506774902344,9
tensor(370),The troll was enchanted by the fairy.,-17.08672571182251,11
tensor(371),The fairy was enchanted by the troll.,-16.946517944335938,11
tensor(372),The pixie mesmerized the ogre.,-1.2046337127685547,14
tensor(373),The ogre mesmerized the pixie.,-0.9203052520751953,14
tensor(374),The ogre was mesmerized by the pixie.,-1.678400993347168,16
tensor(375),The pixie was mesmerized by the ogre.,-3.3547163009643555,16
tensor(376),The orderly assisted the dentist.,-19.61524724960327,9
tensor(377),The dentist assisted the orderly.,-16.349527835845947,9
tensor(378),The dentist was assisted by the orderly.,-19.720335006713867,11
tensor(379),The orderly was assisted by the dentist.,-18.125059127807617,11
tensor(380),The nurse helped the orthodontist.,-11.011281490325928,12
tensor(381),The orthodontist helped the nurse.,-16.04353618621826,12
tensor(382),The orthodontist was helped by the nurse.,-14.446158409118652,14
tensor(383),The nurse was helped by the orthodontist.,-19.20670509338379,14
tensor(384),The owner evicted the tenant.,-8.05255126953125,9
tensor(385),The tenant evicted the owner.,-10.554987907409668,9
tensor(386),The tenant was evicted by the owner.,-7.636603355407715,11
tensor(387),The owner was evicted by the tenant.,-11.493695259094238,11
tensor(388),The critic attacked the conservative.,-26.762744903564453,8
tensor(389),The conservative attacked the critic.,-28.029069423675537,8
tensor(390),The conservative was attacked by the critic.,-28.812725067138672,10
tensor(391),The critic was attacked by the conservative.,-25.228562355041504,10
tensor(392),The reviewer criticized the right-winger.,-16.308934211730957,10
tensor(393),The right-winger criticized the reviewer.,-24.39909791946411,10
tensor(394),The right-winger was criticized by the reviewer.,-21.152052879333496,12
tensor(395),The reviewer was criticized by the right-winger.,-22.050086975097656,12
tensor(396),The admirer badgered the director.,-19.172175884246826,10
tensor(397),The director badgered the admirer.,-18.360578060150146,10
tensor(398),The director was badgered by the admirer.,-22.74104595184326,12
tensor(399),The admirer was badgered by the director.,-17.163771152496338,12
tensor(400),The fan pestered the filmmaker.,-22.631810188293457,10
tensor(401),The filmmaker pestered the fan.,-23.751993656158447,10
tensor(402),The filmmaker was pestered by the fan.,-22.102403163909912,12
tensor(403),The fan was pestered by the filmmaker.,-20.724358558654785,12
tensor(404),The paramedic revived the youth.,-15.177804946899414,10
tensor(405),The youth revived the paramedic.,-18.940563201904297,10
tensor(406),The youth was revived by the paramedic.,-16.21619987487793,12
tensor(407),The paramedic was revived by the youth.,-16.64199447631836,12
tensor(408),The EMT resuscitated the youngster.,-7.728147506713867,13
tensor(409),The youngster resuscitated the EMT.,-8.156825542449951,13
tensor(410),The youngster was resuscitated by the EMT.,-10.560032844543457,15
tensor(411),The EMT was resuscitated by the youngster.,-9.099853515625,15
tensor(412),The prankster duped the marketer.,-16.40521240234375,12
tensor(413),The marketer duped the prankster.,-16.090903759002686,12
tensor(414),The marketer was duped by the prankster.,-11.466949939727783,14
tensor(415),The prankster was duped by the marketer.,-12.667067527770996,14
tensor(416),The joker tricked the distributor.,-26.994340896606445,10
tensor(417),The distributor tricked the joker.,-24.605982780456543,10
tensor(418),The distributor was tricked by the joker.,-21.679508209228516,12
tensor(419),The joker was tricked by the distributor.,-24.64601707458496,12
tensor(420),The playboy courted the damsel.,-6.337946891784668,11
tensor(421),The damsel courted the playboy.,-5.555569648742676,11
tensor(422),The damsel was courted by the playboy.,-7.134234428405762,13
tensor(423),The playboy was courted by the damsel.,-12.34682559967041,13
tensor(424),The womanizer wooed the maiden.,-17.16636848449707,11
tensor(425),The maiden wooed the womanizer.,-22.990115642547607,11
tensor(426),The maiden was wooed by the womanizer.,-18.78257417678833,13
tensor(427),The womanizer was wooed by the maiden.,-18.68502712249756,13
tensor(428),The nomad cherished the clergyman.,-16.89903163909912,11
tensor(429),The clergyman cherished the nomad.,-16.102675437927246,11
tensor(430),The clergyman was cherished by the nomad.,-18.682839393615723,13
tensor(431),The nomad was cherished by the clergyman.,-19.73996925354004,13
tensor(432),The vagabond revered the priest.,-18.063546657562256,11
tensor(433),The priest revered the vagabond.,-17.26789140701294,11
tensor(434),The priest was revered by the vagabond.,-22.20973014831543,13
tensor(435),The vagabond was revered by the priest.,-19.668437480926514,13
tensor(436),The assassin shot the statesman.,-22.073526859283447,8
tensor(437),The statesman shot the assassin.,-23.13575267791748,8
tensor(438),The statesman was shot by the assassin.,-18.26817035675049,10
tensor(439),The assassin was shot by the statesman.,-20.79425621032715,10
tensor(440),The hit man killed the politician.,-16.077706813812256,9
tensor(441),The politician killed the hit man.,-20.685571670532227,9
tensor(442),The politician was killed by the hit man.,-16.63210153579712,11
tensor(443),The hit man was killed by the politician.,-20.889136791229248,11
tensor(444),The clerk charged the elderly person.,-27.697270393371582,9
tensor(445),The elderly person charged the clerk.,-29.257429599761963,9
tensor(446),The elderly person was charged by the clerk.,-31.87819528579712,11
tensor(447),The clerk was charged by the elderly person.,-35.26865816116333,11
tensor(448),The cashier billed the senior citizen.,-17.348132133483887,10
tensor(449),The senior citizen billed the cashier.,-16.709710121154785,10
tensor(450),The senior citizen was billed by the cashier.,-20.816619396209717,12
tensor(451),The cashier was billed by the senior citizen.,-27.549114227294922,12
tensor(452),The mediator rescued the hostage.,-17.394333839416504,9
tensor(453),The hostage rescued the mediator.,-23.738642692565918,9
tensor(454),The hostage was rescued by the mediator.,-17.277244567871094,11
tensor(455),The mediator was rescued by the hostage.,-23.275351524353027,11
tensor(456),The negotiator saved the captive.,-14.136691093444824,10
tensor(457),The captive saved the negotiator.,-19.8993501663208,10
tensor(458),The captive was saved by the negotiator.,-15.045749187469482,12
