sentence id,ref sentence,PLL score,negative PLL score,nr. of tokens,nr. of words,avg. nr. of tokens,quantile rank
1089-134691-0006,The pride of that dim image brought back to his mind the dignity of the office he had refused.,-47.53917217254639,47.53917217254639,22,19,1.1578947368421053,0
1089-134691-0007,Soon the whole bridge was trembling and resounding.,-33.26333570480347,33.26333570480347,13,8,1.625,3
1089-134691-0008,The uncouth faces passed him two by two stained yellow or red or livid by the sea and as he strove to look at them with ease and indifference a faint stain of personal shame and commiseration rose to his own face.,-165.35489988327026,165.35489988327026,55,42,1.3095238095238095,1
1089-134691-0009,Angry with himself he tried to hide his face from their eyes by gazing down sideways into the shallow swirling water under the bridge but he still saw a reflection therein of their top heavy silk hats and humble tape like collars and loosely hanging clerical clothes brother hickey.,-199.38365745544436,199.38365745544436,56,49,1.1428571428571428,0
1089-134691-0010,Brother mac ardle brother keogh.,-63.26293420791626,63.26293420791626,12,5,2.4,3
1089-134691-0011,Their piety would be like their names like their faces like their clothes and it was idle for him to tell himself that their humble and contrite hearts it might be paid a far richer tribute of devotion than his had ever been a gift tenfold more acceptable than his elaborate adoration.,-202.44542360305783,202.44542360305783,61,52,1.1730769230769231,0
1089-134691-0012,It was idle for him to move himself to be generous towards them to tell himself that if he ever came to their gates stripped of his pride beaten and in beggar's weeds that they would be generous towards him loving him as themselves.,-135.28418827056885,135.28418827056885,50,44,1.1363636363636365,0
1089-134691-0013,Idle and embittering finally to argue against his own dispassionate certitude that the commandment of love bade us not to love our neighbour as ourselves with the same amount and intensity of love but to love him as ourselves with the same kind of love.,-160.496591091156,160.496591091156,59,45,1.3111111111111111,1
1089-134691-0014,The phrase and the day and the scene harmonized in a chord.,-59.72059965133667,59.72059965133667,16,12,1.3333333333333333,1
1089-134691-0015,Words was it their colours.,-48.14077091217041,48.14077091217041,8,5,1.6,3
1089-134691-0016,They were voyaging across the deserts of the sky a host of nomads on the march voyaging high over ireland westward bound.,-119.25687599182127,119.25687599182127,34,22,1.5454545454545454,3
1089-134691-0017,The europe they had come from lay out there beyond the irish sea europe of strange tongues and valleyed and woodbegirt and citadelled and of entrenched and marshalled races.,-226.3833050727844,226.3833050727844,46,29,1.5862068965517242,3
1089-134691-0018,Again again.,-10.664320945739746,10.664320945739746,5,2,2.5,3
1089-134691-0019,A voice from beyond the world was calling.,-13.88554573059082,13.88554573059082,11,8,1.375,2
1089-134691-0020,Hello stephanos here comes the dedalus.,-74.65112209320068,74.65112209320068,13,6,2.1666666666666665,3
1089-134691-0021,Their diving stone poised on its rude supports and rocking under their plunges and the rough hewn stones of the sloping breakwater over which they scrambled in their horseplay gleamed with cold wet lustre.,-184.94088459014893,184.94088459014893,46,34,1.3529411764705883,2
1089-134691-0022,He stood still in deference to their calls and parried their banter with easy words.,-65.52208662033081,65.52208662033081,22,15,1.4666666666666666,2
1089-134691-0023,It was a pain to see them and a sword like pain to see the signs of adolescence that made repellent their pitiable nakedness.,-100.84847736358644,100.84847736358644,33,24,1.375,2
1089-134691-0024,Stephanos dedalos.,-39.57785511016846,39.57785511016846,8,2,4.0,3
1089-134691-0025,A moment before the ghost of the ancient kingdom of the danes had looked forth through the vesture of the hazewrapped city.,-112.16718769073486,112.16718769073486,29,22,1.3181818181818181,1
1188-133604-0000,You will find me continually speaking of four men titian holbein turner and tintoret in almost the same terms.,-126.83781051635742,126.83781051635742,30,19,1.5789473684210527,3
1188-133604-0001,They unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists.,-100.08351516723631,100.08351516723631,27,18,1.5,2
1188-133604-0002,By being studious of color they are studious of division and while the chiaroscurist devotes himself to the representation of degrees of force in one thing unseparated light the colorists have for their function the attainment of beauty by arrangement of the divisions of light.,-219.732358455658,219.732358455658,60,45,1.3333333333333333,1
1188-133604-0003,My first and principal reason was that they enforced beyond all resistance on any student who might attempt to copy them this method of laying portions of distinct hue side by side.,-123.18936491012572,123.18936491012572,36,32,1.125,0
1188-133604-0004,Some of the touches indeed when the tint has been mixed with much water have been laid in little drops or ponds so that the pigment might crystallize hard at the edge.,-123.258873462677,123.258873462677,39,32,1.21875,1
1188-133604-0005,It is the head of a parrot with a little flower in his beak from a picture of carpaccio's one of his series of the life of saint george.,-135.08962678909302,135.08962678909302,41,29,1.4137931034482758,2
1188-133604-0006,Then he comes to the beak of it.,-34.18159580230713,34.18159580230713,12,8,1.5,2
1188-133604-0007,The brown ground beneath is left for the most part one touch of black is put for the hollow two delicate lines of dark gray define the outer curve and one little quivering touch of white draws the inner edge of the mandible.,-146.95001363754272,146.95001363754272,50,43,1.1627906976744187,0
1188-133604-0008,For believe me the final philosophy of art can only ratify their opinion that the beauty of a cock robin is to be red and of a grass plot to be green and the best skill of art is in instantly seizing on the manifold deliciousness of light which you can only seize by precision of instantaneous touch.,-231.51624059677124,231.51624059677124,65,58,1.1206896551724137,0
1188-133604-0009,Now you will see in these studies that the moment the white is inclosed properly and harmonized with the other hues it becomes somehow more precious and pearly than the white paper and that i am not afraid to leave a whole field of untreated white paper all round it being sure that even the little diamonds in the round window will tell as jewels if they are gradated justly.,-257.1553440093994,257.1553440093994,84,70,1.2,0
1188-133604-0010,But in this vignette copied from turner you have the two principles brought out perfectly.,-83.63328456878662,83.63328456878662,21,15,1.4,2
1188-133604-0011,They are beyond all other works that i know existing dependent for their effect on low subdued tones their favorite choice in time of day being either dawn or twilight and even their brightest sunsets produced chiefly out of gray paper.,-175.76309442520142,175.76309442520142,48,41,1.170731707317073,0
1188-133604-0012,It may be that a great colorist will use his utmost force of color as a singer his full power of voice but loud or low the virtue is in both cases always in refinement never in loudness.,-151.17489194869995,151.17489194869995,47,38,1.236842105263158,1
1188-133604-0013,It must remember be one or the other.,-26.86544704437256,26.86544704437256,11,8,1.375,2
1188-133604-0014,Do not therefore think that the gothic school is an easy one.,-38.25100135803223,38.25100135803223,15,12,1.25,1
1188-133604-0015,The law of that school is that everything shall be seen clearly or at least only in such mist or faintness as shall be delightful and i have no doubt that the best introduction to it would be the elementary practice of painting every study on a golden ground.,-132.18360710144043,132.18360710144043,54,49,1.1020408163265305,0
1188-133604-0016,This at once compels you to understand that the work is to be imaginative and decorative that it represents beautiful things in the clearest way but not under existing conditions and that in fact you are producing jeweler's work rather than pictures.,-123.42828273773192,123.42828273773192,54,42,1.2857142857142858,1
1188-133604-0017,That a style is restrained or severe does not mean that it is also erroneous.,-45.58646965026856,45.58646965026856,20,15,1.3333333333333333,1
1188-133604-0018,In all early gothic art indeed you will find failure of this kind especially distortion and rigidity which are in many respects painfully to be compared with the splendid repose of classic art.,-126.27570295333862,126.27570295333862,38,33,1.1515151515151516,0
1188-133604-0019,The large letter contains indeed entirely feeble and ill drawn figures that is merely childish and failing work of an inferior hand it is not characteristic of gothic or any other school.,-163.7598433494568,163.7598433494568,37,32,1.15625,0
1188-133604-0020,But observe you can only do this on one condition that of striving also to create in reality the beauty which you seek in imagination.,-78.14530897140503,78.14530897140503,30,25,1.2,0
1188-133604-0021,It will be wholly impossible for you to retain the tranquillity of temper and felicity of faith necessary for noble purist painting unless you are actively engaged in promoting the felicity and peace of practical life.,-145.70254230499268,145.70254230499268,48,36,1.3333333333333333,1
1188-133604-0022,You must look at him in the face fight him conquer him with what scathe you may you need not think to keep out of the way of him.,-114.50159168243408,114.50159168243408,34,29,1.1724137931034482,0
1188-133604-0023,The colorist says first of all as my delicious paroquet was ruby so this nasty viper shall be black and then is the question can i round him off even though he is black and make him slimy and yet springy and close down clotted like a pool of black blood on the earth all the same.,-258.11816930770874,258.11816930770874,69,57,1.2105263157894737,0
1188-133604-0024,Nothing will be more precious to you i think in the practical study of art than the conviction which will force itself on you more and more every hour of the way all things are bound together little and great in spirit and in matter.,-105.65691709518433,105.65691709518433,48,45,1.0666666666666667,0
1188-133604-0025,You know i have just been telling you how this school of materialism and clay involved itself at last in cloud and fire.,-83.08427429199219,83.08427429199219,27,23,1.173913043478261,0
1188-133604-0026,Here is an equally typical greek school landscape by wilson lost wholly in golden mist the trees so slightly drawn that you don't know if they are trees or towers and no care for color whatever perfectly deceptive and marvelous effect of sunshine through the mist apollo and the python.,-271.73653745651245,271.73653745651245,66,50,1.32,1
1188-133604-0027,Now here is raphael exactly between the two trees still drawn leaf by leaf wholly formal but beautiful mist coming gradually into the distance.,-164.8862738609314,164.8862738609314,29,24,1.2083333333333333,0
1188-133604-0028,Well then last here is turner's greek school of the highest class and you define his art absolutely as first the displaying intensely and with the sternest intellect of natural form as it is and then the envelopment of it with cloud and fire.,-204.26887035369876,204.26887035369876,58,44,1.3181818181818181,1
1188-133604-0029,Only there are two sorts of cloud and fire.,-29.05319023132324,29.05319023132324,12,9,1.3333333333333333,1
1188-133604-0030,He knows them both.,-11.074358940124512,11.074358940124512,7,4,1.75,3
1188-133604-0031,There's one and there's another the dudley and the flint.,-48.390536308288574,48.390536308288574,19,10,1.9,3
1188-133604-0032,It is only a pencil outline by edward burne jones in illustration of the story of psyche it is the introduction of psyche after all her troubles into heaven.,-151.86949586868286,151.86949586868286,39,29,1.3448275862068966,2
1188-133604-0033,Every plant in the grass is set formally grows perfectly and may be realized completely.,-79.50482606887817,79.50482606887817,18,15,1.2,0
1188-133604-0034,Exquisite order and universal with eternal life and light this is the faith and effort of the schools of crystal and you may describe and complete their work quite literally by taking any verses of chaucer in his tender mood and observing how he insists on the clearness and brightness first and then on the order.,-243.89757108688357,243.89757108688357,63,56,1.125,0
1188-133604-0035,Thus in chaucer's dream.,-49.646769523620605,49.646769523620605,11,4,2.75,3
1188-133604-0036,In both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful.,-98.226496219635,98.226496219635,21,16,1.3125,1
1188-133604-0037,Every line in which the master traces it even where seemingly negligent is lovely and set down with a meditative calmness which makes these two etchings capable of being placed beside the most tranquil work of holbein or duerer.,-214.70163536071777,214.70163536071777,56,39,1.435897435897436,2
1188-133604-0038,But now here is a subject of which you will wonder at first why turner drew it at all.,-51.63760757446289,51.63760757446289,23,19,1.2105263157894737,0
1188-133604-0039,It has no beauty whatsoever no specialty of picturesqueness and all its lines are cramped and poor.,-75.95371627807617,75.95371627807617,21,17,1.2352941176470589,1
1188-133604-0040,The crampness and the poverty are all intended.,-50.57902812957764,50.57902812957764,14,8,1.75,3
1188-133604-0041,It is a gleaner bringing down her one sheaf of corn to an old watermill itself mossy and rent scarcely able to get its stones to turn.,-140.63888359069824,140.63888359069824,35,27,1.2962962962962963,1
1188-133604-0042,The scene is absolutely arcadian.,-40.30319404602051,40.30319404602051,10,5,2.0,3
1188-133604-0043,See that your lives be in nothing worse than a boy's climbing for his entangled kite.,-91.5154676437378,91.5154676437378,24,16,1.5,2
1188-133604-0044,It will be well for you if you join not with those who instead of kites fly falcons who instead of obeying the last words of the great cloud shepherd to feed his sheep live the lives how much less than vanity of the war wolf and the gier eagle.,-243.89158058166504,243.89158058166504,62,50,1.24,1
121-121726-0000,Also a popular contrivance whereby love making may be suspended but not stopped during the picnic season.,-61.22012519836426,61.22012519836426,22,17,1.2941176470588236,1
121-121726-0001,Harangue the tiresome product of a tireless tongue.,-73.15764904022217,73.15764904022217,15,8,1.875,3
121-121726-0002,Angor pain painful to hear.,-48.43669366836548,48.43669366836548,9,5,1.8,3
121-121726-0003,Hay fever a heart trouble caused by falling in love with a grass widow.,-60.22505474090576,60.22505474090576,17,14,1.2142857142857142,0
121-121726-0004,Heaven a good place to be raised to.,-27.476747035980225,27.476747035980225,11,8,1.375,2
121-121726-0005,Hedge a fence.,-25.795597076416016,25.795597076416016,7,3,2.3333333333333335,3
121-121726-0006,Heredity the cause of all our faults.,-34.301124572753906,34.301124572753906,12,7,1.7142857142857142,3
121-121726-0007,Horse sense a degree of wisdom that keeps one from betting on the races.,-64.66716814041138,64.66716814041138,17,14,1.2142857142857142,0
121-121726-0008,Hose man's excuse for wetting the walk.,-45.30919694900513,45.30919694900513,14,7,2.0,3
121-121726-0009,Hotel a place where a guest often gives up good dollars for poor quarters.,-60.9338321685791,60.9338321685791,17,14,1.2142857142857142,0
121-121726-0010,Housecleaning a domestic upheaval that makes it easy for the government to enlist all the soldiers it needs.,-87.31262969970703,87.31262969970703,27,18,1.5,2
121-121726-0011,Husband the next thing to a wife.,-29.851587772369385,29.851587772369385,11,7,1.5714285714285714,3
121-121726-0012,Hussy woman and bond tie.,-55.10406112670898,55.10406112670898,9,5,1.8,3
121-121726-0013,Tied to a woman.,-16.44779872894287,16.44779872894287,8,4,2.0,3
121-121726-0014,Hypocrite a horse dealer.,-42.07653570175171,42.07653570175171,11,4,2.75,3
121-123852-0000,Those pretty wrongs that liberty commits when i am sometime absent from thy heart thy beauty and thy years full well befits for still temptation follows where thou art.,-168.95872402191162,168.95872402191162,36,29,1.2413793103448276,1
121-123852-0001,Ay me.,-21.14323711395264,21.14323711395264,6,2,3.0,3
121-123852-0002,No matter then although my foot did stand upon the farthest earth remov'd from thee for nimble thought can jump both sea and land as soon as think the place where he would be but ah.,-171.52258491516113,171.52258491516113,45,36,1.25,1
121-123852-0003,Thought kills me that i am not thought to leap large lengths of miles when thou art gone but that so much of earth and water wrought i must attend time's leisure with my moan receiving nought by elements so slow but heavy tears badges of either's woe.,-255.2627329826355,255.2627329826355,58,48,1.2083333333333333,0
121-123852-0004,My heart doth plead that thou in him dost lie a closet never pierc'd with crystal eyes but the defendant doth that plea deny and says in him thy fair appearance lies.,-204.3560118675232,204.3560118675232,42,32,1.3125,1
121-123859-0000,You are my all the world and i must strive to know my shames and praises from your tongue none else to me nor i to none alive that my steel'd sense or changes right or wrong.,-159.6251573562622,159.6251573562622,46,37,1.2432432432432432,1
121-123859-0001,O tis the first tis flattery in my seeing and my great mind most kingly drinks it up mine eye well knows what with his gust is greeing and to his palate doth prepare the cup if it be poison'd tis the lesser sin that mine eye loves it and doth first begin.,-326.03808403015137,326.03808403015137,70,53,1.320754716981132,1
121-123859-0002,But reckoning time whose million'd accidents creep in twixt vows and change decrees of kings tan sacred beauty blunt the sharp'st intents divert strong minds to the course of altering things alas why fearing of time's tyranny might i not then say now i love you best when i was certain o'er incertainty crowning the present doubting of the rest.,-457.1156663894653,457.1156663894653,88,60,1.4666666666666666,2
121-123859-0003,Love is a babe then might i not say so to give full growth to that which still doth grow.,-94.65420961380003,94.65420961380003,24,20,1.2,0
121-123859-0004,So i return rebuk'd to my content and gain by ill thrice more than i have spent.,-96.21630859375,96.21630859375,25,17,1.4705882352941178,2
121-127105-0000,It was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention.,-98.99511098861694,98.99511098861694,32,27,1.1851851851851851,0
121-127105-0001,Someone else told a story not particularly effective which i saw he was not following.,-46.58154058456421,46.58154058456421,18,15,1.2,0
121-127105-0002,Cried one of the women he took no notice of her he looked at me but as if instead of me he saw what he spoke of.,-50.862770557403564,50.862770557403564,31,27,1.1481481481481481,0
121-127105-0003,There was a unanimous groan at this and much reproach after which in his preoccupied way he explained.,-67.07681608200073,67.07681608200073,23,18,1.2777777777777777,1
121-127105-0004,The story's written.,-9.521376132965088,9.521376132965088,8,3,2.6666666666666665,3
121-127105-0005,I could write to my man and enclose the key he could send down the packet as he finds it.,-85.89510202407837,85.89510202407837,25,20,1.25,1
121-127105-0006,The others resented postponement but it was just his scruples that charmed me.,-88.05677366256714,88.05677366256714,25,13,1.9230769230769231,3
121-127105-0007,To this his answer was prompt oh thank god no and is the record yours.,-83.35723209381104,83.35723209381104,19,15,1.2666666666666666,1
121-127105-0008,He hung fire again a woman's.,-46.41106081008911,46.41106081008911,11,6,1.8333333333333333,3
121-127105-0009,She has been dead these twenty years.,-20.245162963867188,20.245162963867188,10,7,1.4285714285714286,2
121-127105-0010,She sent me the pages in question before she died.,-21.44893217086792,21.44893217086792,13,10,1.3,1
121-127105-0011,She was the most agreeable woman i've ever known in her position she would have been worthy of any whatever.,-71.18829441070557,71.18829441070557,26,20,1.3,1
121-127105-0012,It wasn't simply that she said so but that i knew she hadn't i was sure i could see.,-38.032647132873535,38.032647132873535,26,19,1.368421052631579,2
121-127105-0013,You'll easily judge why when you hear because the thing had been such a scare he continued to fix me.,-75.83051109313965,75.83051109313965,25,20,1.25,1
121-127105-0014,You are acute.,-21.142492294311523,21.142492294311523,6,3,2.0,3
121-127105-0015,He quitted the fire and dropped back into his chair.,-25.144184112548828,25.144184112548828,14,10,1.4,2
121-127105-0016,Probably not till the second post.,-23.398684978485107,23.398684978485107,9,6,1.5,2
121-127105-0017,It was almost the tone of hope everybody will stay.,-40.056257247924805,40.056257247924805,13,10,1.3,1
121-127105-0018,Cried the ladies whose departure had been fixed.,-42.65768623352051,42.65768623352051,12,8,1.5,2
121-127105-0019,Missus griffin however expressed the need for a little more light.,-61.74368619918823,61.74368619918823,17,11,1.5454545454545454,3
121-127105-0020,Who was it she was in love with the story will tell i took upon myself to reply oh i can't wait for the story the story won't tell said douglas not in any literal vulgar way more's the pity then.,-165.49845123291016,165.49845123291016,54,41,1.3170731707317074,1
121-127105-0021,Won't you tell douglas.,-35.96191501617432,35.96191501617432,11,4,2.75,3
121-127105-0022,Well if i don't know who she was in love with i know who he was.,-31.48021030426025,31.48021030426025,21,16,1.3125,1
121-127105-0023,Let me say here distinctly to have done with it that this narrative from an exact transcript of my own made much later is what i shall presently give.,-107.1177306175232,107.1177306175232,33,29,1.1379310344827587,0
121-127105-0024,Poor douglas before his death when it was in sight committed to me the manuscript that reached him on the third of these days and that on the same spot with immense effect he began to read to our hushed little circle on the night of the fourth.,-137.46003246307373,137.46003246307373,53,48,1.1041666666666667,0
121-127105-0025,The departing ladies who had said they would stay didn't of course thank heaven stay they departed in consequence of arrangements made in a rage of curiosity as they professed produced by the touches with which he had already worked us up.,-178.00001859664917,178.00001859664917,49,42,1.1666666666666667,0
121-127105-0026,The first of these touches conveyed that the written statement took up the tale at a point after it had in a manner begun.,-75.08869123458862,75.08869123458862,27,24,1.125,0
121-127105-0027,He had for his own town residence a big house filled with the spoils of travel and the trophies of the chase but it was to his country home an old family place in essex that he wished her immediately to proceed.,-147.73048543930054,147.73048543930054,48,42,1.1428571428571428,0
121-127105-0028,The awkward thing was that they had practically no other relations and that his own affairs took up all his time.,-38.14782667160034,38.14782667160034,24,21,1.1428571428571428,0
121-127105-0029,There were plenty of people to help but of course the young lady who should go down as governess would be in supreme authority.,-48.23748397827149,48.23748397827149,28,24,1.1666666666666667,0
121-127105-0030,I don't anticipate.,-22.94862365722656,22.94862365722656,10,3,3.3333333333333335,3
121-127105-0031,She was young untried nervous it was a vision of serious duties and little company of really great loneliness.,-119.31318855285645,119.31318855285645,24,19,1.263157894736842,1
121-127105-0032,Yes but that's just the beauty of her passion.,-30.8145112991333,30.8145112991333,14,9,1.5555555555555556,3
121-127105-0033,It was the beauty of it.,-5.714530944824219,5.714530944824219,9,6,1.5,2
121-127105-0034,It sounded dull it sounded strange and all the more so because of his main condition which was.,-56.58024024963379,56.58024024963379,21,18,1.1666666666666667,0
121-127105-0035,She promised to do this and she mentioned to me that when for a moment disburdened delighted he held her hand thanking her for the sacrifice she already felt rewarded.,-110.14569187164308,110.14569187164308,37,30,1.2333333333333334,1
121-127105-0036,But was that all her reward one of the ladies asked.,-41.16543626785278,41.16543626785278,14,11,1.2727272727272727,1
1221-135766-0000,How strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child.,-95.85773229599,95.85773229599,42,37,1.135135135135135,0
1221-135766-0001,God as a direct consequence of the sin which man thus punished had given her a lovely child whose place was on that same dishonoured bosom to connect her parent for ever with the race and descent of mortals and to be finally a blessed soul in heaven.,-169.57644081115723,169.57644081115723,56,48,1.1666666666666667,0
1221-135766-0002,Yet these thoughts affected hester prynne less with hope than apprehension.,-72.08802509307861,72.08802509307861,18,11,1.6363636363636365,3
1221-135766-0003,The child had a native grace which does not invariably co exist with faultless beauty its attire however simple always impressed the beholder as if it were the very garb that precisely became it best.,-191.29006338119507,191.29006338119507,44,35,1.2571428571428571,1
1221-135766-0004,This outward mutability indicated and did not more than fairly express the various properties of her inner life.,-80.5021071434021,80.5021071434021,23,18,1.2777777777777777,1
1221-135766-0005,Hester could only account for the child's character and even then most vaguely and imperfectly by recalling what she herself had been during that momentous period while pearl was imbibing her soul from the spiritual world and her bodily frame from its material of earth.,-191.32529211044312,191.32529211044312,57,45,1.2666666666666666,1
1221-135766-0006,They were now illuminated by the morning radiance of a young child's disposition but later in the day of earthly existence might be prolific of the storm and whirlwind.,-127.4427719116211,127.4427719116211,40,29,1.3793103448275863,2
1221-135766-0007,Hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity.,-129.89200973510742,129.89200973510742,29,21,1.380952380952381,2
1221-135766-0008,Mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge.,-100.37214517593384,100.37214517593384,36,28,1.2857142857142858,1
1221-135766-0009,As to any other kind of discipline whether addressed to her mind or heart little pearl might or might not be within its reach in accordance with the caprice that ruled the moment.,-103.31836414337158,103.31836414337158,37,33,1.121212121212121,0
1221-135766-0010,It was a look so intelligent yet inexplicable perverse sometimes so malicious but generally accompanied by a wild flow of spirits that hester could not help questioning at such moments whether pearl was a human child.,-192.44983386993408,192.44983386993408,47,36,1.3055555555555556,1
