sentence id,sentence,PLL score,nr. of tokens
tensor(58),The faucet was repaired by the handyman.,-36.52888298034668,13
tensor(59),The handyman was repaired by the faucet.,-65.08066654205322,13
tensor(60),The secretary organized the desk.,-26.773125648498535,13
tensor(61),The desk organized the secretary.,-34.23419952392578,13
tensor(62),The desk was organized by the secretary.,-24.38407325744629,13
tensor(63),The secretary was organized by the desk.,-36.296324729919434,13
tensor(64),The receptionist tidied the table.,-35.852210521698,13
tensor(65),The table tidied the receptionist.,-54.66821336746216,13
tensor(66),The table was tidied by the receptionist.,-30.591482639312744,13
tensor(67),The receptionist was tidied by the table.,-56.3131308555603,13
tensor(68),The pilot steered the airplane.,-13.702043533325195,13
tensor(69),The airplane steered the pilot.,-30.15830421447754,13
tensor(70),The airplane was steered by the pilot.,-12.447272300720215,13
tensor(71),The pilot was steered by the airplane.,-26.68088436126709,13
tensor(72),The aviator maneuvered the jet.,-39.072203636169434,13
tensor(73),The jet maneuvered the aviator.,-56.470580101013184,13
tensor(74),The jet was maneuvered by the aviator.,-40.96072864532471,13
tensor(75),The aviator was maneuvered by the jet.,-49.98487567901611,13
tensor(76),The chef sauteed the squid.,-36.43461990356445,13
tensor(77),The squid sauteed the chef.,-52.00876522064209,13
tensor(78),The squid was sauteed by the chef.,-34.74665641784668,13
tensor(79),The chef was sauteed by the squid.,-51.04716491699219,13
tensor(80),The cook grilled the octopus.,-26.54115581512451,13
tensor(81),The octopus grilled the cook.,-46.95240879058838,13
tensor(82),The octopus was grilled by the cook.,-22.426823139190674,13
tensor(83),The cook was grilled by the octopus.,-38.92399597167969,13
tensor(84),The ship captain promised the triumph.,-32.86240768432617,13
tensor(85),The triumph promised the ship captain.,-42.51563262939453,13
tensor(86),The triumph was promised by the ship captain.,-28.93093490600586,13
tensor(87),The ship captain was promised by the triumph.,-46.08542251586914,13
tensor(88),The skipper guaranteed the victory.,-38.59085750579834,13
tensor(89),The victory guaranteed the skipper.,-38.43323802947998,13
tensor(90),The victory was guaranteed by the skipper.,-29.748395919799805,13
tensor(91),The skipper was guaranteed by the victory.,-48.88581657409668,13
tensor(92),The milliner adorned the fedora.,-56.625741958618164,13
tensor(93),The fedora adorned the milliner.,-57.454994201660156,13
tensor(94),The fedora was adorned by the milliner.,-55.28273677825928,13
tensor(95),The milliner was adorned by the fedora.,-61.67362403869629,13
tensor(96),The hatter decorated the bowler.,-47.91928291320801,13
tensor(97),The bowler decorated the hatter.,-45.43901777267456,13
tensor(98),The bowler was decorated by the hatter.,-50.84116268157959,13
tensor(99),The hatter was decorated by the bowler.,-46.49072790145874,13
tensor(100),The serviceman hoisted the flag.,-25.38798236846924,13
tensor(101),The flag hoisted the serviceman.,-39.08281421661377,13
tensor(102),The flag was hoisted by the serviceman.,-30.997546195983887,13
tensor(103),The serviceman was hoisted by the flag.,-34.2888298034668,13
tensor(104),The soldier raised the banner.,-17.63400936126709,13
tensor(105),The banner raised the soldier.,-35.03372859954834,13
tensor(106),The banner was raised by the soldier.,-16.409770011901855,13
tensor(107),The soldier was raised by the banner.,-27.741636276245117,13
tensor(108),The agent failed the mission.,-20.1466703414917,13
tensor(109),The mission failed the agent.,-24.34438991546631,13
tensor(110),The mission was failed by the agent.,-18.42515754699707,13
tensor(111),The agent was failed by the mission.,-24.79678249359131,13
tensor(112),The operative blew the assignment.,-27.108230590820312,13
tensor(113),The assignment blew the operative.,-47.415709495544434,13
tensor(114),The assignment was blown by the operative.,-27.63871955871582,13
tensor(115),The operative was blown by the assignment.,-36.70713996887207,13
tensor(116),The anchorman garbled the expression.,-52.3082914352417,13
tensor(117),The expression garbled the anchorman.,-61.500189781188965,13
tensor(118),The expression was garbled by the anchorman.,-48.550519943237305,13
tensor(119),The anchorman was garbled by the expression.,-60.680776596069336,13
tensor(120),The announcer mispronounced the word.,-35.343388080596924,13
tensor(121),The word mispronounced the announcer.,-61.09406042098999,13
tensor(122),The word was mispronounced by the announcer.,-35.41110897064209,13
tensor(123),The announcer was mispronounced by the word.,-64.41491317749023,13
tensor(124),The author finished the novel.,-15.938260078430176,13
tensor(125),The novel finished the author.,-28.1339693069458,13
tensor(126),The novel was finished by the author.,-15.849710464477539,13
tensor(127),The author was finished by the novel.,-32.25592517852783,13
tensor(128),The writer completed the book.,-21.29148578643799,13
tensor(129),The book completed the writer.,-28.728137969970703,13
tensor(130),The book was completed by the writer.,-16.813034057617188,13
tensor(131),The writer was completed by the book.,-30.481162071228027,13
tensor(132),The financier sponsored the project.,-46.70166492462158,13
tensor(133),The project sponsored the financier.,-49.102766036987305,13
tensor(134),The project was sponsored by the financier.,-51.63171195983887,13
tensor(135),The financier was sponsored by the project.,-47.88223457336426,13
tensor(136),The banker funded the program.,-29.009591102600098,13
tensor(137),The program funded the banker.,-34.445518493652344,13
tensor(138),The program was funded by the banker.,-28.986458778381348,13
tensor(139),The banker was funded by the program.,-32.2515230178833,13
tensor(140),The tourist exited the bus.,-18.447630882263184,13
tensor(141),The bus exited the tourist.,-42.90692329406738,13
tensor(142),The bus was exited by the tourist.,-24.642498016357422,13
tensor(143),The tourist was exited by the bus.,-28.532864570617676,13
tensor(144),The vacationer left the shuttle.,-37.11298227310181,13
tensor(145),The shuttle left the vacationer.,-37.62299728393555,13
tensor(146),The shuttle was left by the vacationer.,-36.24463605880737,13
tensor(147),The vacationer was left by the shuttle.,-42.068379402160645,13
tensor(148),The dietitian loathed the jam.,-60.86136484146118,13
tensor(149),The jam loathed the dietitian.,-70.02767992019653,13
tensor(150),The jam was loathed by the dietitian.,-58.62177133560181,13
tensor(151),The dietitian was loathed by the jam.,-61.668967723846436,13
tensor(152),The nutritionist detested the marmalade.,-67.09268474578857,13
tensor(153),The marmalade detested the nutritionist.,-79.525625705719,13
tensor(154),The marmalade was detested by the nutritionist.,-62.51529884338379,13
tensor(155),The nutritionist was detested by the marmalade.,-74.85880756378174,13
tensor(156),The scientist discovered the cure.,-14.46114730834961,13
tensor(157),The cure discovered the scientist.,-36.40537929534912,13
tensor(158),The cure was discovered by the scientist.,-17.586719512939453,13
tensor(159),The scientist was discovered by the cure.,-34.74211597442627,13
tensor(160),The researcher found the remedy.,-19.753182411193848,13
tensor(161),The remedy found the researcher.,-30.58930206298828,13
tensor(162),The remedy was found by the researcher.,-24.11877727508545,13
tensor(163),The researcher was found by the remedy.,-43.73345375061035,13
tensor(164),The doctor closed the school.,-26.478373527526855,13
tensor(165),The school closed the doctor.,-33.03702402114868,13
tensor(166),The school was closed by the doctor.,-24.81662368774414,13
tensor(167),The doctor was closed by the school.,-28.229299545288086,13
tensor(168),The maid lifted the cushion.,-24.602242469787598,13
tensor(169),The cushion lifted the maid.,-39.28878879547119,13
tensor(170),The cushion was lifted by the maid.,-26.335559844970703,13
tensor(171),The maid was lifted by the cushion.,-34.044626235961914,13
tensor(172),The servant wiped the sink.,-20.1986141204834,13
tensor(173),The sink wiped the servant.,-38.944655418395996,13
tensor(174),The sink was wiped by the servant.,-23.852627754211426,13
tensor(175),The servant was wiped by the sink.,-34.61141300201416,13
tensor(176),The domestic cleaned the wash basin.,-30.828906059265137,13
tensor(177),The wash basin cleaned the domestic.,-40.74330806732178,13
tensor(178),The wash basin was cleaned by the domestic.,-34.32175922393799,13
tensor(179),The domestic was cleaned by the wash basin.,-30.13217830657959,13
tensor(180),The friend donned the pullover.,-44.670520305633545,13
tensor(181),The pullover donned the friend.,-57.79315376281738,13
tensor(182),The pullover was donned by the friend.,-48.865901470184326,13
tensor(183),The friend was donned by the pullover.,-62.34878158569336,13
tensor(184),The convalescent took the pill.,-40.946362018585205,13
tensor(185),The pill took the convalescent.,-53.404988288879395,13
tensor(186),The pill was taken by the convalescent.,-39.51480197906494,13
tensor(187),The convalescent was taken by the pill.,-61.22685241699219,13
tensor(188),The patient swallowed the medicine.,-14.703335762023926,13
tensor(189),The medicine swallowed the patient.,-25.396784782409668,13
tensor(190),The medicine was swallowed by the patient.,-13.938138008117676,13
tensor(191),The patient was swallowed by the medicine.,-22.63314914703369,13
tensor(192),The hoarder hid the stash.,-25.64056921005249,13
tensor(193),The stash hid the hoarder.,-39.54266119003296,13
tensor(194),The stash was hidden by the hoarder.,-25.180416107177734,13
tensor(195),The hoarder was hidden by the stash.,-44.83995342254639,13
tensor(196),The packrat concealed the stockpile.,-46.535362243652344,13
tensor(197),The stockpile concealed the packrat.,-48.23745346069336,13
tensor(198),The stockpile was concealed by the packrat.,-43.747873306274414,13
tensor(199),The packrat was concealed by the stockpile.,-43.9339656829834,13
tensor(200),The reporter abandoned the story.,-14.823352813720703,14
tensor(201),The story abandoned the reporter.,-26.714591026306152,14
tensor(202),The story was abandoned by the reporter.,-17.480074882507324,14
tensor(203),The reporter was abandoned by the story.,-30.109464645385742,14
tensor(204),The journalist ditched the article.,-31.523109436035156,14
tensor(205),The article ditched the journalist.,-37.138593673706055,14
tensor(206),The article was ditched by the journalist.,-32.61546993255615,14
tensor(207),The journalist was ditched by the article.,-46.264251708984375,14
tensor(208),The carnivore ate the steak.,-25.94224786758423,14
tensor(209),The steak ate the carnivore.,-39.29525947570801,14
tensor(210),The steak was eaten by the carnivore.,-24.81203603744507,14
tensor(211),The carnivore was eaten by the steak.,-35.12920093536377,14
tensor(212),The meat-eater devoured the filet.,-44.87932205200195,14
tensor(213),The filet devoured the meat-eater.,-61.6683988571167,14
tensor(214),The filet was devoured by the meat-eater.,-44.785667419433594,14
tensor(215),The meat-eater was devoured by the filet.,-51.933363914489746,14
tensor(216),The man drank the soda.,-13.87331485748291,14
tensor(217),The soda drank the man.,-33.10344314575195,14
tensor(218),The soda was drunk by the man.,-17.79015350341797,14
tensor(219),The man was drunk by the soda.,-26.73526954650879,14
tensor(220),The teacher bought the laptop.,-19.775256156921387,14
tensor(221),The laptop bought the teacher.,-35.915215492248535,14
tensor(222),The laptop was bought by the teacher.,-18.492167472839355,14
tensor(223),The teacher was bought by the laptop.,-38.51995086669922,14
tensor(224),The instructor purchased the computer.,-27.115588188171387,14
tensor(225),The computer purchased the instructor.,-36.177473068237305,14
tensor(226),The computer was purchased by the instructor.,-20.079087257385254,14
tensor(227),The instructor was purchased by the computer.,-37.09446048736572,14
tensor(228),The lady cooked the supper.,-15.8937406539917,14
tensor(229),The supper cooked the lady.,-33.14213848114014,14
tensor(230),The supper was cooked by the lady.,-15.606376647949219,14
tensor(231),The lady was cooked by the supper.,-38.914817810058594,14
tensor(232),The woman prepared the dinner.,-13.988227844238281,14
tensor(233),The dinner prepared the woman.,-37.23588275909424,14
tensor(234),The dinner was prepared by the woman.,-17.50168228149414,14
tensor(235),The woman was prepared by the dinner.,-38.02589511871338,14
tensor(236),The traveler lost the souvenir.,-32.71111822128296,14
tensor(237),The souvenir lost the traveler.,-42.65535020828247,14
tensor(238),The souvenir was lost by the traveler.,-33.36322784423828,14
tensor(239),The traveler was lost by the souvenir.,-48.735262870788574,14
tensor(240),The sightseer misplaced the memento.,-62.51281499862671,14
tensor(241),The memento misplaced the sightseer.,-69.20111846923828,14
tensor(242),The memento was misplaced by the sightseer.,-57.551719188690186,14
tensor(243),The sightseer was misplaced by the memento.,-63.807891845703125,14
tensor(244),The comedian confirmed the itinerary.,-39.61943435668945,14
tensor(245),The itinerary confirmed the comedian.,-56.34624767303467,14
tensor(246),The itinerary was confirmed by the comedian.,-36.15279960632324,14
tensor(247),The comedian was confirmed by the itinerary.,-59.02838706970215,14
tensor(248),The humorist verified the schedule.,-45.37423515319824,14
tensor(249),The schedule verified the humorist.,-53.819071769714355,14
tensor(250),The schedule was verified by the humorist.,-41.60469961166382,14
tensor(251),The humorist was verified by the schedule.,-54.960429191589355,14
tensor(252),The woodworker skimmed the brochure.,-58.83377456665039,14
tensor(253),The brochure skimmed the woodworker.,-69.95128154754639,14
tensor(254),The brochure was skimmed by the woodworker.,-57.47155237197876,14
tensor(255),The woodworker was skimmed by the brochure.,-65.04187488555908,14
tensor(256),The guide reached the target.,-27.061323165893555,14
tensor(257),The target reached the guide.,-32.8414421081543,14
tensor(258),The target was reached by the guide.,-23.415252685546875,14
tensor(259),The guide was reached by the target.,-35.86812114715576,14
tensor(260),The townsperson farmed the grain.,-49.05513906478882,14
tensor(261),The grain farmed the townsperson.,-62.39938735961914,14
tensor(262),The grain was farmed by the townsperson.,-47.0530309677124,14
tensor(263),The townsperson was farmed by the grain.,-47.4145450592041,14
tensor(264),The villager cultivated the crop.,-31.28065586090088,14
tensor(265),The crop cultivated the villager.,-54.23832988739014,14
tensor(266),The crop was cultivated by the villager.,-27.951004028320312,14
tensor(267),The villager was cultivated by the crop.,-45.56570243835449,14
tensor(268),The mentor revised the manuscript.,-28.285243034362793,14
tensor(269),The manuscript revised the mentor.,-39.072832107543945,14
tensor(270),The manuscript was revised by the mentor.,-27.58928871154785,14
tensor(271),The mentor was revised by the manuscript.,-40.10274600982666,14
tensor(272),The advisor edited the paper.,-26.039969444274902,14
tensor(273),The paper edited the advisor.,-39.715803146362305,14
tensor(274),The paper was edited by the advisor.,-24.928922653198242,14
tensor(275),The advisor was edited by the paper.,-41.82088279724121,14
tensor(276),The accountant made the chart.,-20.832192420959473,14
tensor(277),The chart made the accountant.,-42.30945014953613,14
tensor(278),The chart was made by the accountant.,-22.0437650680542,14
tensor(279),The accountant was made by the chart.,-42.94386672973633,14
tensor(280),The bookkeeper created the graph.,-40.65617561340332,14
tensor(281),The graph created the bookkeeper.,-52.14693355560303,14
tensor(282),The graph was created by the bookkeeper.,-33.69032287597656,14
tensor(283),The bookkeeper was created by the graph.,-57.625752449035645,14
tensor(284),The logger felled the pine tree.,-24.09679126739502,14
tensor(285),The pine tree felled the logger.,-30.65060520172119,14
tensor(286),The pine tree was felled by the logger.,-25.62210464477539,14
tensor(287),The logger was felled by the pine tree.,-29.38728141784668,14
tensor(288),The tycoon ran the company.,-27.27996063232422,14
tensor(289),The company ran the tycoon.,-38.84990978240967,14
tensor(290),The company was run by the tycoon.,-26.90487003326416,14
tensor(291),The tycoon was run by the company.,-42.836262702941895,14
tensor(292),The mogul governed the corporation.,-30.25016689300537,14
tensor(293),The corporation governed the mogul.,-32.30309200286865,14
tensor(294),The corporation was governed by the mogul.,-27.385713577270508,14
tensor(295),The mogul was governed by the corporation.,-33.85183334350586,14
tensor(296),The campaigner biased the ballot.,-41.53591823577881,14
tensor(297),The ballot biased the campaigner.,-40.6841983795166,14
tensor(298),The ballot was biased by the campaigner.,-41.13752460479736,14
tensor(299),The campaigner was biased by the ballot.,-42.71240234375,14
tensor(300),The activist prejudiced the vote.,-43.44899654388428,14
tensor(301),The vote prejudiced the activist.,-44.194077491760254,14
tensor(302),The vote was prejudiced by the activist.,-38.927916526794434,14
tensor(303),The activist was prejudiced by the vote.,-40.98353290557861,14
tensor(304),The stewardess pulled the suitcase.,-43.83928871154785,14
tensor(305),The suitcase pulled the stewardess.,-53.41681480407715,14
tensor(306),The suitcase was pulled by the stewardess.,-40.105408668518066,14
tensor(307),The stewardess was pulled by the suitcase.,-47.584160804748535,14
tensor(308),The flight-attendant dragged the luggage.,-43.65115737915039,14
tensor(309),The luggage dragged the flight-attendant.,-55.51700210571289,14
tensor(310),The luggage was dragged by the flight-attendant.,-44.040940284729004,14
tensor(311),The flight-attendant was dragged by the luggage.,-39.33574390411377,14
tensor(312),The congressman delivered the speech.,-15.979849815368652,14
tensor(313),The speech delivered the congressman.,-37.851582527160645,14
tensor(314),The speech was delivered by the congressman.,-17.200533866882324,14
tensor(315),The congressman was delivered by the speech.,-44.091732025146484,14
tensor(316),The representative gave the address.,-18.738689422607422,14
tensor(317),The address gave the representative.,-34.983681201934814,14
tensor(318),The address was given by the representative.,-20.22727870941162,14
tensor(319),The representative was given by the address.,-46.538615226745605,14
tensor(320),The sheriff inspected the estate.,-22.475460052490234,14
tensor(321),The estate inspected the sheriff.,-42.18914604187012,14
tensor(322),The estate was inspected by the sheriff.,-23.062959671020508,14
tensor(323),The sheriff was inspected by the estate.,-39.312612533569336,14
tensor(324),The constable examined the property.,-35.32355880737305,14
tensor(325),The property examined the constable.,-52.85319805145264,14
tensor(326),The property was examined by the constable.,-30.62628936767578,14
tensor(327),The constable was examined by the property.,-47.62375831604004,14
tensor(328),The celebrity signed the photograph.,-27.565665245056152,14
tensor(329),The photograph signed the celebrity.,-39.08240032196045,14
tensor(330),The photograph was signed by the celebrity.,-18.703144073486328,14
tensor(331),The celebrity was signed by the photograph.,-38.80605888366699,14
tensor(332),The star autographed the picture.,-36.50704860687256,14
tensor(333),The picture autographed the star.,-45.90072536468506,14
tensor(334),The picture was autographed by the star.,-24.15248966217041,14
tensor(335),The star was autographed by the picture.,-50.788177490234375,14
tensor(336),The nanny tutored the boy.,-28.523771286010742,14
tensor(337),The boy tutored the nanny.,-32.392155170440674,14
tensor(338),The boy was tutored by the nanny.,-34.399548053741455,14
tensor(339),The nanny was tutored by the boy.,-37.34347438812256,14
tensor(340),The governess instructed the lad.,-37.96691942214966,14
tensor(341),The lad instructed the governess.,-40.472694396972656,14
tensor(342),The lad was instructed by the governess.,-33.02870225906372,14
tensor(343),The governess was instructed by the lad.,-34.037068367004395,14
tensor(344),The blackmailer threatened the senator.,-26.095736980438232,14
tensor(345),The senator threatened the blackmailer.,-32.602060317993164,14
tensor(346),The senator was threatened by the blackmailer.,-26.579827785491943,14
tensor(347),The blackmailer was threatened by the senator.,-32.03201723098755,14
tensor(348),The extortionist menaced the legislator.,-45.59748029708862,14
tensor(349),The legislator menaced the extortionist.,-49.697914600372314,14
tensor(350),The legislator was menaced by the extortionist.,-47.04348659515381,14
tensor(351),The extortionist was menaced by the legislator.,-51.80868148803711,14
tensor(352),The artist portrayed the philosopher.,-27.6844539642334,14
tensor(353),The philosopher portrayed the artist.,-26.608121871948242,14
tensor(354),The philosopher was portrayed by the artist.,-26.26258945465088,14
tensor(355),The artist was portrayed by the philosopher.,-29.191988468170166,14
tensor(356),The painter depicted the thinker.,-35.50846767425537,14
tensor(357),The thinker depicted the painter.,-37.11563682556152,14
tensor(358),The thinker was depicted by the painter.,-33.62890338897705,14
tensor(359),The painter was depicted by the thinker.,-39.18139839172363,14
tensor(360),The mechanic berated the intern.,-31.58954381942749,14
tensor(361),The intern berated the mechanic.,-34.763612270355225,14
tensor(362),The intern was berated by the mechanic.,-33.83728313446045,14
tensor(363),The mechanic was berated by the intern.,-32.82978439331055,14
tensor(364),The technician rebuked the aide.,-39.295156478881836,14
tensor(365),The aide rebuked the technician.,-39.68014621734619,14
tensor(366),The aide was rebuked by the technician.,-36.57082271575928,14
tensor(367),The technician was rebuked by the aide.,-39.37504959106445,14
tensor(368),The fairy enchanted the troll.,-22.862106323242188,14
tensor(369),The troll enchanted the fairy.,-25.8166561126709,14
tensor(370),The troll was enchanted by the fairy.,-21.622173309326172,14
tensor(371),The fairy was enchanted by the troll.,-20.759614944458008,14
tensor(372),The pixie mesmerized the ogre.,-52.24831247329712,14
tensor(373),The ogre mesmerized the pixie.,-46.9525032043457,14
tensor(374),The ogre was mesmerized by the pixie.,-44.098440647125244,14
tensor(375),The pixie was mesmerized by the ogre.,-45.84608840942383,14
tensor(376),The orderly assisted the dentist.,-31.34826374053955,14
tensor(377),The dentist assisted the orderly.,-24.587797164916992,14
tensor(378),The dentist was assisted by the orderly.,-23.329895973205566,14
tensor(379),The orderly was assisted by the dentist.,-23.688422203063965,14
tensor(380),The nurse helped the orthodontist.,-63.38810968399048,14
tensor(381),The orthodontist helped the nurse.,-57.33979034423828,14
tensor(382),The orthodontist was helped by the nurse.,-55.655428886413574,14
tensor(383),The nurse was helped by the orthodontist.,-52.23267078399658,14
tensor(384),The owner evicted the tenant.,-21.934368133544922,14
tensor(385),The tenant evicted the owner.,-23.738773822784424,14
tensor(386),The tenant was evicted by the owner.,-20.029967308044434,14
tensor(387),The owner was evicted by the tenant.,-24.504175186157227,14
tensor(388),The critic attacked the conservative.,-31.424951553344727,14
tensor(389),The conservative attacked the critic.,-28.420296669006348,14
tensor(390),The conservative was attacked by the critic.,-30.449602127075195,14
tensor(391),The critic was attacked by the conservative.,-31.586182594299316,14
tensor(392),The reviewer criticized the right-winger.,-37.18430137634277,14
tensor(393),The right-winger criticized the reviewer.,-37.279725074768066,14
tensor(394),The right-winger was criticized by the reviewer.,-37.99367809295654,14
tensor(395),The reviewer was criticized by the right-winger.,-45.7260046005249,14
tensor(396),The admirer badgered the director.,-47.85428237915039,14
tensor(397),The director badgered the admirer.,-47.512885093688965,14
tensor(398),The director was badgered by the admirer.,-47.28267288208008,14
tensor(399),The admirer was badgered by the director.,-47.304697036743164,14
tensor(400),The fan pestered the filmmaker.,-37.04768943786621,14
tensor(401),The filmmaker pestered the fan.,-42.175063610076904,14
tensor(402),The filmmaker was pestered by the fan.,-39.6875696182251,14
tensor(403),The fan was pestered by the filmmaker.,-37.05247783660889,14
tensor(404),The paramedic revived the youth.,-38.00374889373779,14
tensor(405),The youth revived the paramedic.,-47.29637145996094,14
tensor(406),The youth was revived by the paramedic.,-36.5877046585083,14
tensor(407),The paramedic was revived by the youth.,-42.85804748535156,14
tensor(408),The EMT resuscitated the youngster.,-40.339866161346436,14
tensor(409),The youngster resuscitated the EMT.,-46.06831073760986,14
tensor(410),The youngster was resuscitated by the EMT.,-32.44657230377197,14
tensor(411),The EMT was resuscitated by the youngster.,-45.46677255630493,14
tensor(412),The prankster duped the marketer.,-35.567330837249756,14
tensor(413),The marketer duped the prankster.,-38.55364465713501,14
tensor(414),The marketer was duped by the prankster.,-33.77983093261719,14
tensor(415),The prankster was duped by the marketer.,-37.59037208557129,14
tensor(416),The joker tricked the distributor.,-36.88158702850342,14
tensor(417),The distributor tricked the joker.,-40.310030937194824,14
tensor(418),The distributor was tricked by the joker.,-33.67546844482422,14
tensor(419),The joker was tricked by the distributor.,-37.09902000427246,14
tensor(420),The playboy courted the damsel.,-52.11621046066284,14
tensor(421),The damsel courted the playboy.,-54.0019645690918,14
tensor(422),The damsel was courted by the playboy.,-45.324705600738525,14
tensor(423),The playboy was courted by the damsel.,-49.18097400665283,14
tensor(424),The womanizer wooed the maiden.,-38.195218563079834,14
tensor(425),The maiden wooed the womanizer.,-40.75671052932739,14
tensor(426),The maiden was wooed by the womanizer.,-36.25888156890869,14
tensor(427),The womanizer was wooed by the maiden.,-35.59224891662598,14
tensor(428),The nomad cherished the clergyman.,-55.731998443603516,14
tensor(429),The clergyman cherished the nomad.,-50.8140664100647,14
tensor(430),The clergyman was cherished by the nomad.,-53.943275451660156,14
tensor(431),The nomad was cherished by the clergyman.,-47.68058109283447,14
tensor(432),The vagabond revered the priest.,-47.97085189819336,14
tensor(433),The priest revered the vagabond.,-46.46966743469238,14
tensor(434),The priest was revered by the vagabond.,-50.11589860916138,14
tensor(435),The vagabond was revered by the priest.,-45.08569860458374,14
tensor(436),The assassin shot the statesman.,-26.639351844787598,14
tensor(437),The statesman shot the assassin.,-29.819493293762207,14
tensor(438),The statesman was shot by the assassin.,-25.18535614013672,14
tensor(439),The assassin was shot by the statesman.,-26.703911781311035,14
tensor(440),The hit man killed the politician.,-20.8261661529541,14
tensor(441),The politician killed the hit man.,-23.813121795654297,14
tensor(442),The politician was killed by the hit man.,-18.93741798400879,14
tensor(443),The hit man was killed by the politician.,-22.688859939575195,14
tensor(444),The clerk charged the elderly person.,-25.548239707946777,14
tensor(445),The elderly person charged the clerk.,-28.889320373535156,14
tensor(446),The elderly person was charged by the clerk.,-24.267791748046875,14
tensor(447),The clerk was charged by the elderly person.,-32.392948150634766,14
tensor(448),The cashier billed the senior citizen.,-25.938114643096924,14
tensor(449),The senior citizen billed the cashier.,-29.453974723815918,14
tensor(450),The senior citizen was billed by the cashier.,-27.24879550933838,14
tensor(451),The cashier was billed by the senior citizen.,-36.66611576080322,14
tensor(452),The mediator rescued the hostage.,-30.59797763824463,14
tensor(453),The hostage rescued the mediator.,-38.97341728210449,14
tensor(454),The hostage was rescued by the mediator.,-26.36275291442871,14
tensor(455),The mediator was rescued by the hostage.,-35.50258255004883,14
tensor(456),The negotiator saved the captive.,-29.2150297164917,14
tensor(457),The captive saved the negotiator.,-31.65018939971924,14
tensor(458),The captive was saved by the negotiator.,-23.51558017730713,14
