sentence id,ref sentence,PLL score,nr. of tokens
1188-133604-0010,But in this vignette copied from turner you have the two principles brought out perfectly.,-102.69746160507202,21
1188-133604-0011,They are beyond all other works that i know existing dependent for their effect on low subdued tones their favorite choice in time of day being either dawn or twilight and even their brightest sunsets produced chiefly out of gray paper.,-201.37863397598267,48
1188-133604-0012,It may be that a great colorist will use his utmost force of color as a singer his full power of voice but loud or low the virtue is in both cases always in refinement never in loudness.,-188.59222412109375,47
1188-133604-0013,It must remember be one or the other.,-26.86544704437256,11
1188-133604-0014,Do not therefore think that the gothic school is an easy one.,-38.25100135803223,15
1188-133604-0015,The law of that school is that everything shall be seen clearly or at least only in such mist or faintness as shall be delightful and i have no doubt that the best introduction to it would be the elementary practice of painting every study on a golden ground.,-148.85935735702515,54
1188-133604-0016,This at once compels you to understand that the work is to be imaginative and decorative that it represents beautiful things in the clearest way but not under existing conditions and that in fact you are producing jeweler's work rather than pictures.,-184.41037464141846,54
1188-133604-0017,That a style is restrained or severe does not mean that it is also erroneous.,-65.52754020690918,20
1188-133604-0018,In all early gothic art indeed you will find failure of this kind especially distortion and rigidity which are in many respects painfully to be compared with the splendid repose of classic art.,-142.08897352218628,38
1188-133604-0019,The large letter contains indeed entirely feeble and ill drawn figures that is merely childish and failing work of an inferior hand it is not characteristic of gothic or any other school.,-184.8814263343811,37
1188-133604-0020,But observe you can only do this on one condition that of striving also to create in reality the beauty which you seek in imagination.,-97.33090543746948,30
1188-133604-0021,It will be wholly impossible for you to retain the tranquillity of temper and felicity of faith necessary for noble purist painting unless you are actively engaged in promoting the felicity and peace of practical life.,-233.93846797943115,48
1188-133604-0022,You must look at him in the face fight him conquer him with what scathe you may you need not think to keep out of the way of him.,-127.1089220046997,34
1188-133604-0023,The colorist says first of all as my delicious paroquet was ruby so this nasty viper shall be black and then is the question can i round him off even though he is black and make him slimy and yet springy and close down clotted like a pool of black blood on the earth all the same.,-306.96051597595215,69
1188-133604-0024,Nothing will be more precious to you i think in the practical study of art than the conviction which will force itself on you more and more every hour of the way all things are bound together little and great in spirit and in matter.,-105.65691709518433,48
1188-133604-0025,You know i have just been telling you how this school of materialism and clay involved itself at last in cloud and fire.,-93.63340759277344,27
1188-133604-0026,Here is an equally typical greek school landscape by wilson lost wholly in golden mist the trees so slightly drawn that you don't know if they are trees or towers and no care for color whatever perfectly deceptive and marvelous effect of sunshine through the mist apollo and the python.,-357.86827182769775,66
1188-133604-0027,Now here is raphael exactly between the two trees still drawn leaf by leaf wholly formal but beautiful mist coming gradually into the distance.,-170.25757789611816,29
1188-133604-0028,Well then last here is turner's greek school of the highest class and you define his art absolutely as first the displaying intensely and with the sternest intellect of natural form as it is and then the envelopment of it with cloud and fire.,-263.168918132782,58
1188-133604-0029,Only there are two sorts of cloud and fire.,-29.053190231323242,12
1188-133604-0030,He knows them both.,-11.074358940124512,7
1188-133604-0031,There's one and there's another the dudley and the flint.,-62.221373558044434,19
1188-133604-0032,It is only a pencil outline by edward burne jones in illustration of the story of psyche it is the introduction of psyche after all her troubles into heaven.,-203.80165004730225,39
1188-133604-0033,Every plant in the grass is set formally grows perfectly and may be realized completely.,-79.50482606887817,18
1188-133604-0034,Exquisite order and universal with eternal life and light this is the faith and effort of the schools of crystal and you may describe and complete their work quite literally by taking any verses of chaucer in his tender mood and observing how he insists on the clearness and brightness first and then on the order.,-262.1022267341614,63
1188-133604-0035,Thus in chaucer's dream.,-51.66556739807129,11
1188-133604-0036,In both these high mythical subjects the surrounding nature though suffering is still dignified and beautiful.,-107.97741889953613,21
1188-133604-0037,Every line in which the master traces it even where seemingly negligent is lovely and set down with a meditative calmness which makes these two etchings capable of being placed beside the most tranquil work of holbein or duerer.,-314.6621780395508,56
1188-133604-0038,But now here is a subject of which you will wonder at first why turner drew it at all.,-59.14055633544922,23
1188-133604-0039,It has no beauty whatsoever no specialty of picturesqueness and all its lines are cramped and poor.,-81.06047058105469,21
1188-133604-0040,The crampness and the poverty are all intended.,-70.81442737579346,14
1188-133604-0041,It is a gleaner bringing down her one sheaf of corn to an old watermill itself mossy and rent scarcely able to get its stones to turn.,-183.30112648010254,35
1188-133604-0042,The scene is absolutely arcadian.,-50.0533447265625,10
1188-133604-0043,See that your lives be in nothing worse than a boy's climbing for his entangled kite.,-102.10758829116821,24
1188-133604-0044,It will be well for you if you join not with those who instead of kites fly falcons who instead of obeying the last words of the great cloud shepherd to feed his sheep live the lives how much less than vanity of the war wolf and the gier eagle.,-312.4647307395935,62
121-121726-0000,Also a popular contrivance whereby love making may be suspended but not stopped during the picnic season.,-76.39080047607422,22
121-121726-0001,Harangue the tiresome product of a tireless tongue.,-92.4369158744812,15
121-121726-0002,Angor pain painful to hear.,-49.46997594833374,9
121-121726-0003,Hay fever a heart trouble caused by falling in love with a grass widow.,-60.22505474090576,17
121-121726-0004,Heaven a good place to be raised to.,-27.476747035980225,11
121-121726-0005,Hedge a fence.,-24.220544815063477,7
121-121726-0006,Heredity the cause of all our faults.,-44.52406692504883,12
121-121726-0007,Horse sense a degree of wisdom that keeps one from betting on the races.,-64.66716814041138,17
121-121726-0008,Hose man's excuse for wetting the walk.,-61.37422227859497,14
121-121726-0009,Hotel a place where a guest often gives up good dollars for poor quarters.,-60.9338321685791,17
121-121726-0010,Housecleaning a domestic upheaval that makes it easy for the government to enlist all the soldiers it needs.,-129.2481632232666,27
121-121726-0011,Husband the next thing to a wife.,-39.13104200363159,11
121-121726-0012,Hussy woman and bond tie.,-62.27726173400879,9
121-121726-0013,Tied to a woman.,-24.26156711578369,8
121-121726-0014,Hypocrite a horse dealer.,-66.17439270019531,11
121-123852-0000,Those pretty wrongs that liberty commits when i am sometime absent from thy heart thy beauty and thy years full well befits for still temptation follows where thou art.,-183.2956142425537,36
121-123852-0001,Ay me.,-21.508609771728516,6
121-123852-0002,No matter then although my foot did stand upon the farthest earth remov'd from thee for nimble thought can jump both sea and land as soon as think the place where he would be but ah.,-199.42092752456665,45
121-123852-0003,Thought kills me that i am not thought to leap large lengths of miles when thou art gone but that so much of earth and water wrought i must attend time's leisure with my moan receiving nought by elements so slow but heavy tears badges of either's woe.,-269.2524981498718,58
121-123852-0004,My heart doth plead that thou in him dost lie a closet never pierc'd with crystal eyes but the defendant doth that plea deny and says in him thy fair appearance lies.,-242.05282258987427,42
121-123859-0000,You are my all the world and i must strive to know my shames and praises from your tongue none else to me nor i to none alive that my steel'd sense or changes right or wrong.,-181.91216373443604,46
121-123859-0001,O tis the first tis flattery in my seeing and my great mind most kingly drinks it up mine eye well knows what with his gust is greeing and to his palate doth prepare the cup if it be poison'd tis the lesser sin that mine eye loves it and doth first begin.,-417.8379101753235,70
121-123859-0002,But reckoning time whose million'd accidents creep in twixt vows and change decrees of kings tan sacred beauty blunt the sharp'st intents divert strong minds to the course of altering things alas why fearing of time's tyranny might i not then say now i love you best when i was certain o'er incertainty crowning the present doubting of the rest.,-555.4377846717834,88
121-123859-0003,Love is a babe then might i not say so to give full growth to that which still doth grow.,-106.98138284683228,24
121-123859-0004,So i return rebuk'd to my content and gain by ill thrice more than i have spent.,-119.76556491851807,25
121-127105-0000,It was this observation that drew from douglas not immediately but later in the evening a reply that had the interesting consequence to which i call attention.,-114.42369413375854,32
121-127105-0001,Someone else told a story not particularly effective which i saw he was not following.,-46.58154058456421,18
121-127105-0002,Cried one of the women he took no notice of her he looked at me but as if instead of me he saw what he spoke of.,-58.819072246551514,31
121-127105-0003,There was a unanimous groan at this and much reproach after which in his preoccupied way he explained.,-90.31858491897583,23
121-127105-0004,The story's written.,-9.521376132965088,8
121-127105-0005,I could write to my man and enclose the key he could send down the packet as he finds it.,-95.34760904312134,25
121-127105-0006,The others resented postponement but it was just his scruples that charmed me.,-152.11343955993652,25
121-127105-0007,To this his answer was prompt oh thank god no and is the record yours.,-94.87547016143799,19
121-127105-0008,He hung fire again a woman's.,-46.41106081008911,11
121-127105-0009,She has been dead these twenty years.,-20.245162963867188,10
121-127105-0010,She sent me the pages in question before she died.,-21.44893217086792,13
121-127105-0011,She was the most agreeable woman i've ever known in her position she would have been worthy of any whatever.,-85.56460285186768,26
121-127105-0012,It wasn't simply that she said so but that i knew she hadn't i was sure i could see.,-38.032647132873535,26
121-127105-0013,You'll easily judge why when you hear because the thing had been such a scare he continued to fix me.,-75.83051109313965,25
121-127105-0014,You are acute.,-21.142492294311523,6
121-127105-0015,He quitted the fire and dropped back into his chair.,-29.21980094909668,14
121-127105-0016,Probably not till the second post.,-23.398684978485107,9
121-127105-0017,It was almost the tone of hope everybody will stay.,-40.056257247924805,13
121-127105-0018,Cried the ladies whose departure had been fixed.,-51.49545764923096,12
121-127105-0019,Missus griffin however expressed the need for a little more light.,-79.93459129333496,17
121-127105-0020,Who was it she was in love with the story will tell i took upon myself to reply oh i can't wait for the story the story won't tell said douglas not in any literal vulgar way more's the pity then.,-202.85105085372925,54
121-127105-0021,Won't you tell douglas.,-51.557247161865234,11
121-127105-0022,Well if i don't know who she was in love with i know who he was.,-31.480210304260254,21
121-127105-0023,Let me say here distinctly to have done with it that this narrative from an exact transcript of my own made much later is what i shall presently give.,-116.66333627700806,33
121-127105-0024,Poor douglas before his death when it was in sight committed to me the manuscript that reached him on the third of these days and that on the same spot with immense effect he began to read to our hushed little circle on the night of the fourth.,-148.45580291748047,53
121-127105-0025,The departing ladies who had said they would stay didn't of course thank heaven stay they departed in consequence of arrangements made in a rage of curiosity as they professed produced by the touches with which he had already worked us up.,-196.72396993637085,49
121-127105-0026,The first of these touches conveyed that the written statement took up the tale at a point after it had in a manner begun.,-75.08869123458862,27
121-127105-0027,He had for his own town residence a big house filled with the spoils of travel and the trophies of the chase but it was to his country home an old family place in essex that he wished her immediately to proceed.,-163.562922000885,48
121-127105-0028,The awkward thing was that they had practically no other relations and that his own affairs took up all his time.,-38.14782667160034,24
121-127105-0029,There were plenty of people to help but of course the young lady who should go down as governess would be in supreme authority.,-59.10011959075928,28
121-127105-0030,I don't anticipate.,-41.46580696105957,10
121-127105-0031,She was young untried nervous it was a vision of serious duties and little company of really great loneliness.,-138.6403636932373,24
121-127105-0032,Yes but that's just the beauty of her passion.,-30.8145112991333,14
121-127105-0033,It was the beauty of it.,-5.714530944824219,9
121-127105-0034,It sounded dull it sounded strange and all the more so because of his main condition which was.,-56.58024024963379,21
121-127105-0035,She promised to do this and she mentioned to me that when for a moment disburdened delighted he held her hand thanking her for the sacrifice she already felt rewarded.,-143.762788772583,37
121-127105-0036,But was that all her reward one of the ladies asked.,-41.16543626785278,14
1221-135766-0000,How strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child.,-121.93406534194946,42
1221-135766-0001,God as a direct consequence of the sin which man thus punished had given her a lovely child whose place was on that same dishonoured bosom to connect her parent for ever with the race and descent of mortals and to be finally a blessed soul in heaven.,-202.6647186279297,56
1221-135766-0002,Yet these thoughts affected hester prynne less with hope than apprehension.,-99.5040454864502,18
1221-135766-0003,The child had a native grace which does not invariably co exist with faultless beauty its attire however simple always impressed the beholder as if it were the very garb that precisely became it best.,-230.6825876235962,44
1221-135766-0004,This outward mutability indicated and did not more than fairly express the various properties of her inner life.,-99.758047580719,23
1221-135766-0005,Hester could only account for the child's character and even then most vaguely and imperfectly by recalling what she herself had been during that momentous period while pearl was imbibing her soul from the spiritual world and her bodily frame from its material of earth.,-245.17155742645264,57
1221-135766-0006,They were now illuminated by the morning radiance of a young child's disposition but later in the day of earthly existence might be prolific of the storm and whirlwind.,-181.29714393615723,40
1221-135766-0007,Hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity.,-167.76371669769287,29
1221-135766-0008,Mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge.,-140.78348779678345,36
1221-135766-0009,As to any other kind of discipline whether addressed to her mind or heart little pearl might or might not be within its reach in accordance with the caprice that ruled the moment.,-111.35566139221191,37
1221-135766-0010,It was a look so intelligent yet inexplicable perverse sometimes so malicious but generally accompanied by a wild flow of spirits that hester could not help questioning at such moments whether pearl was a human child.,-247.36272859573364,47
1221-135766-0011,Beholding it hester was constrained to rush towards the child to pursue the little elf in the flight which she invariably began to snatch her to her bosom with a close pressure and earnest kisses not so much from overflowing love as to assure herself that pearl was flesh and blood and not utterly delusive.,-374.7458872795105,71
1221-135766-0012,Brooding over all these matters the mother felt like one who has evoked a spirit but by some irregularity in the process of conjuration has failed to win the master word that should control this new and incomprehensible intelligence.,-268.5123190879822,53
1221-135766-0013,Pearl was a born outcast of the infantile world.,-65.49953269958496,14
1221-135766-0014,Pearl saw and gazed intently but never sought to make acquaintance.,-49.13895893096924,14
1221-135766-0015,If spoken to she would not speak again.,-10.474369049072266,11
1221-135767-0000,Hester prynne went one day to the mansion of governor bellingham with a pair of gloves which she had fringed and embroidered to his order and which were to be worn on some great occasion of state for though the chances of a popular election had caused this former ruler to descend a step or two from the highest rank he still held an honourable and influential place among the colonial magistracy.,-287.452880859375,84
1221-135767-0001,Another and far more important reason than the delivery of a pair of embroidered gloves impelled hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement.,-145.5981421470642,46
1221-135767-0002,At that epoch of pristine simplicity however matters of even slighter public interest and of far less intrinsic weight than the welfare of hester and her child were strangely mixed up with the deliberations of legislators and acts of state.,-237.63420248031616,51
1221-135767-0003,The period was hardly if at all earlier than that of our story when a dispute concerning the right of property in a pig not only caused a fierce and bitter contest in the legislative body of the colony but resulted in an important modification of the framework itself of the legislature.,-127.68381023406982,55
1221-135767-0004,We have spoken of pearl's rich and luxuriant beauty a beauty that shone with deep and vivid tints a bright complexion eyes possessing intensity both of depth and glow and hair already of a deep glossy brown and which in after years would be nearly akin to black.,-271.2227268218994,58
1221-135767-0005,It was the scarlet letter in another form the scarlet letter endowed with life.,-46.80223035812378,17
1221-135767-0006,The mother herself as if the red ignominy were so deeply scorched into her brain that all her conceptions assumed its form had carefully wrought out the similitude lavishing many hours of morbid ingenuity to create an analogy between the object of her affection and the emblem of her guilt and torture.,-357.1650457382202,69
1221-135767-0007,But in truth pearl was the one as well as the other and only in consequence of that identity had hester contrived so perfectly to represent the scarlet letter in her appearance.,-158.9951934814453,38
1221-135767-0008,Come therefore and let us fling mud at them.,-55.13659381866455,13
1221-135767-0009,But pearl who was a dauntless child after frowning stamping her foot and shaking her little hand with a variety of threatening gestures suddenly made a rush at the knot of her enemies and put them all to flight.,-175.35794973373413,45
1221-135767-0010,She screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them.,-167.40522384643555,34
1221-135767-0011,It was further decorated with strange and seemingly cabalistic figures and diagrams suitable to the quaint taste of the age which had been drawn in the stucco when newly laid on and had now grown hard and durable for the admiration of after times.,-281.1950058937073,55
1221-135767-0012,They approached the door which was of an arched form and flanked on each side by a narrow tower or projection of the edifice in both of which were lattice windows the wooden shutters to close over them at need.,-155.69712495803833,45
1221-135767-0013,Lifting the iron hammer that hung at the portal hester prynne gave a summons which was answered by one of the governor's bond servant a free born englishman but now a seven years slave.,-226.77824115753174,47
1221-135767-0014,Yea his honourable worship is within but he hath a godly minister or two with him and likewise a leech.,-146.49435377120972,28
1221-135767-0015,Ye may not see his worship now.,-32.75200700759888,10
1221-135767-0016,With many variations suggested by the nature of his building materials diversity of climate and a different mode of social life governor bellingham had planned his new habitation after the residences of gentlemen of fair estate in his native land.,-189.84612607955933,45
1221-135767-0017,On the table in token that the sentiment of old english hospitality had not been left behind stood a large pewter tankard at the bottom of which had hester or pearl peeped into it they might have seen the frothy remnant of a recent draught of ale.,-279.3456492424011,61
1221-135767-0018,Little pearl who was as greatly pleased with the gleaming armour as she had been with the glittering frontispiece of the house spent some time looking into the polished mirror of the breastplate.,-117.52051830291748,39
1221-135767-0019,Mother cried she i see you here look look.,-68.16559028625488,12
1221-135767-0020,In truth she seemed absolutely hidden behind it.,-25.30125856399536,11
1221-135767-0021,Pearl accordingly ran to the bow window at the further end of the hall and looked along the vista of a garden walk carpeted with closely shaven grass and bordered with some rude and immature attempt at shrubbery.,-231.70548057556152,47
1221-135767-0022,But the proprietor appeared already to have relinquished as hopeless the effort to perpetuate on this side of the atlantic in a hard soil and amid the close struggle for subsistence the native english taste for ornamental gardening.,-280.6337127685547,50
1221-135767-0023,There were a few rose bushes however and a number of apple trees probably the descendants of those planted by the reverend mister blackstone the first settler of the peninsula that half mythological personage who rides through our early annals seated on the back of a bull.,-243.05639028549194,57
1221-135767-0024,Pearl seeing the rose bushes began to cry for a red rose and would not be pacified.,-88.10654592514038,22
1284-1180-0000,He wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold.,-160.8497290611267,33
1284-1180-0001,His hat had a peaked crown and a flat brim and around the brim was a row of tiny golden bells that tinkled when he moved.,-94.54873991012573,32
1284-1180-0002,Instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid.,-75.96322059631348,25
1284-1180-0003,For a long time he had wished to explore the beautiful land of oz in which they lived.,-43.212822914123535,21
1284-1180-0004,When they were outside unc simply latched the door and started up the path.,-84.31664562225342,19
1284-1180-0005,No one would disturb their little house even if anyone came so far into the thick forest while they were gone.,-34.83605480194092,24
1284-1180-0006,At the foot of the mountain that separated the country of the munchkins from the country of the gillikins the path divided.,-93.03166246414185,30
1284-1180-0007,He knew it would take them to the house of the crooked magician whom he had never seen but who was their nearest neighbor.,-37.09275245666504,27
1284-1180-0008,All the morning they trudged up the mountain path and at noon unc and ojo sat on a fallen tree trunk and ate the last of the bread which the old munchkin had placed in his pocket.,-139.62853002548218,46
1284-1180-0009,Then they started on again and two hours later came in sight of the house of doctor pipt.,-64.27123022079468,23
1284-1180-0010,Unc knocked at the door of the house and a chubby pleasant faced woman dressed all in blue opened it and greeted the visitors with a smile.,-100.12892818450928,33
1284-1180-0011,I am my dear and all strangers are welcome to my home.,-26.953683376312256,15
1284-1180-0012,We have come from a far lonelier place than this a lonelier place.,-63.826231956481934,18
1284-1180-0013,And you must be ojo the unlucky she added.,-84.56902503967285,15
1284-1180-0014,Ojo had never eaten such a fine meal in all his life.,-22.254037857055664,16
1284-1180-0015,We are traveling replied ojo and we stopped at your house just to rest and refresh ourselves.,-91.02599859237671,23
1284-1180-0016,The woman seemed thoughtful.,-12.077549934387207,7
1284-1180-0017,At one end stood a great fireplace in which a blue log was blazing with a blue flame and over the fire hung four kettles in a row all bubbling and steaming at a great rate.,-125.5118408203125,43
1284-1180-0018,It takes me several years to make this magic powder but at this moment i am pleased to say it is nearly done you see i am making it for my good wife margolotte who wants to use some of it for a purpose of her own.,-123.16956520080566,53
1284-1180-0019,You must know said margolotte when they were all seated together on the broad window seat that my husband foolishly gave away all the powder of life he first made to old mombi the witch who used to live in the country of the gillikins to the north of here.,-234.12698888778687,61
1284-1180-0020,The first lot we tested on our glass cat which not only began to live but has lived ever since.,-67.23777484893799,23
1284-1180-0021,I think the next glass cat the magician makes will have neither brains nor heart for then it will not object to catching mice and may prove of some use to us.,-101.20898962020874,35
1284-1180-0022,I'm afraid i don't know much about the land of oz.,-37.77233409881592,18
1284-1180-0023,You see i've lived all my life with unc nunkie the silent one and there was no one to tell me anything.,-82.92509365081787,29
