sentence id,sentence,PLL score,nr. of tokens
tensor(124),The author finished the novel.,-24.542747497558594,5
tensor(125),The novel finished the author.,-34.54156494140625,5
tensor(126),The novel was finished by the author.,-30.943641662597656,7
tensor(127),The author was finished by the novel.,-36.62507629394531,7
tensor(128),The writer completed the book.,-25.319900512695312,5
tensor(129),The book completed the writer.,-33.3397216796875,5
tensor(130),The book was completed by the writer.,-28.57880401611328,7
tensor(131),The writer was completed by the book.,-34.93354415893555,7
tensor(132),The financier sponsored the project.,-33.117401123046875,7
tensor(133),The project sponsored the financier.,-37.67290496826172,7
tensor(134),The project was sponsored by the financier.,-33.84552764892578,9
tensor(135),The financier was sponsored by the project.,-40.95463562011719,9
tensor(136),The banker funded the program.,-31.862648010253906,5
tensor(137),The program funded the banker.,-37.09735107421875,5
tensor(138),The program was funded by the banker.,-33.642005920410156,7
tensor(139),The banker was funded by the program.,-38.88889694213867,7
tensor(140),The tourist exited the bus.,-30.39850616455078,5
tensor(141),The bus exited the tourist.,-37.44438934326172,5
tensor(142),The bus was exited by the tourist.,-42.13367462158203,7
tensor(143),The tourist was exited by the bus.,-39.261207580566406,7
tensor(144),The vacationer left the shuttle.,-39.250831604003906,6
tensor(145),The shuttle left the vacationer.,-42.67098617553711,6
tensor(146),The shuttle was left by the vacationer.,-44.14835739135742,8
tensor(147),The vacationer was left by the shuttle.,-44.753562927246094,8
tensor(148),The dietitian loathed the jam.,-44.5720329284668,8
tensor(149),The jam loathed the dietitian.,-48.69448471069336,8
tensor(150),The jam was loathed by the dietitian.,-49.638492584228516,10
tensor(151),The dietitian was loathed by the jam.,-53.04694366455078,10
tensor(152),The nutritionist detested the marmalade.,-43.16705322265625,9
tensor(153),The marmalade detested the nutritionist.,-47.70575714111328,9
tensor(154),The marmalade was detested by the nutritionist.,-47.921199798583984,11
tensor(155),The nutritionist was detested by the marmalade.,-54.356964111328125,11
tensor(156),The scientist discovered the cure.,-32.16340255737305,5
tensor(157),The cure discovered the scientist.,-38.373680114746094,5
tensor(158),The cure was discovered by the scientist.,-31.9969482421875,7
tensor(159),The scientist was discovered by the cure.,-42.070152282714844,7
tensor(160),The researcher found the remedy.,-31.665407180786133,5
tensor(161),The remedy found the researcher.,-36.27854537963867,5
tensor(162),The remedy was found by the researcher.,-34.849952697753906,7
tensor(163),The researcher was found by the remedy.,-42.13019943237305,7
tensor(164),The doctor closed the school.,-27.95940399169922,5
tensor(165),The school closed the doctor.,-32.19904327392578,5
tensor(166),The school was closed by the doctor.,-30.777671813964844,7
tensor(167),The doctor was closed by the school.,-33.60966491699219,7
tensor(168),The maid lifted the cushion.,-33.48854446411133,5
tensor(169),The cushion lifted the maid.,-40.28932189941406,5
tensor(170),The cushion was lifted by the maid.,-38.00321578979492,7
tensor(171),The maid was lifted by the cushion.,-38.80270004272461,7
tensor(172),The servant wiped the sink.,-34.545082092285156,5
tensor(173),The sink wiped the servant.,-44.54261779785156,5
tensor(174),The sink was wiped by the servant.,-43.48944854736328,7
tensor(175),The servant was wiped by the sink.,-40.86800003051758,7
tensor(176),The domestic cleaned the wash basin.,-44.91117477416992,6
tensor(177),The wash basin cleaned the domestic.,-44.59107208251953,6
tensor(178),The wash basin was cleaned by the domestic.,-45.0797119140625,8
tensor(179),The domestic was cleaned by the wash basin.,-48.563995361328125,8
tensor(180),The friend donned the pullover.,-36.64104080200195,7
tensor(181),The pullover donned the friend.,-46.504852294921875,7
tensor(182),The pullover was donned by the friend.,-44.92293167114258,9
tensor(183),The friend was donned by the pullover.,-49.01608657836914,9
tensor(184),The convalescent took the pill.,-37.88313293457031,7
tensor(185),The pill took the convalescent.,-40.20069885253906,7
tensor(186),The pill was taken by the convalescent.,-38.643531799316406,9
tensor(187),The convalescent was taken by the pill.,-47.695804595947266,9
tensor(188),The patient swallowed the medicine.,-25.630455017089844,5
tensor(189),The medicine swallowed the patient.,-32.478118896484375,5
tensor(190),The medicine was swallowed by the patient.,-28.90813446044922,7
tensor(191),The patient was swallowed by the medicine.,-33.97169876098633,7
tensor(192),The hoarder hid the stash.,-32.90227508544922,6
tensor(193),The stash hid the hoarder.,-39.7828483581543,6
tensor(194),The stash was hidden by the hoarder.,-38.032474517822266,8
tensor(195),The hoarder was hidden by the stash.,-41.29914093017578,8
tensor(196),The packrat concealed the stockpile.,-44.91999435424805,6
tensor(197),The stockpile concealed the packrat.,-53.1151008605957,6
tensor(198),The stockpile was concealed by the packrat.,-49.45863723754883,8
tensor(199),The packrat was concealed by the stockpile.,-48.7744140625,8
tensor(200),The reporter abandoned the story.,-25.802703857421875,5
tensor(201),The story abandoned the reporter.,-34.05862045288086,5
tensor(202),The story was abandoned by the reporter.,-30.715320587158203,7
tensor(203),The reporter was abandoned by the story.,-32.2860107421875,7
tensor(204),The journalist ditched the article.,-32.00094985961914,6
tensor(205),The article ditched the journalist.,-37.58453369140625,6
tensor(206),The article was ditched by the journalist.,-35.630592346191406,8
tensor(207),The journalist was ditched by the article.,-37.87269592285156,8
tensor(208),The carnivore ate the steak.,-32.50199508666992,6
tensor(209),The steak ate the carnivore.,-36.36859130859375,6
tensor(210),The steak was eaten by the carnivore.,-38.795833587646484,8
tensor(211),The carnivore was eaten by the steak.,-42.98525619506836,8
tensor(212),The meat-eater devoured the filet.,-40.189815521240234,10
tensor(213),The filet devoured the meat-eater.,-47.52436447143555,10
tensor(214),The filet was devoured by the meat-eater.,-44.782535552978516,12
tensor(215),The meat-eater was devoured by the filet.,-47.693260192871094,12
tensor(216),The man drank the soda.,-26.463027954101562,5
tensor(217),The soda drank the man.,-34.33232116699219,5
tensor(218),The soda was drunk by the man.,-35.62358093261719,7
tensor(219),The man was drunk by the soda.,-34.85820770263672,7
tensor(220),The teacher bought the laptop.,-29.856536865234375,5
tensor(221),The laptop bought the teacher.,-33.70801544189453,5
tensor(222),The laptop was bought by the teacher.,-32.58543014526367,7
tensor(223),The teacher was bought by the laptop.,-41.0073127746582,7
tensor(224),The instructor purchased the computer.,-32.65178680419922,5
tensor(225),The computer purchased the instructor.,-36.32234191894531,5
tensor(226),The computer was purchased by the instructor.,-33.55013656616211,7
tensor(227),The instructor was purchased by the computer.,-40.75761795043945,7
tensor(228),The lady cooked the supper.,-31.087554931640625,5
tensor(229),The supper cooked the lady.,-38.2552490234375,5
tensor(230),The supper was cooked by the lady.,-34.376548767089844,7
tensor(231),The lady was cooked by the supper.,-40.96232223510742,7
tensor(232),The woman prepared the dinner.,-26.203670501708984,5
tensor(233),The dinner prepared the woman.,-35.77827072143555,5
tensor(234),The dinner was prepared by the woman.,-32.588096618652344,7
tensor(235),The woman was prepared by the dinner.,-36.692832946777344,7
tensor(236),The traveler lost the souvenir.,-34.472190856933594,6
tensor(237),The souvenir lost the traveler.,-42.54982376098633,6
tensor(238),The souvenir was lost by the traveler.,-41.34028244018555,8
tensor(239),The traveler was lost by the souvenir.,-45.48094177246094,8
tensor(240),The sightseer misplaced the memento.,-45.302406311035156,9
tensor(241),The memento misplaced the sightseer.,-52.47642517089844,9
tensor(242),The memento was misplaced by the sightseer.,-46.965694427490234,11
tensor(243),The sightseer was misplaced by the memento.,-55.279052734375,11
tensor(244),The comedian confirmed the itinerary.,-37.152854919433594,6
tensor(245),The itinerary confirmed the comedian.,-40.911376953125,6
tensor(246),The itinerary was confirmed by the comedian.,-37.558006286621094,8
tensor(247),The comedian was confirmed by the itinerary.,-42.73999786376953,8
tensor(248),The humorist verified the schedule.,-43.88254928588867,6
tensor(249),The schedule verified the humorist.,-47.654945373535156,6
tensor(250),The schedule was verified by the humorist.,-44.24779510498047,8
tensor(251),The humorist was verified by the schedule.,-49.26529312133789,8
tensor(252),The woodworker skimmed the brochure.,-44.42994689941406,8
tensor(253),The brochure skimmed the woodworker.,-51.83203887939453,8
tensor(254),The brochure was skimmed by the woodworker.,-48.19567108154297,10
tensor(255),The woodworker was skimmed by the brochure.,-55.303810119628906,10
tensor(256),The guide reached the target.,-30.821186065673828,5
tensor(257),The target reached the guide.,-32.942012786865234,5
tensor(258),The target was reached by the guide.,-34.21924591064453,7
tensor(259),The guide was reached by the target.,-40.497066497802734,7
tensor(260),The townsperson farmed the grain.,-41.304256439208984,8
tensor(261),The grain farmed the townsperson.,-50.0185661315918,8
tensor(262),The grain was farmed by the townsperson.,-48.30296325683594,10
tensor(263),The townsperson was farmed by the grain.,-53.89037322998047,10
tensor(264),The villager cultivated the crop.,-35.01795959472656,6
tensor(265),The crop cultivated the villager.,-40.23699951171875,6
tensor(266),The crop was cultivated by the villager.,-37.62118148803711,8
tensor(267),The villager was cultivated by the crop.,-46.12511444091797,8
tensor(268),The mentor revised the manuscript.,-34.79664993286133,5
tensor(269),The manuscript revised the mentor.,-41.796783447265625,5
tensor(270),The manuscript was revised by the mentor.,-36.74565887451172,7
tensor(271),The mentor was revised by the manuscript.,-44.57129669189453,7
tensor(272),The advisor edited the paper.,-32.53996658325195,5
tensor(273),The paper edited the advisor.,-40.48479080200195,5
tensor(274),The paper was edited by the advisor.,-34.4422721862793,7
tensor(275),The advisor was edited by the paper.,-40.694671630859375,7
tensor(276),The accountant made the chart.,-32.58391571044922,5
tensor(277),The chart made the accountant.,-43.54393005371094,5
tensor(278),The chart was made by the accountant.,-36.86677551269531,7
tensor(279),The accountant was made by the chart.,-51.293212890625,7
tensor(280),The bookkeeper created the graph.,-35.12986755371094,6
tensor(281),The graph created the bookkeeper.,-43.757835388183594,6
tensor(282),The graph was created by the bookkeeper.,-38.826751708984375,8
tensor(283),The bookkeeper was created by the graph.,-44.52012634277344,8
tensor(284),The logger felled the pine tree.,-36.81159973144531,7
tensor(285),The pine tree felled the logger.,-38.51151657104492,7
tensor(286),The pine tree was felled by the logger.,-39.70060348510742,9
tensor(287),The logger was felled by the pine tree.,-42.26005172729492,9
tensor(288),The tycoon ran the company.,-29.893043518066406,6
tensor(289),The company ran the tycoon.,-34.751033782958984,6
tensor(290),The company was run by the tycoon.,-32.39262390136719,8
tensor(291),The tycoon was run by the company.,-41.27667236328125,8
tensor(292),The mogul governed the corporation.,-41.26025390625,5
tensor(293),The corporation governed the mogul.,-39.81466293334961,5
tensor(294),The corporation was governed by the mogul.,-38.28932189941406,7
tensor(295),The mogul was governed by the corporation.,-45.37553787231445,7
tensor(296),The campaigner biased the ballot.,-39.85675811767578,5
tensor(297),The ballot biased the campaigner.,-44.804168701171875,5
tensor(298),The ballot was biased by the campaigner.,-44.16270446777344,7
tensor(299),The campaigner was biased by the ballot.,-46.61125183105469,7
tensor(300),The activist prejudiced the vote.,-36.95689392089844,6
tensor(301),The vote prejudiced the activist.,-39.783958435058594,6
tensor(302),The vote was prejudiced by the activist.,-42.91740417480469,8
tensor(303),The activist was prejudiced by the vote.,-42.73359298706055,8
tensor(304),The stewardess pulled the suitcase.,-35.08667755126953,7
tensor(305),The suitcase pulled the stewardess.,-39.56254577636719,7
tensor(306),The suitcase was pulled by the stewardess.,-38.80344009399414,9
tensor(307),The stewardess was pulled by the suitcase.,-41.49701690673828,9
tensor(308),The flight-attendant dragged the luggage.,-45.25904846191406,8
tensor(309),The luggage dragged the flight-attendant.,-50.52846145629883,8
tensor(310),The luggage was dragged by the flight-attendant.,-51.31372833251953,10
tensor(311),The flight-attendant was dragged by the luggage.,-44.891845703125,10
tensor(312),The congressman delivered the speech.,-28.431415557861328,5
tensor(313),The speech delivered the congressman.,-36.37461853027344,5
tensor(314),The speech was delivered by the congressman.,-29.7176513671875,7
tensor(315),The congressman was delivered by the speech.,-43.91128921508789,7
tensor(316),The representative gave the address.,-27.789047241210938,5
tensor(317),The address gave the representative.,-36.768348693847656,5
tensor(318),The address was given by the representative.,-33.038536071777344,7
tensor(319),The representative was given by the address.,-39.50428771972656,7
tensor(320),The sheriff inspected the estate.,-35.01675033569336,5
tensor(321),The estate inspected the sheriff.,-40.987083435058594,5
tensor(322),The estate was inspected by the sheriff.,-34.35087203979492,7
tensor(323),The sheriff was inspected by the estate.,-43.51318359375,7
tensor(324),The constable examined the property.,-32.27452087402344,6
tensor(325),The property examined the constable.,-41.24553680419922,6
tensor(326),The property was examined by the constable.,-32.975284576416016,8
tensor(327),The constable was examined by the property.,-44.19405746459961,8
tensor(328),The celebrity signed the photograph.,-32.98146057128906,5
tensor(329),The photograph signed the celebrity.,-38.09182357788086,5
tensor(330),The photograph was signed by the celebrity.,-33.61465835571289,7
tensor(331),The celebrity was signed by the photograph.,-42.27178955078125,7
tensor(332),The star autographed the picture.,-33.070518493652344,6
tensor(333),The picture autographed the star.,-39.09950637817383,6
tensor(334),The picture was autographed by the star.,-32.3802490234375,8
tensor(335),The star was autographed by the picture.,-40.936561584472656,8
tensor(336),The nanny tutored the boy.,-33.19711685180664,7
tensor(337),The boy tutored the nanny.,-32.939002990722656,7
tensor(338),The boy was tutored by the nanny.,-35.021461486816406,9
tensor(339),The nanny was tutored by the boy.,-39.98113250732422,9
tensor(340),The governess instructed the lad.,-36.97749710083008,6
tensor(341),The lad instructed the governess.,-41.104373931884766,6
tensor(342),The lad was instructed by the governess.,-41.54184341430664,8
tensor(343),The governess was instructed by the lad.,-42.57715606689453,8
tensor(344),The blackmailer threatened the senator.,-34.50993728637695,6
tensor(345),The senator threatened the blackmailer.,-38.94342803955078,6
tensor(346),The senator was threatened by the blackmailer.,-39.82825469970703,8
tensor(347),The blackmailer was threatened by the senator.,-41.061805725097656,8
tensor(348),The extortionist menaced the legislator.,-50.79632568359375,7
tensor(349),The legislator menaced the extortionist.,-45.37350845336914,7
tensor(350),The legislator was menaced by the extortionist.,-46.268070220947266,9
tensor(351),The extortionist was menaced by the legislator.,-50.27961730957031,9
tensor(352),The artist portrayed the philosopher.,-33.665618896484375,5
tensor(353),The philosopher portrayed the artist.,-37.52226638793945,5
tensor(354),The philosopher was portrayed by the artist.,-38.00796127319336,7
tensor(355),The artist was portrayed by the philosopher.,-39.70199966430664,7
tensor(356),The painter depicted the thinker.,-38.75758361816406,5
tensor(357),The thinker depicted the painter.,-40.668155670166016,5
tensor(358),The thinker was depicted by the painter.,-39.43498611450195,7
tensor(359),The painter was depicted by the thinker.,-43.16126251220703,7
tensor(360),The mechanic berated the intern.,-39.6923828125,6
tensor(361),The intern berated the mechanic.,-39.84660720825195,6
tensor(362),The intern was berated by the mechanic.,-40.754608154296875,8
tensor(363),The mechanic was berated by the intern.,-44.22532272338867,8
tensor(364),The technician rebuked the aide.,-36.728763580322266,6
tensor(365),The aide rebuked the technician.,-40.42229461669922,6
tensor(366),The aide was rebuked by the technician.,-42.029632568359375,8
tensor(367),The technician was rebuked by the aide.,-41.438087463378906,8
tensor(368),The fairy enchanted the troll.,-34.515785217285156,5
tensor(369),The troll enchanted the fairy.,-36.95274353027344,5
tensor(370),The troll was enchanted by the fairy.,-36.818843841552734,7
tensor(371),The fairy was enchanted by the troll.,-36.81840515136719,7
tensor(372),The pixie mesmerized the ogre.,-45.31080627441406,7
tensor(373),The ogre mesmerized the pixie.,-41.9128303527832,7
tensor(374),The ogre was mesmerized by the pixie.,-40.27407455444336,9
tensor(375),The pixie was mesmerized by the ogre.,-42.574947357177734,9
tensor(376),The orderly assisted the dentist.,-44.637046813964844,5
tensor(377),The dentist assisted the orderly.,-36.91666030883789,5
tensor(378),The dentist was assisted by the orderly.,-38.547061920166016,7
tensor(379),The orderly was assisted by the dentist.,-43.47657775878906,7
tensor(380),The nurse helped the orthodontist.,-39.882511138916016,8
tensor(381),The orthodontist helped the nurse.,-38.130859375,8
tensor(382),The orthodontist was helped by the nurse.,-39.5114860534668,10
tensor(383),The nurse was helped by the orthodontist.,-40.745361328125,10
tensor(384),The owner evicted the tenant.,-25.985729217529297,6
tensor(385),The tenant evicted the owner.,-29.347627639770508,6
tensor(386),The tenant was evicted by the owner.,-31.349609375,8
tensor(387),The owner was evicted by the tenant.,-30.810222625732422,8
tensor(388),The critic attacked the conservative.,-34.51361846923828,5
tensor(389),The conservative attacked the critic.,-38.15486145019531,5
tensor(390),The conservative was attacked by the critic.,-39.440711975097656,7
tensor(391),The critic was attacked by the conservative.,-36.26457214355469,7
tensor(392),The reviewer criticized the right-winger.,-42.34471893310547,8
tensor(393),The right-winger criticized the reviewer.,-40.56338119506836,8
tensor(394),The right-winger was criticized by the reviewer.,-43.87325668334961,10
tensor(395),The reviewer was criticized by the right-winger.,-44.21425247192383,10
tensor(396),The admirer badgered the director.,-42.097713470458984,7
tensor(397),The director badgered the admirer.,-44.54891586303711,7
tensor(398),The director was badgered by the admirer.,-47.950172424316406,9
tensor(399),The admirer was badgered by the director.,-43.06831359863281,9
tensor(400),The fan pestered the filmmaker.,-42.7473258972168,6
tensor(401),The filmmaker pestered the fan.,-40.04033279418945,6
tensor(402),The filmmaker was pestered by the fan.,-40.36053466796875,8
tensor(403),The fan was pestered by the filmmaker.,-41.44444274902344,8
tensor(404),The paramedic revived the youth.,-35.857391357421875,6
tensor(405),The youth revived the paramedic.,-40.15538787841797,6
tensor(406),The youth was revived by the paramedic.,-34.74235916137695,8
tensor(407),The paramedic was revived by the youth.,-39.69657516479492,8
tensor(408),The EMT resuscitated the youngster.,-35.294097900390625,7
tensor(409),The youngster resuscitated the EMT.,-46.14520263671875,7
tensor(410),The youngster was resuscitated by the EMT.,-40.38733673095703,9
tensor(411),The EMT was resuscitated by the youngster.,-45.13946533203125,9
tensor(412),The prankster duped the marketer.,-39.28242874145508,8
tensor(413),The marketer duped the prankster.,-41.23855972290039,8
tensor(414),The marketer was duped by the prankster.,-39.36054229736328,10
tensor(415),The prankster was duped by the marketer.,-43.716182708740234,10
tensor(416),The joker tricked the distributor.,-41.40528869628906,6
tensor(417),The distributor tricked the joker.,-42.723045349121094,6
tensor(418),The distributor was tricked by the joker.,-40.90901184082031,8
tensor(419),The joker was tricked by the distributor.,-41.111785888671875,8
tensor(420),The playboy courted the damsel.,-44.50263214111328,8
tensor(421),The damsel courted the playboy.,-45.3648567199707,8
tensor(422),The damsel was courted by the playboy.,-48.3875617980957,10
tensor(423),The playboy was courted by the damsel.,-46.647911071777344,10
tensor(424),The womanizer wooed the maiden.,-44.80701446533203,7
tensor(425),The maiden wooed the womanizer.,-50.15277099609375,7
tensor(426),The maiden was wooed by the womanizer.,-43.98041534423828,9
tensor(427),The womanizer was wooed by the maiden.,-49.011878967285156,9
tensor(428),The nomad cherished the clergyman.,-49.26700973510742,7
tensor(429),The clergyman cherished the nomad.,-44.98175048828125,7
tensor(430),The clergyman was cherished by the nomad.,-48.72575378417969,9
tensor(431),The nomad was cherished by the clergyman.,-50.510345458984375,9
tensor(432),The vagabond revered the priest.,-40.53572463989258,7
tensor(433),The priest revered the vagabond.,-38.39695739746094,7
tensor(434),The priest was revered by the vagabond.,-44.11631393432617,9
tensor(435),The vagabond was revered by the priest.,-41.03940200805664,9
tensor(436),The assassin shot the statesman.,-32.580108642578125,6
tensor(437),The statesman shot the assassin.,-39.1619758605957,6
tensor(438),The statesman was shot by the assassin.,-38.43501663208008,8
tensor(439),The assassin was shot by the statesman.,-36.97486114501953,8
tensor(440),The hit man killed the politician.,-32.89358139038086,6
tensor(441),The politician killed the hit man.,-34.50535583496094,6
tensor(442),The politician was killed by the hit man.,-37.310672760009766,8
tensor(443),The hit man was killed by the politician.,-36.47361373901367,8
tensor(444),The clerk charged the elderly person.,-39.29341506958008,6
tensor(445),The elderly person charged the clerk.,-40.09717559814453,6
tensor(446),The elderly person was charged by the clerk.,-40.954288482666016,8
tensor(447),The clerk was charged by the elderly person.,-43.70890426635742,8
tensor(448),The cashier billed the senior citizen.,-41.65834045410156,7
tensor(449),The senior citizen billed the cashier.,-44.66929626464844,7
tensor(450),The senior citizen was billed by the cashier.,-45.74264144897461,9
tensor(451),The cashier was billed by the senior citizen.,-46.555030822753906,9
tensor(452),The mediator rescued the hostage.,-35.6087646484375,6
tensor(453),The hostage rescued the mediator.,-38.66059875488281,6
tensor(454),The hostage was rescued by the mediator.,-38.26042556762695,8
tensor(455),The mediator was rescued by the hostage.,-40.388916015625,8
tensor(456),The negotiator saved the captive.,-39.59196472167969,5
tensor(457),The captive saved the negotiator.,-39.63782501220703,5
tensor(458),The captive was saved by the negotiator.,-39.76908874511719,7
tensor(459),The negotiator was saved by the captive.,-44.24294662475586,7
